job_id,company_id,job_function,level,location_city,location_country,mode,salary_min_lpa,salary_max_lpa,posted_date,job_title
1560,136,DevOps,Junior,Kolkata,India,Onsite,36.2,58.1,2019-07-08 14:09:44,DevOps Junior
5946,53,Machine Learning,Senior,Ahmedabad,India,Onsite,33.6,47.1,2019-07-09 03:36:34,Machine Learning Senior
9603,83,DevOps,Mid,Chennai,India,Remote,6.9,17.700000000000003,2019-07-09 03:39:57,DevOps Mid
9365,128,DevOps,Mid,Indore,India,Onsite,32.8,57.599999999999994,2019-07-09 04:57:54,DevOps Mid
7287,172,MLOps,Mid,Kolkata,India,Onsite,22.7,46.8,2019-07-09 05:51:03,MLOps Mid
5445,88,Business Analytics,Junior,Mumbai,Global,Hybrid,12.2,21.7,2019-07-09 11:41:51,Business Analytics Junior
245,33,Product Management,Senior,Bengaluru,India,Onsite,32.7,35.800000000000004,2019-07-09 19:23:55,Product Management Senior
3857,141,Business Analytics,Lead,Kochi,Global,Onsite,7.8,13.1,2019-07-10 00:43:36,Business Analytics Lead
5409,59,Business Analytics,Junior,Gurugram,India,Onsite,33.5,48.2,2019-07-10 01:24:32,Business Analytics Junior
1628,71,Machine Learning,Lead,Mumbai,India,Hybrid,8.3,37.5,2019-07-10 01:40:38,Machine Learning Lead
1082,102,Data Engineering,Junior,Chennai,Global,Onsite,3.1,22.700000000000003,2019-07-10 01:54:34,Data Engineering Junior
6818,196,Product Management,Mid,Noida,Global,Onsite,27.3,45.5,2019-07-10 05:07:34,Product Management Mid
5585,47,Business Analytics,Junior,Bengaluru,India,Remote,18.2,41.9,2019-07-10 09:52:43,Business Analytics Junior
1774,124,Product Management,Mid,Jaipur,India,Remote,6.0,14.3,2019-07-10 11:09:34,Product Management Mid
5031,95,Cybersecurity,Mid,Ahmedabad,India,Onsite,21.0,24.9,2019-07-10 15:11:34,Cybersecurity Mid
5401,83,Machine Learning,Junior,Jaipur,Global,Hybrid,3.4,33.2,2019-07-10 15:51:32,Machine Learning Junior
9990,149,Business Analytics,Mid,Gurugram,India,Onsite,27.0,44.1,2019-07-11 07:17:16,Business Analytics Mid
4906,166,Product Management,Junior,Lucknow,India,Onsite,36.9,47.5,2019-07-11 16:41:40,Product Management Junior
9846,188,DevOps,Senior,Ahmedabad,India,Remote,39.7,63.2,2019-07-12 06:29:57,DevOps Senior
3116,127,Data Science,Intern,Bengaluru,India,Remote,34.7,44.0,2019-07-12 12:18:47,Data Science Intern
1342,62,Data Engineering,Senior,Indore,India,Onsite,19.8,45.8,2019-07-12 15:51:30,Data Engineering Senior
6562,124,Data Science,Mid,Ahmedabad,India,Remote,20.6,35.8,2019-07-12 19:19:11,Data Science Mid
4304,63,Data Engineering,Senior,Ahmedabad,Global,Onsite,12.8,23.200000000000003,2019-07-13 09:44:41,Data Engineering Senior
5903,10,Cybersecurity,Senior,Indore,India,Hybrid,36.8,61.599999999999994,2019-07-13 11:20:00,Cybersecurity Senior
4773,51,Data Science,Junior,Pune,India,Onsite,5.0,30.5,2019-07-13 13:01:40,Data Science Junior
1635,94,Data Engineering,Junior,Jaipur,India,Hybrid,33.0,62.5,2019-07-13 17:43:28,Data Engineering Junior
2698,164,MLOps,Intern,Bengaluru,India,Onsite,14.4,37.1,2019-07-13 19:56:46,MLOps Intern
1706,76,Quality Assurance,Junior,Pune,India,Onsite,26.3,33.0,2019-07-14 00:43:49,Quality Assurance Junior
4926,30,MLOps,Intern,Ahmedabad,India,Onsite,39.6,54.5,2019-07-14 06:11:42,MLOps Intern
5024,54,MLOps,Senior,Hyderabad,India,Hybrid,19.8,24.200000000000003,2019-07-14 06:12:52,MLOps Senior
9383,196,Cybersecurity,Mid,Hyderabad,India,Hybrid,22.5,37.3,2019-07-14 10:53:00,Cybersecurity Mid
3958,199,Cybersecurity,Junior,Bengaluru,India,Onsite,23.5,29.0,2019-07-14 15:36:26,Cybersecurity Junior
7365,52,Cybersecurity,Mid,Hyderabad,India,Onsite,24.6,33.7,2019-07-15 01:48:28,Cybersecurity Mid
325,78,MLOps,Mid,Gurugram,India,Onsite,18.6,48.1,2019-07-15 02:40:58,MLOps Mid
2449,22,MLOps,Intern,Bengaluru,India,Remote,11.0,40.5,2019-07-15 08:06:31,MLOps Intern
262,17,Product Management,Mid,Jaipur,Global,Hybrid,12.6,41.8,2019-07-15 10:23:10,Product Management Mid
6234,17,DevOps,Mid,Mumbai,India,Onsite,14.8,32.0,2019-07-15 23:11:41,DevOps Mid
1366,28,Cybersecurity,Mid,Gurugram,India,Hybrid,31.8,60.400000000000006,2019-07-16 10:17:11,Cybersecurity Mid
5207,81,Product Management,Senior,Lucknow,India,Hybrid,18.6,29.900000000000002,2019-07-17 00:52:53,Product Management Senior
8434,42,Data Science,Junior,Jaipur,India,Hybrid,37.1,63.900000000000006,2019-07-17 05:19:42,Data Science Junior
364,192,Quality Assurance,Mid,Noida,India,Remote,23.9,26.2,2019-07-17 13:19:47,Quality Assurance Mid
9025,45,MLOps,Senior,Lucknow,India,Onsite,9.6,33.5,2019-07-17 21:11:48,MLOps Senior
9207,55,Quality Assurance,Lead,Ahmedabad,India,Remote,8.2,15.299999999999999,2019-07-18 19:33:50,Quality Assurance Lead
2209,186,Data Science,Lead,Noida,India,Onsite,15.5,30.6,2019-07-19 01:31:51,Data Science Lead
4799,127,Quality Assurance,Mid,Pune,India,Hybrid,10.8,33.900000000000006,2019-07-19 05:24:52,Quality Assurance Mid
2199,16,Data Science,Junior,Noida,India,Hybrid,6.2,12.0,2019-07-19 14:06:50,Data Science Junior
3217,176,Product Management,Director,Ahmedabad,India,Remote,3.6,25.1,2019-07-19 14:24:20,Product Management Director
6728,40,Quality Assurance,Senior,Pune,India,Onsite,15.5,23.7,2019-07-19 14:48:08,Quality Assurance Senior
2175,137,Machine Learning,Junior,Chennai,India,Hybrid,39.7,45.800000000000004,2019-07-19 15:12:07,Machine Learning Junior
5016,58,DevOps,Senior,Pune,India,Hybrid,13.5,40.5,2019-07-19 15:31:50,DevOps Senior
9724,141,Data Engineering,Director,Gurugram,India,Onsite,22.1,45.1,2019-07-19 18:03:47,Data Engineering Director
1122,190,Data Science,Lead,Noida,India,Remote,27.1,48.2,2019-07-19 19:26:30,Data Science Lead
1452,192,DevOps,Manager,Gurugram,India,Onsite,21.0,43.9,2019-07-20 07:34:13,DevOps Manager
846,100,Software Engineering,Mid,Jaipur,Global,Onsite,23.5,28.8,2019-07-20 13:16:04,Software Engineering Mid
2601,142,MLOps,Senior,Lucknow,India,Onsite,31.5,56.3,2019-07-20 19:46:19,MLOps Senior
893,191,Data Science,Mid,Bengaluru,India,Remote,30.2,51.7,2019-07-20 20:10:31,Data Science Mid
3321,33,Quality Assurance,Mid,Gurugram,Global,Onsite,27.6,38.3,2019-07-22 05:14:28,Quality Assurance Mid
5644,104,Data Engineering,Lead,Lucknow,India,Remote,9.6,36.0,2019-07-22 07:25:28,Data Engineering Lead
1410,160,Machine Learning,Intern,Chennai,India,Hybrid,23.0,45.0,2019-07-22 20:10:27,Machine Learning Intern
8700,143,Software Engineering,Mid,Pune,India,Hybrid,21.1,24.900000000000002,2019-07-23 03:16:22,Software Engineering Mid
5191,134,MLOps,Intern,Chennai,India,Onsite,3.7,23.3,2019-07-23 11:31:46,MLOps Intern
3783,30,Data Science,Mid,Pune,India,Remote,9.6,29.5,2019-07-23 19:50:18,Data Science Mid
3131,31,MLOps,Senior,Kochi,India,Hybrid,12.7,27.9,2019-07-23 19:58:47,MLOps Senior
2799,61,Machine Learning,Junior,Lucknow,India,Onsite,28.6,32.5,2019-07-23 22:52:18,Machine Learning Junior
6145,67,Software Engineering,Intern,Noida,Global,Onsite,10.2,13.0,2019-07-24 02:25:19,Software Engineering Intern
2727,93,Data Science,Junior,Kochi,Global,Hybrid,29.5,48.1,2019-07-24 10:20:17,Data Science Junior
7436,33,Machine Learning,Mid,Ahmedabad,India,Onsite,26.0,28.9,2019-07-24 10:54:21,Machine Learning Mid
1661,175,Quality Assurance,Senior,Noida,India,Onsite,7.7,15.600000000000001,2019-07-24 11:08:16,Quality Assurance Senior
310,86,Software Engineering,Mid,Kochi,India,Onsite,7.6,28.0,2019-07-24 16:09:43,Software Engineering Mid
3379,35,Cybersecurity,Mid,Chennai,India,Onsite,34.4,61.7,2019-07-25 00:15:22,Cybersecurity Mid
901,25,Quality Assurance,Mid,Gurugram,Global,Hybrid,18.6,25.200000000000003,2019-07-25 09:28:07,Quality Assurance Mid
4245,104,Data Engineering,Mid,Hyderabad,India,Onsite,23.3,53.2,2019-07-26 04:47:21,Data Engineering Mid
295,28,Data Science,Mid,Jaipur,India,Onsite,20.9,26.299999999999997,2019-07-26 13:48:40,Data Science Mid
5425,57,Business Analytics,Director,Mumbai,Global,Onsite,24.4,34.599999999999994,2019-07-26 14:25:05,Business Analytics Director
6894,79,Machine Learning,Lead,Gurugram,India,Hybrid,39.2,48.900000000000006,2019-07-26 23:16:50,Machine Learning Lead
3938,158,Product Management,Junior,Chennai,India,Onsite,7.1,25.200000000000003,2019-07-27 01:18:43,Product Management Junior
682,178,Data Engineering,Intern,Pune,India,Onsite,33.3,40.3,2019-07-28 02:16:37,Data Engineering Intern
5798,79,Product Management,Junior,Lucknow,Global,Hybrid,21.0,41.7,2019-07-28 14:08:16,Product Management Junior
9410,6,DevOps,Junior,Lucknow,India,Onsite,36.6,63.2,2019-07-28 17:30:02,DevOps Junior
7403,181,DevOps,Junior,Hyderabad,Global,Onsite,4.0,28.8,2019-07-28 18:28:06,DevOps Junior
746,197,MLOps,Mid,Kolkata,India,Onsite,13.0,20.3,2019-07-29 06:42:54,MLOps Mid
6493,118,MLOps,Mid,Chennai,India,Remote,14.3,39.400000000000006,2019-07-29 07:33:57,MLOps Mid
3774,115,Software Engineering,Mid,Kochi,India,Hybrid,15.7,42.7,2019-07-29 13:38:16,Software Engineering Mid
3855,1,Software Engineering,Junior,Kochi,India,Onsite,38.1,57.5,2019-07-29 23:04:38,Software Engineering Junior
6893,83,Data Engineering,Senior,Kochi,India,Hybrid,16.6,22.200000000000003,2019-07-30 02:19:50,Data Engineering Senior
4742,144,Machine Learning,Lead,Bengaluru,Global,Remote,19.4,29.4,2019-07-30 02:29:52,Machine Learning Lead
7300,12,MLOps,Junior,Kochi,India,Onsite,10.2,35.0,2019-07-30 02:52:59,MLOps Junior
8741,122,DevOps,Mid,Bengaluru,Global,Onsite,37.3,45.5,2019-07-30 03:23:39,DevOps Mid
6221,146,Quality Assurance,Junior,Mumbai,Global,Onsite,21.6,23.900000000000002,2019-07-30 04:06:28,Quality Assurance Junior
2608,158,Cybersecurity,Manager,Gurugram,India,Onsite,27.4,46.599999999999994,2019-07-30 06:40:46,Cybersecurity Manager
9416,189,Business Analytics,Senior,Chennai,India,Onsite,28.2,30.7,2019-07-30 07:42:15,Business Analytics Senior
4519,183,Business Analytics,Senior,Indore,India,Onsite,36.1,42.9,2019-07-30 08:15:23,Business Analytics Senior
8139,32,Data Science,Junior,Kolkata,India,Remote,32.2,40.900000000000006,2019-07-30 12:45:52,Data Science Junior
597,139,Machine Learning,Mid,Kolkata,India,Onsite,37.3,66.69999999999999,2019-07-30 22:32:01,Machine Learning Mid
3459,59,Cybersecurity,Intern,Kochi,India,Onsite,14.6,23.1,2019-07-31 03:50:06,Cybersecurity Intern
7539,37,Data Engineering,Senior,Lucknow,India,Hybrid,12.4,17.1,2019-07-31 14:34:26,Data Engineering Senior
7660,97,Data Engineering,Lead,Mumbai,India,Onsite,19.0,41.6,2019-07-31 21:20:53,Data Engineering Lead
213,136,Data Engineering,Mid,Mumbai,Global,Hybrid,29.9,53.599999999999994,2019-07-31 22:37:48,Data Engineering Mid
7860,188,Machine Learning,Mid,Kochi,Global,Remote,7.2,11.4,2019-07-31 22:50:25,Machine Learning Mid
7976,171,Data Engineering,Senior,Hyderabad,Global,Onsite,32.6,60.5,2019-08-01 00:04:59,Data Engineering Senior
4590,75,Cybersecurity,Senior,Ahmedabad,India,Hybrid,26.9,29.5,2019-08-01 01:57:09,Cybersecurity Senior
5325,155,Quality Assurance,Mid,Noida,India,Onsite,22.1,39.2,2019-08-01 02:25:32,Quality Assurance Mid
7827,97,MLOps,Mid,Ahmedabad,India,Onsite,29.2,35.7,2019-08-01 04:45:41,MLOps Mid
3339,112,Quality Assurance,Senior,Kochi,India,Hybrid,34.7,52.6,2019-08-01 06:43:31,Quality Assurance Senior
9812,16,MLOps,Junior,Kolkata,Global,Hybrid,29.1,35.5,2019-08-01 14:15:43,MLOps Junior
947,151,Quality Assurance,Senior,Chennai,India,Onsite,4.8,29.400000000000002,2019-08-01 20:39:31,Quality Assurance Senior
1650,72,Quality Assurance,Mid,Noida,India,Onsite,25.3,32.5,2019-08-02 01:43:54,Quality Assurance Mid
9456,144,Quality Assurance,Mid,Ahmedabad,India,Hybrid,12.5,20.1,2019-08-02 02:15:11,Quality Assurance Mid
3077,187,Data Science,Senior,Chennai,India,Onsite,23.7,47.2,2019-08-02 02:29:32,Data Science Senior
35,165,DevOps,Mid,Noida,India,Remote,4.0,17.1,2019-08-02 12:54:39,DevOps Mid
5967,69,Machine Learning,Senior,Jaipur,Global,Onsite,5.4,19.4,2019-08-02 15:10:37,Machine Learning Senior
9185,114,Data Engineering,Mid,Noida,India,Hybrid,38.2,65.30000000000001,2019-08-02 16:41:08,Data Engineering Mid
5545,28,Software Engineering,Junior,Mumbai,Global,Hybrid,10.7,24.4,2019-08-02 20:48:11,Software Engineering Junior
2238,137,Software Engineering,Junior,Jaipur,India,Hybrid,38.6,51.6,2019-08-02 23:50:42,Software Engineering Junior
3365,177,Machine Learning,Lead,Mumbai,India,Hybrid,7.5,33.0,2019-08-03 04:07:50,Machine Learning Lead
831,170,DevOps,Senior,Indore,India,Hybrid,9.6,34.3,2019-08-03 07:45:56,DevOps Senior
4754,118,Machine Learning,Junior,Hyderabad,India,Onsite,8.6,14.3,2019-08-03 10:28:02,Machine Learning Junior
7124,164,Machine Learning,Mid,Bengaluru,India,Remote,13.8,21.4,2019-08-03 10:51:09,Machine Learning Mid
4418,21,MLOps,Mid,Kochi,Global,Remote,17.2,31.9,2019-08-03 18:24:30,MLOps Mid
9311,118,Product Management,Mid,Kochi,India,Onsite,6.8,13.2,2019-08-04 00:27:21,Product Management Mid
4990,79,MLOps,Mid,Kolkata,India,Hybrid,3.8,29.0,2019-08-04 00:31:32,MLOps Mid
5554,58,Business Analytics,Lead,Indore,India,Onsite,16.0,22.9,2019-08-04 04:26:07,Business Analytics Lead
7310,182,Business Analytics,Junior,Hyderabad,India,Hybrid,4.6,17.1,2019-08-04 04:43:19,Business Analytics Junior
6037,200,Software Engineering,Junior,Chennai,India,Hybrid,9.4,12.600000000000001,2019-08-04 18:29:51,Software Engineering Junior
5431,119,Business Analytics,Junior,Noida,India,Onsite,17.9,44.4,2019-08-04 21:42:19,Business Analytics Junior
7273,114,MLOps,Senior,Mumbai,India,Onsite,4.1,25.5,2019-08-04 22:25:22,MLOps Senior
4391,70,Machine Learning,Mid,Bengaluru,India,Hybrid,34.3,56.099999999999994,2019-08-05 01:03:37,Machine Learning Mid
2672,5,Machine Learning,Lead,Indore,India,Remote,18.6,30.6,2019-08-05 01:43:45,Machine Learning Lead
7341,141,Software Engineering,Senior,Pune,India,Hybrid,4.5,22.1,2019-08-05 05:06:35,Software Engineering Senior
3539,163,Product Management,Junior,Lucknow,India,Onsite,32.3,56.9,2019-08-05 17:17:26,Product Management Junior
2658,176,Data Science,Mid,Chennai,Global,Remote,19.2,29.6,2019-08-06 11:22:39,Data Science Mid
7821,113,Data Science,Senior,Chennai,India,Onsite,28.4,54.7,2019-08-06 14:40:36,Data Science Senior
955,184,Data Engineering,Mid,Lucknow,India,Onsite,3.7,6.2,2019-08-06 16:16:26,Data Engineering Mid
73,177,Quality Assurance,Senior,Lucknow,India,Remote,39.6,44.9,2019-08-06 20:29:07,Quality Assurance Senior
7961,170,DevOps,Junior,Kochi,India,Onsite,5.7,11.5,2019-08-07 00:01:21,DevOps Junior
392,49,Quality Assurance,Mid,Indore,India,Onsite,8.1,26.4,2019-08-07 03:34:25,Quality Assurance Mid
3913,107,Software Engineering,Junior,Pune,India,Onsite,16.9,29.7,2019-08-07 13:05:13,Software Engineering Junior
3886,99,Machine Learning,Mid,Mumbai,India,Hybrid,34.5,64.0,2019-08-08 02:58:11,Machine Learning Mid
9461,95,Cybersecurity,Intern,Kochi,India,Onsite,39.6,47.0,2019-08-08 12:24:05,Cybersecurity Intern
5927,82,Software Engineering,Junior,Ahmedabad,India,Onsite,8.7,34.0,2019-08-08 14:31:44,Software Engineering Junior
6952,186,Data Science,Junior,Kolkata,India,Onsite,34.2,44.5,2019-08-08 15:19:27,Data Science Junior
9347,136,Software Engineering,Mid,Jaipur,Global,Hybrid,27.2,43.599999999999994,2019-08-08 16:20:07,Software Engineering Mid
8241,127,Software Engineering,Mid,Kolkata,India,Onsite,23.9,31.0,2019-08-09 21:32:28,Software Engineering Mid
6772,10,Machine Learning,Mid,Lucknow,India,Onsite,6.9,20.8,2019-08-09 21:47:14,Machine Learning Mid
4175,198,DevOps,Director,Kochi,India,Onsite,21.5,33.6,2019-08-10 00:39:29,DevOps Director
6087,21,Product Management,Junior,Hyderabad,India,Onsite,6.6,22.0,2019-08-10 21:26:01,Product Management Junior
6958,154,Product Management,Senior,Bengaluru,Global,Onsite,12.6,24.299999999999997,2019-08-10 23:14:06,Product Management Senior
5706,73,DevOps,Manager,Indore,India,Onsite,36.3,55.199999999999996,2019-08-11 03:01:05,DevOps Manager
5563,25,DevOps,Mid,Chennai,Global,Onsite,12.1,29.299999999999997,2019-08-11 06:03:01,DevOps Mid
1202,135,Product Management,Manager,Mumbai,India,Hybrid,29.8,34.0,2019-08-11 09:59:56,Product Management Manager
5945,85,Cybersecurity,Lead,Ahmedabad,Global,Onsite,37.0,43.0,2019-08-11 11:49:34,Cybersecurity Lead
5670,4,Product Management,Mid,Mumbai,Global,Onsite,35.9,62.0,2019-08-11 17:54:31,Product Management Mid
8937,67,MLOps,Intern,Kolkata,India,Onsite,30.5,41.2,2019-08-11 18:40:03,MLOps Intern
3230,133,Software Engineering,Senior,Pune,India,Onsite,22.3,41.8,2019-08-11 20:58:46,Software Engineering Senior
4240,115,Business Analytics,Junior,Bengaluru,India,Onsite,37.0,56.7,2019-08-11 21:25:21,Business Analytics Junior
9133,149,Product Management,Senior,Hyderabad,India,Hybrid,22.4,41.7,2019-08-12 16:43:32,Product Management Senior
9580,105,MLOps,Senior,Kochi,India,Onsite,35.9,43.199999999999996,2019-08-12 18:01:18,MLOps Senior
6653,183,Data Science,Mid,Indore,Global,Remote,12.0,26.1,2019-08-12 18:48:59,Data Science Mid
8402,97,Business Analytics,Mid,Noida,Global,Onsite,19.4,40.3,2019-08-12 19:14:59,Business Analytics Mid
9477,196,Machine Learning,Senior,Pune,India,Hybrid,36.0,64.1,2019-08-13 01:20:39,Machine Learning Senior
2063,147,Business Analytics,Mid,Hyderabad,India,Hybrid,6.0,30.5,2019-08-13 03:52:54,Business Analytics Mid
6518,79,Machine Learning,Senior,Bengaluru,India,Hybrid,18.8,33.0,2019-08-13 17:47:00,Machine Learning Senior
3503,106,Cybersecurity,Mid,Gurugram,India,Remote,39.5,45.9,2019-08-13 20:06:31,Cybersecurity Mid
3281,182,Data Science,Mid,Lucknow,India,Hybrid,9.4,22.5,2019-08-13 21:26:21,Data Science Mid
5521,58,Machine Learning,Junior,Bengaluru,India,Onsite,19.9,38.9,2019-08-14 04:28:58,Machine Learning Junior
1178,146,Quality Assurance,Senior,Hyderabad,India,Onsite,20.8,42.1,2019-08-14 16:29:30,Quality Assurance Senior
9341,51,Software Engineering,Manager,Noida,India,Onsite,8.9,20.700000000000003,2019-08-14 20:17:05,Software Engineering Manager
5318,110,Business Analytics,Lead,Indore,India,Remote,6.0,35.9,2019-08-15 17:35:35,Business Analytics Lead
7516,1,Machine Learning,Lead,Bengaluru,India,Remote,26.5,49.0,2019-08-16 01:05:15,Machine Learning Lead
7347,125,MLOps,Junior,Kolkata,India,Onsite,6.6,9.1,2019-08-16 04:39:37,MLOps Junior
5908,184,Product Management,Mid,Kochi,India,Onsite,23.4,43.0,2019-08-16 17:45:26,Product Management Mid
128,177,Cybersecurity,Junior,Pune,India,Onsite,24.1,26.1,2019-08-17 05:02:20,Cybersecurity Junior
2959,69,Machine Learning,Junior,Lucknow,India,Hybrid,7.8,37.4,2019-08-17 12:30:45,Machine Learning Junior
5149,18,MLOps,Intern,Ahmedabad,India,Hybrid,15.3,22.200000000000003,2019-08-17 13:06:51,MLOps Intern
7978,143,Product Management,Senior,Pune,India,Onsite,31.5,38.4,2019-08-17 20:35:06,Product Management Senior
1559,181,Cybersecurity,Lead,Hyderabad,India,Onsite,3.9,11.9,2019-08-18 00:22:00,Cybersecurity Lead
3565,54,Data Science,Mid,Jaipur,India,Onsite,38.0,41.3,2019-08-18 04:20:08,Data Science Mid
1588,191,Data Engineering,Mid,Kochi,India,Onsite,14.8,23.4,2019-08-18 13:01:33,Data Engineering Mid
8408,121,Data Engineering,Mid,Lucknow,Global,Hybrid,27.8,31.1,2019-08-18 13:04:18,Data Engineering Mid
8750,131,Business Analytics,Senior,Gurugram,India,Onsite,5.0,17.6,2019-08-18 14:17:27,Business Analytics Senior
487,77,Machine Learning,Lead,Noida,India,Hybrid,11.0,33.7,2019-08-18 21:01:32,Machine Learning Lead
8646,23,Data Science,Mid,Hyderabad,India,Hybrid,27.9,52.099999999999994,2019-08-19 20:36:50,Data Science Mid
6902,107,Software Engineering,Lead,Hyderabad,India,Onsite,9.8,12.5,2019-08-19 21:37:26,Software Engineering Lead
6269,41,Data Engineering,Manager,Chennai,India,Onsite,28.4,48.5,2019-08-20 02:58:44,Data Engineering Manager
9702,21,DevOps,Mid,Noida,Global,Onsite,36.3,49.0,2019-08-20 07:05:11,DevOps Mid
4023,110,Data Engineering,Junior,Lucknow,India,Hybrid,22.0,29.7,2019-08-20 09:47:49,Data Engineering Junior
2708,45,Data Science,Lead,Chennai,India,Hybrid,14.1,23.5,2019-08-20 13:27:58,Data Science Lead
6820,194,Data Science,Lead,Pune,India,Onsite,12.2,39.099999999999994,2019-08-21 08:05:22,Data Science Lead
5125,198,DevOps,Junior,Kochi,India,Onsite,35.8,53.699999999999996,2019-08-21 17:35:50,DevOps Junior
4084,94,Cybersecurity,Mid,Jaipur,Global,Onsite,33.2,59.5,2019-08-21 18:53:09,Cybersecurity Mid
7402,75,Quality Assurance,Mid,Chennai,India,Hybrid,16.0,40.0,2019-08-22 07:50:09,Quality Assurance Mid
7240,174,Business Analytics,Director,Bengaluru,Global,Hybrid,7.6,21.2,2019-08-22 14:13:42,Business Analytics Director
6168,139,MLOps,Senior,Gurugram,India,Hybrid,12.9,29.700000000000003,2019-08-22 22:30:05,MLOps Senior
2785,106,Software Engineering,Senior,Ahmedabad,India,Onsite,39.2,60.7,2019-08-23 02:41:12,Software Engineering Senior
8859,110,DevOps,Intern,Kochi,India,Onsite,15.7,42.4,2019-08-23 05:22:10,DevOps Intern
1803,26,DevOps,Intern,Chennai,India,Hybrid,31.3,48.0,2019-08-23 09:25:07,DevOps Intern
4938,192,Data Science,Mid,Kochi,India,Hybrid,26.4,37.099999999999994,2019-08-23 18:46:13,Data Science Mid
6545,183,Software Engineering,Lead,Ahmedabad,India,Remote,34.5,51.8,2019-08-23 19:01:00,Software Engineering Lead
7202,105,Business Analytics,Mid,Chennai,India,Hybrid,13.0,37.4,2019-08-24 14:03:10,Business Analytics Mid
9742,194,Data Science,Senior,Chennai,India,Onsite,28.1,35.7,2019-08-24 19:21:39,Data Science Senior
9337,117,Product Management,Intern,Hyderabad,India,Onsite,36.4,54.3,2019-08-25 07:09:47,Product Management Intern
3407,17,Data Engineering,Mid,Kochi,India,Onsite,21.9,24.2,2019-08-25 10:54:49,Data Engineering Mid
1657,143,Machine Learning,Junior,Gurugram,India,Hybrid,13.0,41.8,2019-08-25 11:01:45,Machine Learning Junior
9722,7,Machine Learning,Mid,Noida,India,Onsite,16.7,23.299999999999997,2019-08-25 16:49:28,Machine Learning Mid
6628,128,MLOps,Junior,Chennai,India,Onsite,14.9,29.700000000000003,2019-08-26 07:50:17,MLOps Junior
7116,31,Machine Learning,Manager,Gurugram,India,Onsite,28.6,32.6,2019-08-26 08:08:32,Machine Learning Manager
5010,60,Software Engineering,Senior,Bengaluru,India,Onsite,23.8,30.1,2019-08-26 22:58:01,Software Engineering Senior
6197,91,Data Engineering,Junior,Bengaluru,India,Onsite,17.7,46.599999999999994,2019-08-27 02:32:28,Data Engineering Junior
8152,136,Product Management,Lead,Gurugram,India,Onsite,26.1,51.900000000000006,2019-08-27 11:00:14,Product Management Lead
5494,103,Machine Learning,Senior,Lucknow,India,Onsite,5.7,14.8,2019-08-27 23:36:10,Machine Learning Senior
5920,6,Data Engineering,Lead,Indore,Global,Onsite,28.6,56.6,2019-08-28 10:12:16,Data Engineering Lead
7502,149,Data Engineering,Senior,Hyderabad,India,Hybrid,13.6,20.6,2019-08-28 13:28:32,Data Engineering Senior
6163,174,Business Analytics,Senior,Noida,India,Onsite,21.6,33.5,2019-08-28 16:17:02,Business Analytics Senior
498,134,Data Engineering,Senior,Chennai,India,Remote,6.5,24.1,2019-08-28 21:02:34,Data Engineering Senior
9825,129,DevOps,Lead,Jaipur,Global,Onsite,23.5,40.6,2019-08-29 15:15:38,DevOps Lead
3280,32,Data Engineering,Lead,Kolkata,India,Onsite,35.6,59.6,2019-08-29 15:33:43,Data Engineering Lead
2684,1,Product Management,Mid,Bengaluru,India,Hybrid,7.2,35.5,2019-08-29 23:16:42,Product Management Mid
1801,60,DevOps,Intern,Jaipur,India,Onsite,35.9,38.3,2019-08-30 09:41:41,DevOps Intern
5606,3,Cybersecurity,Junior,Hyderabad,India,Onsite,15.9,24.4,2019-08-30 11:53:28,Cybersecurity Junior
5395,35,Business Analytics,Senior,Lucknow,India,Remote,38.0,67.2,2019-08-30 18:47:01,Business Analytics Senior
5731,35,Product Management,Senior,Jaipur,India,Remote,32.6,50.3,2019-08-30 20:27:45,Product Management Senior
5776,109,Data Engineering,Mid,Jaipur,India,Onsite,38.9,53.3,2019-08-30 20:50:50,Data Engineering Mid
6007,20,MLOps,Senior,Pune,India,Remote,35.8,56.3,2019-08-31 05:58:50,MLOps Senior
3803,168,Software Engineering,Mid,Hyderabad,India,Hybrid,26.6,52.1,2019-08-31 14:15:17,Software Engineering Mid
3847,7,Data Science,Senior,Kolkata,India,Onsite,13.7,37.2,2019-08-31 23:23:32,Data Science Senior
4248,49,Product Management,Junior,Kolkata,India,Hybrid,9.8,16.9,2019-09-01 13:09:40,Product Management Junior
8487,155,Product Management,Mid,Chennai,India,Hybrid,26.2,28.8,2019-09-01 13:11:48,Product Management Mid
7372,15,Machine Learning,Junior,Gurugram,India,Onsite,8.8,18.3,2019-09-01 14:31:27,Machine Learning Junior
9779,35,Data Science,Mid,Chennai,India,Onsite,25.4,38.599999999999994,2019-09-02 04:07:30,Data Science Mid
4385,157,Business Analytics,Lead,Mumbai,India,Hybrid,21.9,34.7,2019-09-02 05:05:41,Business Analytics Lead
7438,85,Machine Learning,Senior,Gurugram,India,Onsite,24.0,39.2,2019-09-02 05:49:25,Machine Learning Senior
8318,113,Data Science,Mid,Ahmedabad,India,Onsite,39.4,67.3,2019-09-02 13:21:14,Data Science Mid
6806,14,Business Analytics,Lead,Ahmedabad,India,Hybrid,5.4,22.0,2019-09-02 18:15:57,Business Analytics Lead
5242,161,Quality Assurance,Mid,Mumbai,India,Remote,10.9,19.3,2019-09-03 07:11:47,Quality Assurance Mid
