employee_id,attrition_date,reason,rejoin_eligibility
11034,2020-06-29 16:57:33,Personal,0
37160,2021-12-12 01:33:55,Higher Studies,0
1568,2020-11-14 18:20:36,Higher Studies,1
26055,2021-05-06 21:38:01,Higher Studies,1
2079,2021-05-25 23:51:34,Personal,0
23007,2024-07-06 20:59:41,Better Offer,0
34683,2022-06-09 18:07:18,Better Offer,1
38339,2024-02-19 14:00:06,Relocation,0
12771,2021-04-25 00:43:43,Better Offer,1
26928,2023-05-31 00:27:50,Better Offer,0
1753,2024-07-09 20:50:11,Better Offer,1
7767,2019-12-07 16:55:16,Health,1
43008,2022-01-31 02:11:30,Better Offer,1
7815,2020-02-18 13:43:41,Better Offer,1
21456,2019-11-11 05:36:43,Better Offer,0
36357,2022-09-19 01:11:14,Personal,1
11344,2022-06-03 16:38:43,Performance,0
526,2023-05-14 07:16:10,Personal,1
23424,2023-03-02 11:04:41,Better Offer,0
9387,2020-01-16 12:25:49,Better Offer,0
25698,2020-03-30 01:15:58,Performance,0
40758,2019-10-13 09:55:25,Better Offer,1
4983,2022-06-25 05:26:31,Higher Studies,0
27787,2024-01-06 16:48:59,Better Offer,0
30336,2021-09-17 23:00:38,Better Offer,0
37268,2022-04-12 03:43:02,Performance,0
40667,2025-04-03 11:57:03,Better Offer,0
28599,2023-04-01 10:12:25,Better Offer,1
22013,2023-08-26 16:42:56,Better Offer,1
21734,2022-06-10 16:33:51,Personal,0
10158,2024-05-02 18:51:02,Better Offer,0
13627,2023-04-20 13:30:45,Better Offer,1
5038,2024-06-16 16:28:21,Relocation,0
13513,2020-11-08 15:34:59,Better Offer,0
3198,2022-12-11 01:51:43,Relocation,0
14281,2020-03-25 07:30:30,Better Offer,0
26109,2022-08-05 12:04:35,Personal,0
5373,2024-07-22 06:35:25,Better Offer,0
40957,2024-08-05 04:05:35,Performance,0
31410,2020-01-24 01:49:54,Performance,0
41787,2023-01-25 07:16:36,Better Offer,1
21365,2023-04-23 18:14:06,Personal,0
33973,2021-09-02 12:28:10,Better Offer,0
26702,2020-12-06 16:40:07,Better Offer,1
2869,2021-08-23 18:59:54,Better Offer,0
12510,2023-10-05 13:11:36,Performance,0
40742,2024-06-08 07:25:57,Better Offer,0
35947,2024-09-16 06:23:13,Better Offer,1
32697,2024-07-14 08:12:38,Personal,0
30950,2020-05-18 00:11:54,Better Offer,0
36940,2023-02-16 23:34:59,Relocation,0
32795,2019-12-17 13:33:07,Better Offer,0
25036,2019-07-04 23:12:33,Better Offer,0
1324,2022-05-06 13:36:27,Better Offer,0
42972,2025-09-22 19:11:56,Better Offer,0
4218,2022-05-05 23:03:16,Performance,1
888,2023-04-21 20:01:55,Better Offer,0
26971,2023-01-10 14:56:04,Personal,0
41661,2022-03-20 15:52:19,Personal,1
41478,2024-08-11 18:52:39,Personal,0
28319,2023-11-17 11:06:07,Personal,0
33038,2025-03-20 04:39:51,Performance,0
21241,2021-05-04 21:33:47,Better Offer,0
19779,2023-09-01 08:02:30,Better Offer,0
10132,2020-07-22 02:18:22,Higher Studies,0
4849,2025-09-25 21:01:55,Better Offer,1
23079,2025-10-07 14:04:08,Higher Studies,0
15684,2024-02-13 20:02:29,Personal,0
35101,2023-11-26 07:52:10,Performance,0
9679,2021-03-06 06:21:43,Higher Studies,0
37993,2025-05-02 20:08:39,Personal,0
20960,2025-05-30 10:49:20,Better Offer,0
4162,2020-11-23 23:56:07,Better Offer,1
4893,2022-09-08 06:41:54,Better Offer,0
768,2019-10-06 03:28:52,Higher Studies,0
40031,2025-04-30 08:50:26,Better Offer,0
11248,2021-12-09 16:35:36,Personal,1
16018,2023-07-30 22:32:41,Better Offer,1
41112,2024-04-16 06:43:06,Higher Studies,0
35593,2022-01-03 07:23:05,Better Offer,1
7085,2021-08-22 10:54:36,Better Offer,0
19974,2023-12-06 12:18:53,Better Offer,1
24580,2022-04-29 14:55:00,Relocation,0
1632,2023-10-15 02:22:28,Personal,0
26785,2020-09-15 07:27:31,Better Offer,0
1736,2025-08-01 01:59:02,Personal,0
25423,2023-07-27 02:28:42,Higher Studies,0
29244,2023-11-19 13:31:47,Performance,1
39546,2024-07-05 20:25:37,Better Offer,0
1745,2022-04-19 12:09:58,Better Offer,0
35030,2025-08-14 17:16:11,Better Offer,0
41975,2022-06-17 16:26:59,Better Offer,0
18489,2025-06-05 03:29:13,Better Offer,0
33960,2022-12-18 04:55:53,Relocation,1
33283,2021-02-23 01:33:02,Performance,1
26203,2019-07-21 12:09:00,Better Offer,0
3603,2025-03-26 19:18:35,Performance,0
33596,2023-03-24 07:50:50,Better Offer,0
3371,2022-09-16 07:13:55,Personal,0
6417,2020-01-11 08:47:49,Personal,0
28626,2022-05-30 04:36:16,Better Offer,0
16410,2023-07-02 14:52:24,Better Offer,0
21277,2025-10-27 01:03:44,Relocation,0
26348,2025-09-03 18:16:49,Performance,0
16722,2022-08-09 04:51:55,Higher Studies,0
7262,2020-09-07 15:12:57,Health,0
6592,2020-05-27 04:20:08,Better Offer,0
29299,2022-12-14 00:32:03,Better Offer,1
42145,2020-08-02 15:34:35,Relocation,0
28482,2020-07-18 12:08:26,Better Offer,1
23568,2023-07-18 18:24:06,Better Offer,0
8676,2020-05-09 12:50:15,Personal,0
7351,2022-08-06 20:48:03,Higher Studies,1
23205,2020-12-12 19:01:53,Performance,0
35525,2019-08-15 02:50:46,Performance,0
38106,2025-03-02 21:12:54,Better Offer,0
38131,2024-12-25 03:23:13,Better Offer,0
29957,2025-08-29 00:54:51,Health,0
19644,2024-10-30 19:59:54,Relocation,0
9363,2024-09-18 00:51:16,Higher Studies,0
35520,2020-06-07 09:21:59,Better Offer,1
31021,2022-02-16 06:49:59,Health,0
31968,2020-11-11 00:12:13,Health,1
29968,2021-04-20 03:58:12,Better Offer,0
5329,2022-02-11 07:20:02,Better Offer,0
33855,2020-02-09 01:19:20,Better Offer,0
33397,2023-08-11 14:10:53,Better Offer,0
19278,2020-08-31 21:10:52,Higher Studies,0
35570,2021-03-05 03:56:41,Better Offer,0
39588,2023-02-12 05:55:07,Better Offer,1
17380,2022-02-28 20:55:56,Performance,0
554,2025-03-06 00:04:51,Performance,0
5971,2025-07-07 18:41:37,Personal,0
30132,2021-01-29 23:52:51,Better Offer,1
2415,2023-11-03 20:46:14,Personal,0
42910,2023-02-01 03:26:08,Better Offer,0
42902,2022-07-28 13:22:05,Better Offer,0
5061,2024-10-18 12:18:54,Personal,0
260,2021-01-03 22:42:59,Health,0
42252,2023-12-05 04:04:40,Better Offer,0
29735,2023-05-08 21:18:28,Relocation,1
15048,2025-05-08 13:17:20,Performance,0
34160,2020-06-28 04:06:17,Personal,1
3847,2020-08-18 00:28:34,Higher Studies,0
7703,2021-02-05 09:27:22,Performance,0
6831,2022-09-11 17:03:06,Relocation,1
22041,2022-10-03 23:34:57,Better Offer,0
1906,2023-02-21 00:34:20,Better Offer,1
13353,2024-05-11 12:30:49,Better Offer,1
21043,2021-11-19 11:39:59,Better Offer,0
38610,2021-09-12 17:04:16,Higher Studies,0
27664,2024-04-25 14:09:29,Better Offer,1
42132,2023-04-08 09:27:36,Better Offer,0
17045,2023-07-31 13:58:06,Higher Studies,0
15118,2020-02-03 10:13:53,Relocation,0
41338,2020-01-10 18:57:19,Higher Studies,0
26419,2024-06-26 03:13:28,Better Offer,0
26833,2025-10-16 20:11:26,Better Offer,0
41328,2023-04-10 09:23:35,Better Offer,0
22152,2019-09-16 16:08:24,Higher Studies,0
7660,2021-02-13 17:52:32,Better Offer,0
17282,2023-01-16 11:03:41,Better Offer,1
20005,2023-05-02 09:41:13,Better Offer,0
3096,2020-03-19 01:02:50,Health,0
22705,2024-12-17 12:05:40,Better Offer,0
28066,2024-04-09 10:42:05,Relocation,1
22206,2020-05-26 13:10:54,Better Offer,0
5672,2025-06-12 15:42:20,Higher Studies,0
30055,2020-01-03 20:27:26,Health,0
5673,2022-02-26 07:46:05,Better Offer,1
40775,2020-11-01 00:24:26,Better Offer,0
1142,2020-01-26 22:08:10,Personal,1
36592,2021-06-15 23:57:23,Better Offer,1
1801,2022-12-24 11:43:42,Better Offer,0
15717,2024-11-06 10:20:17,Health,0
35138,2024-10-21 16:15:04,Better Offer,1
11751,2019-11-09 20:08:43,Relocation,1
658,2021-02-17 08:18:37,Better Offer,0
14983,2025-07-18 19:35:26,Better Offer,0
33688,2024-02-02 04:56:10,Better Offer,0
16534,2022-12-14 21:50:06,Better Offer,0
23051,2020-07-26 14:23:40,Better Offer,1
2771,2019-12-22 18:39:55,Personal,0
28581,2024-11-03 08:22:46,Performance,0
33944,2025-06-17 16:44:43,Better Offer,0
24251,2024-01-07 22:33:45,Health,0
341,2024-09-04 00:08:16,Performance,0
10178,2022-11-13 19:20:22,Relocation,0
830,2020-11-13 07:24:08,Personal,1
32661,2025-02-18 12:45:07,Personal,0
9883,2025-04-03 10:50:10,Better Offer,1
27956,2021-07-13 11:50:50,Health,0
4523,2021-09-09 04:40:05,Performance,0
21768,2022-11-05 20:26:46,Better Offer,0
4748,2024-06-19 05:07:19,Higher Studies,0
4561,2019-11-19 05:43:33,Personal,1
26469,2025-02-02 18:15:14,Relocation,0
29233,2024-11-02 12:10:02,Better Offer,1
32759,2022-09-03 03:38:14,Personal,0
39885,2022-05-07 09:57:19,Personal,0
20452,2023-07-16 15:52:16,Better Offer,0
2012,2025-05-10 07:35:21,Better Offer,0
169,2023-01-08 12:08:16,Better Offer,0
36372,2019-09-02 12:45:48,Health,1
3508,2024-01-08 07:42:50,Better Offer,1
9301,2021-09-11 16:43:38,Performance,0
7474,2020-12-27 07:23:13,Personal,0
28239,2021-04-04 11:00:09,Relocation,1
33671,2024-01-03 17:21:52,Better Offer,0
17731,2020-03-28 14:15:08,Better Offer,0
39113,2021-09-28 13:01:45,Better Offer,0
31439,2020-10-01 21:00:38,Personal,1
33243,2022-06-27 11:47:40,Performance,0
42852,2022-12-16 11:51:47,Performance,0
37906,2019-08-05 02:23:13,Performance,1
27116,2022-05-20 15:21:20,Higher Studies,0
32141,2021-06-14 03:38:34,Better Offer,0
10412,2019-11-08 15:29:40,Relocation,0
11986,2025-02-14 20:40:21,Higher Studies,0
10026,2020-02-09 13:16:10,Better Offer,0
41472,2023-02-05 15:30:06,Personal,1
5441,2022-08-20 10:15:58,Health,0
36838,2020-06-30 19:15:36,Better Offer,0
37946,2024-08-27 18:12:28,Better Offer,0
22593,2025-10-12 05:50:36,Performance,0
23590,2021-12-28 15:40:57,Better Offer,0
32376,2025-01-05 21:00:30,Better Offer,1
17729,2020-05-21 08:28:51,Higher Studies,1
29822,2025-09-24 18:36:49,Performance,0
2249,2021-10-25 20:30:39,Better Offer,1
3237,2021-07-04 22:30:05,Relocation,0
14100,2020-12-15 12:47:14,Personal,0
40626,2020-11-21 00:03:20,Better Offer,0
24884,2019-10-18 19:28:21,Health,0
13890,2024-10-24 16:16:44,Better Offer,0
13621,2021-07-21 06:20:36,Personal,0
5379,2022-09-06 22:36:52,Personal,1
10630,2021-10-04 19:17:42,Better Offer,0
22707,2023-12-10 00:36:39,Relocation,0
33878,2020-05-06 13:20:09,Better Offer,0
38545,2024-06-23 21:29:26,Relocation,0
36167,2020-11-22 03:48:50,Performance,0
5778,2021-03-05 06:41:26,Relocation,0
33240,2024-08-04 09:18:37,Personal,0
4407,2021-03-20 10:49:21,Better Offer,0
11558,2020-10-14 17:34:49,Personal,0
30412,2025-08-22 00:09:41,Health,0
30702,2025-10-27 09:05:32,Better Offer,0
32825,2024-09-03 04:04:23,Personal,0
36154,2021-09-09 01:11:02,Performance,1
4409,2021-03-04 06:58:13,Personal,0
27371,2022-12-21 11:13:00,Better Offer,0
26313,2024-05-31 20:23:58,Better Offer,0
27189,2019-07-29 12:15:42,Better Offer,0
15703,2022-04-22 14:48:57,Better Offer,0
23980,2021-05-03 11:16:53,Health,0
33986,2019-09-20 19:22:04,Personal,0
14263,2019-10-27 05:34:01,Performance,0
20163,2020-07-07 09:08:19,Performance,0
14822,2023-09-15 07:19:41,Better Offer,0
26380,2020-08-01 12:18:53,Relocation,1
19533,2021-03-13 14:24:03,Performance,0
16587,2020-08-29 09:23:00,Better Offer,0
34873,2023-02-05 10:03:00,Personal,0
21850,2022-01-18 23:15:11,Higher Studies,0
35104,2022-02-15 15:59:35,Better Offer,0
37185,2025-10-17 06:47:36,Relocation,0
42127,2019-08-03 13:16:55,Better Offer,0
42327,2019-08-08 06:45:17,Higher Studies,1
27200,2019-11-02 14:34:54,Better Offer,0
1667,2020-03-16 12:23:51,Better Offer,0
13532,2022-03-04 05:58:49,Relocation,1
25912,2024-01-23 02:33:05,Relocation,0
9893,2023-06-22 18:30:06,Better Offer,1
32174,2019-12-09 12:41:12,Better Offer,0
37878,2020-07-16 22:47:26,Relocation,0
17867,2019-09-13 17:46:23,Better Offer,0
39971,2025-01-21 03:25:03,Better Offer,0
34982,2020-09-09 22:55:48,Better Offer,1
21061,2019-12-23 11:40:06,Better Offer,0
23139,2023-01-02 13:30:24,Relocation,0
30100,2020-11-03 21:04:15,Better Offer,0
18798,2022-08-27 08:51:34,Performance,0
30049,2022-04-23 14:47:26,Personal,1
7129,2023-01-04 09:14:26,Better Offer,0
456,2025-05-16 22:06:53,Better Offer,0
33302,2019-11-23 10:32:55,Better Offer,0
21841,2021-09-03 09:40:46,Better Offer,0
28224,2024-01-29 22:52:13,Higher Studies,0
21909,2019-12-12 05:30:18,Higher Studies,0
3459,2021-05-15 23:21:00,Relocation,0
33643,2022-07-16 02:05:14,Higher Studies,0
17675,2023-04-16 14:17:37,Personal,0
4976,2025-01-20 01:16:44,Higher Studies,0
7533,2023-02-16 07:28:54,Better Offer,1
9574,2024-07-15 14:46:41,Better Offer,0
32705,2024-10-18 08:43:25,Relocation,1
12378,2020-01-21 04:42:45,Better Offer,0
17481,2023-04-15 17:46:15,Health,1
12468,2024-10-26 03:19:02,Better Offer,0
36758,2024-07-08 10:23:56,Health,0
30488,2019-12-31 03:00:34,Better Offer,0
21311,2023-02-02 20:04:29,Better Offer,1
17322,2020-02-06 08:26:01,Higher Studies,0
35721,2022-07-03 17:12:55,Performance,0
21988,2024-03-13 08:44:38,Better Offer,0
20393,2020-10-07 19:03:49,Performance,0
19241,2024-09-01 22:31:22,Better Offer,0
23716,2022-12-06 18:40:20,Better Offer,0
39581,2021-03-10 04:15:49,Personal,1
13776,2020-09-14 05:46:50,Performance,1
11004,2021-10-22 19:17:31,Better Offer,1
9645,2022-04-04 06:00:14,Performance,0
24234,2020-05-22 21:39:35,Performance,0
42251,2021-04-23 00:50:50,Better Offer,1
31129,2022-12-13 08:18:58,Performance,1
30011,2021-02-17 21:33:59,Relocation,0
32363,2024-04-29 17:13:47,Better Offer,0
7573,2019-10-22 00:46:03,Better Offer,0
13309,2024-10-02 22:05:49,Relocation,0
25970,2023-11-25 07:26:26,Better Offer,0
7818,2024-11-25 18:30:56,Better Offer,0
25993,2024-10-23 14:38:10,Relocation,0
16471,2020-11-06 13:28:27,Performance,1
23120,2024-10-20 04:04:00,Better Offer,0
13807,2020-08-10 07:41:35,Health,0
22994,2022-04-25 00:16:07,Relocation,1
41165,2020-06-07 10:56:06,Performance,0
17070,2021-03-28 19:35:27,Better Offer,1
35568,2021-01-12 14:55:37,Relocation,0
38467,2021-07-12 05:26:47,Personal,1
28540,2020-03-22 08:39:59,Better Offer,1
27658,2025-01-11 18:32:15,Personal,1
15565,2021-01-23 18:39:07,Performance,0
16000,2023-03-21 21:04:20,Better Offer,0
8288,2021-05-10 07:01:43,Higher Studies,0
25981,2025-05-05 01:50:03,Better Offer,0
2378,2023-10-09 16:57:48,Better Offer,0
24615,2021-03-17 06:18:26,Better Offer,1
13834,2022-05-18 06:21:13,Better Offer,0
30989,2019-09-09 17:03:21,Better Offer,0
29695,2025-01-12 01:18:36,Health,0
18544,2021-12-23 07:30:36,Performance,0
14752,2020-05-23 03:40:05,Performance,0
27410,2020-08-23 21:11:23,Performance,0
33791,2020-07-21 00:32:07,Performance,1
9519,2019-12-24 23:08:51,Relocation,0
31200,2023-01-16 09:38:41,Personal,0
24091,2025-05-22 05:34:03,Personal,0
37921,2022-08-14 17:17:54,Performance,0
15292,2020-01-20 03:48:35,Better Offer,1
13529,2023-11-10 17:23:49,Health,0
31348,2023-12-18 16:14:09,Better Offer,0
2115,2021-09-03 02:13:36,Performance,1
17509,2024-01-13 01:59:32,Performance,0
9410,2020-02-26 21:26:44,Higher Studies,0
27726,2023-11-02 14:06:35,Better Offer,0
1197,2023-10-04 21:08:16,Performance,0
38453,2021-05-28 07:24:21,Personal,0
9966,2020-04-03 11:41:30,Performance,0
26271,2024-10-20 07:12:20,Personal,1
29339,2024-07-28 22:06:04,Better Offer,1
2813,2023-01-16 00:26:57,Personal,0
43057,2024-07-05 09:20:10,Personal,0
1680,2023-08-14 21:22:31,Relocation,0
25555,2022-03-02 11:13:38,Higher Studies,1
22735,2021-09-25 08:49:45,Personal,0
11243,2023-09-06 19:46:48,Relocation,0
5470,2021-03-10 19:09:10,Personal,1
20681,2025-04-13 18:30:28,Better Offer,1
8417,2023-11-09 19:55:15,Higher Studies,0
4259,2022-06-04 00:14:31,Higher Studies,1
32426,2024-10-28 00:29:36,Performance,0
4171,2020-10-05 22:31:53,Relocation,0
12519,2021-10-17 20:52:43,Better Offer,0
19859,2021-03-13 00:28:51,Performance,0
30586,2021-03-22 23:52:57,Better Offer,0
2048,2021-02-08 05:33:09,Relocation,0
21262,2023-11-15 10:44:06,Personal,0
41828,2019-07-17 18:57:51,Performance,0
36927,2023-07-15 03:16:15,Health,0
41232,2025-01-15 02:28:20,Better Offer,1
42855,2019-12-10 09:47:26,Better Offer,0
2487,2020-12-01 20:04:11,Better Offer,0
26165,2025-10-06 07:54:21,Better Offer,0
27282,2022-06-19 06:55:40,Personal,0
23060,2022-08-06 05:14:30,Better Offer,0
29313,2020-03-11 08:46:58,Better Offer,0
15638,2024-06-20 16:13:58,Personal,0
4770,2023-04-01 11:14:15,Better Offer,0
35233,2022-03-21 12:45:39,Personal,0
6901,2020-11-06 15:15:30,Relocation,1
34866,2022-03-22 09:10:31,Better Offer,0
8817,2024-01-28 11:59:35,Better Offer,1
6671,2023-03-22 23:04:32,Higher Studies,1
17646,2020-04-12 17:45:45,Higher Studies,0
17892,2023-08-12 17:48:58,Performance,0
37425,2022-03-26 11:50:32,Personal,0
12710,2022-12-26 12:09:19,Better Offer,1
33433,2022-10-13 04:31:11,Relocation,0
16570,2021-09-12 13:21:47,Personal,0
36403,2024-07-10 01:18:03,Performance,1
17051,2024-09-28 14:19:24,Higher Studies,1
41795,2020-06-03 18:16:07,Higher Studies,1
23409,2021-09-05 06:54:51,Better Offer,0
32580,2019-10-01 04:04:41,Performance,0
18851,2019-12-03 22:36:32,Better Offer,1
23351,2021-03-15 07:58:05,Better Offer,1
5721,2025-06-21 12:12:43,Relocation,0
5079,2020-12-22 23:36:06,Higher Studies,1
15709,2022-08-04 17:57:02,Better Offer,0
28552,2021-07-16 14:49:57,Health,1
39287,2021-01-14 20:41:23,Performance,0
14251,2023-01-15 16:31:59,Better Offer,0
36634,2019-12-22 16:16:43,Better Offer,0
22589,2023-02-08 11:44:45,Personal,0
16120,2024-05-11 23:56:25,Higher Studies,1
7510,2024-04-05 01:07:54,Better Offer,1
2411,2019-09-02 18:31:20,Better Offer,1
37761,2022-09-08 18:23:03,Performance,0
21091,2023-09-14 11:25:42,Better Offer,0
8559,2023-10-11 19:38:51,Relocation,0
2519,2019-10-08 11:49:23,Higher Studies,0
27205,2023-09-18 06:48:31,Better Offer,0
3305,2024-03-17 16:50:27,Performance,0
694,2024-02-10 11:05:42,Health,0
25697,2020-02-18 10:22:09,Better Offer,0
36700,2023-07-23 14:37:21,Higher Studies,0
23754,2021-01-07 05:17:25,Health,1
5998,2024-03-23 01:09:12,Relocation,0
32498,2025-05-25 15:32:55,Better Offer,1
32793,2023-06-06 11:27:25,Better Offer,0
1758,2023-07-14 06:58:30,Better Offer,0
16430,2022-06-13 13:47:01,Performance,0
36245,2020-06-26 09:10:02,Health,0
13307,2020-08-28 20:38:37,Relocation,0
27032,2022-02-19 01:32:21,Higher Studies,0
23278,2023-10-25 23:46:50,Performance,0
29876,2024-12-29 11:53:36,Better Offer,0
6142,2022-10-16 00:05:38,Personal,0
15367,2023-02-28 05:26:32,Higher Studies,1
4747,2020-10-26 20:09:11,Health,0
28706,2022-10-29 14:16:15,Higher Studies,0
18433,2022-06-15 15:30:15,Personal,1
37003,2023-04-25 12:37:31,Relocation,1
12807,2025-09-19 13:07:46,Better Offer,0
11793,2025-05-28 17:34:33,Health,1
12905,2023-03-10 04:31:48,Better Offer,0
29838,2023-07-11 16:52:03,Higher Studies,1
27917,2023-07-01 23:04:13,Higher Studies,0
21956,2021-01-09 04:03:00,Higher Studies,1
15522,2022-11-24 10:47:52,Performance,0
31548,2024-01-15 22:26:37,Relocation,1
9576,2020-05-26 04:48:10,Relocation,0
7362,2023-03-14 01:51:25,Better Offer,0
27248,2020-07-11 08:57:50,Better Offer,0
3135,2024-05-10 03:29:03,Personal,0
9950,2021-02-24 05:33:05,Higher Studies,0
1855,2020-11-18 22:41:32,Better Offer,0
31654,2024-12-21 18:23:47,Performance,0
8051,2021-12-22 16:16:27,Performance,0
14326,2023-01-29 21:19:16,Relocation,0
5807,2021-05-16 04:34:04,Health,0
38108,2024-04-02 08:00:53,Better Offer,0
2995,2024-03-17 22:04:25,Personal,1
21173,2024-05-25 20:47:21,Better Offer,1
8725,2023-02-17 16:58:30,Better Offer,0
262,2021-06-13 16:54:19,Personal,1
828,2022-02-02 02:30:35,Relocation,0
11717,2025-09-16 03:56:51,Health,1
38594,2024-02-26 21:49:58,Higher Studies,1
16674,2022-11-08 02:36:43,Performance,0
31289,2023-05-22 20:23:21,Performance,1
16127,2020-12-17 00:34:19,Relocation,0
15349,2021-11-23 19:43:37,Personal,0
26135,2025-03-06 16:31:53,Relocation,0
7045,2023-04-14 06:34:24,Relocation,1
37891,2023-10-25 10:37:45,Relocation,0
11536,2024-08-17 18:37:59,Better Offer,0
7882,2022-09-07 03:47:11,Performance,0
40373,2025-09-28 20:43:34,Better Offer,1
2135,2019-07-11 18:23:04,Relocation,1
8995,2020-11-20 11:26:07,Better Offer,0
8083,2021-11-19 02:19:35,Performance,1
19296,2019-10-26 19:50:57,Better Offer,0
40159,2024-06-02 19:56:37,Better Offer,0
20847,2021-01-30 04:38:13,Better Offer,0
25194,2023-08-17 13:50:20,Better Offer,1
28583,2025-01-02 11:51:46,Better Offer,1
20020,2023-02-15 02:29:06,Better Offer,0
9780,2021-12-20 20:46:31,Better Offer,0
27182,2021-03-07 20:00:00,Higher Studies,0
31241,2020-12-02 00:39:38,Better Offer,0
17799,2022-11-13 13:09:38,Better Offer,0
38333,2022-11-07 13:25:34,Higher Studies,0
5449,2023-08-24 13:05:16,Performance,0
14340,2021-01-28 16:11:26,Better Offer,0
32818,2020-10-28 18:15:50,Better Offer,1
21296,2024-06-15 09:37:09,Better Offer,0
6723,2023-06-05 20:06:36,Relocation,0
30008,2020-11-23 10:49:34,Performance,0
30270,2019-07-06 09:29:15,Performance,0
9863,2024-08-19 07:49:31,Performance,0
43187,2022-05-01 20:37:10,Performance,0
15273,2021-05-20 20:46:11,Better Offer,1
10796,2022-11-13 02:37:05,Better Offer,0
30,2023-12-27 12:40:11,Better Offer,0
13562,2025-05-03 09:30:28,Better Offer,0
19101,2022-10-31 21:07:44,Personal,0
28446,2021-05-21 09:13:50,Performance,0
4238,2019-08-31 21:54:46,Performance,0
24231,2019-07-13 16:43:31,Personal,0
21950,2023-09-09 04:19:46,Better Offer,1
35377,2023-12-16 07:02:48,Personal,0
3598,2025-02-23 17:18:49,Health,0
37693,2021-08-25 12:52:11,Better Offer,1
35750,2023-05-02 17:03:58,Better Offer,0
27378,2021-11-20 06:14:43,Higher Studies,0
12261,2019-09-04 22:22:35,Better Offer,0
13349,2019-09-08 19:09:47,Personal,1
26703,2024-04-19 01:54:30,Better Offer,0
16547,2021-08-26 01:52:52,Higher Studies,0
28274,2023-09-25 14:58:17,Performance,0
11035,2024-04-07 07:14:15,Relocation,0
29538,2021-11-08 06:14:53,Better Offer,0
20836,2020-09-17 11:07:25,Better Offer,0
39318,2024-06-07 19:10:35,Performance,0
34613,2024-06-09 05:13:15,Personal,0
2547,2025-01-25 03:32:04,Performance,0
10212,2022-05-30 00:18:07,Higher Studies,0
37657,2020-02-18 07:30:24,Personal,0
25024,2020-03-15 02:15:47,Better Offer,0
20105,2025-07-03 03:56:18,Better Offer,0
41108,2023-05-21 20:23:54,Better Offer,0
34625,2023-01-24 21:32:09,Personal,0
13752,2019-09-22 07:03:43,Performance,0
41373,2024-01-26 04:07:10,Performance,0
37500,2024-04-11 18:56:44,Personal,0
23203,2020-10-31 05:24:23,Higher Studies,0
8194,2023-06-15 12:00:41,Performance,1
27148,2021-10-09 22:52:21,Relocation,0
8892,2020-02-01 00:19:37,Relocation,0
14092,2022-04-22 20:53:48,Higher Studies,1
23371,2025-02-27 20:03:38,Better Offer,1
21310,2020-10-02 10:30:51,Relocation,1
15080,2021-02-23 09:12:06,Performance,0
7025,2020-09-05 12:58:45,Performance,1
32909,2023-02-25 07:25:14,Health,0
23850,2022-10-15 19:28:20,Personal,1
26471,2024-12-10 19:52:51,Better Offer,0
35983,2020-08-08 14:52:28,Better Offer,0
26549,2021-10-23 19:17:12,Better Offer,0
36332,2019-09-15 04:34:24,Relocation,1
29531,2024-05-13 07:05:02,Performance,1
36452,2022-01-12 07:36:35,Higher Studies,0
37712,2024-02-29 08:34:31,Better Offer,0
14429,2019-07-29 03:15:11,Better Offer,0
21879,2020-05-21 18:32:28,Better Offer,0
16590,2022-09-18 03:12:39,Higher Studies,0
22437,2025-10-07 15:39:23,Better Offer,0
9483,2025-08-16 18:00:19,Better Offer,0
28348,2020-08-02 14:11:39,Relocation,0
5302,2020-04-08 14:27:57,Performance,0
35714,2025-08-18 11:39:28,Better Offer,0
23858,2022-01-21 10:11:35,Better Offer,0
15151,2020-07-16 13:51:38,Better Offer,0
25625,2022-09-20 04:29:34,Personal,0
32354,2022-03-20 09:16:09,Better Offer,0
34905,2024-11-12 08:59:21,Better Offer,1
31470,2020-07-23 08:43:04,Better Offer,1
17065,2024-10-13 16:42:00,Higher Studies,0
35214,2020-06-15 01:52:18,Better Offer,0
35000,2021-12-30 21:19:48,Personal,0
35944,2024-08-12 12:04:32,Relocation,0
5019,2020-12-24 17:53:52,Personal,0
7739,2022-09-23 18:52:37,Better Offer,1
11192,2023-07-14 05:51:57,Performance,1
3395,2020-11-26 10:40:49,Higher Studies,1
22417,2024-08-01 10:39:16,Better Offer,1
37801,2025-09-15 00:34:22,Better Offer,0
6594,2020-04-17 02:05:00,Better Offer,0
36501,2022-02-14 05:03:39,Better Offer,1
24928,2022-05-26 05:08:56,Personal,1
23128,2022-09-18 17:05:20,Better Offer,0
22165,2021-08-15 08:29:17,Better Offer,0
34442,2019-11-29 16:04:00,Performance,1
23683,2022-04-18 01:28:57,Performance,0
2326,2023-07-18 12:49:16,Better Offer,1
9072,2020-07-08 17:31:59,Performance,0
311,2022-04-23 09:48:19,Personal,1
25774,2022-09-14 23:29:19,Health,1
15733,2022-06-01 17:10:21,Better Offer,1
22296,2025-09-26 11:21:03,Performance,0
15115,2020-01-18 15:27:01,Performance,0
15183,2024-10-20 13:39:11,Better Offer,0
26280,2020-01-31 03:16:55,Better Offer,0
4574,2021-07-23 04:01:43,Relocation,0
2015,2020-12-03 19:39:58,Performance,0
15698,2020-09-15 15:26:24,Better Offer,0
15456,2020-09-20 14:37:56,Better Offer,0
32772,2023-08-12 05:21:41,Personal,0
42356,2024-04-03 10:22:01,Better Offer,1
