application_id,candidate_id,job_id,channel,application_date,resume_score
91996,3771,9584,LinkedIn,2020-08-30 06:53:13,91.3
252916,10370,8947,LinkedIn,2020-08-30 07:01:46,55.02
217205,3336,1446,Campus,2020-08-30 07:17:54,28.25
33648,9148,2600,LinkedIn,2020-08-30 07:28:45,76.02
235865,60183,1552,LinkedIn,2020-08-30 07:40:16,5.04
388883,32227,276,Campus,2020-08-30 07:42:25,79.72
71224,18127,6421,LinkedIn,2020-08-30 07:47:52,2.27
6005,32412,9776,LinkedIn,2020-08-30 07:51:28,56.57
379936,46469,1295,LinkedIn,2020-08-30 07:51:54,9.52
218858,15853,3651,LinkedIn,2020-08-30 07:58:33,79.31
180385,24220,1872,Naukri,2020-08-30 08:00:14,73.69
53235,4214,8774,Naukri,2020-08-30 08:35:48,42.45
10825,29447,4465,Naukri,2020-08-30 08:43:07,27.54
344269,86191,2671,Company Site,2020-08-30 08:51:40,90.74
226036,2526,3039,LinkedIn,2020-08-30 08:56:43,33.46
170724,85286,8766,Agency,2020-08-30 09:00:42,67.42
91080,90616,9420,Naukri,2020-08-30 09:07:00,73.52
250897,50281,5609,LinkedIn,2020-08-30 09:07:28,33.36
181809,2723,9339,LinkedIn,2020-08-30 09:44:14,47.47
207658,11105,8536,LinkedIn,2020-08-30 10:03:26,92.24
142961,92858,4765,LinkedIn,2020-08-30 10:08:31,37.93
106680,60848,854,Indeed,2020-08-30 10:08:55,38.97
343578,39349,8839,Naukri,2020-08-30 10:13:40,0.62
322475,59889,6924,LinkedIn,2020-08-30 10:22:58,75.96
239853,17974,64,Kaggle,2020-08-30 10:27:33,4.58
191801,30481,6075,Indeed,2020-08-30 10:33:39,1.75
375548,13353,2696,LinkedIn,2020-08-30 10:39:00,24.63
202675,78246,3680,Campus,2020-08-30 11:03:06,89.37
909,33354,7223,Naukri,2020-08-30 11:08:37,89.82
27569,49304,8529,Naukri,2020-08-30 11:24:18,13.72
302454,96020,8462,Naukri,2020-08-30 11:26:00,92.29
242441,81222,7579,Campus,2020-08-30 11:33:22,93.19
345833,66021,5583,LinkedIn,2020-08-30 11:42:59,1.2
151271,95536,9282,LinkedIn,2020-08-30 11:43:42,27.33
148632,67997,6981,Agency,2020-08-30 11:52:05,2.97
72385,7845,1329,Indeed,2020-08-30 12:10:08,74.12
257868,24454,370,LinkedIn,2020-08-30 12:23:26,10.27
296619,75876,7741,Indeed,2020-08-30 12:34:37,88.75
76331,99336,4794,LinkedIn,2020-08-30 12:49:28,22.98
391543,51726,8342,LinkedIn,2020-08-30 12:49:45,99.48
37600,71439,7869,LinkedIn,2020-08-30 13:01:07,37.61
142935,41226,7438,LinkedIn,2020-08-30 13:02:42,58.35
168373,46494,2663,Referral,2020-08-30 13:06:57,32.55
306632,85654,4942,Naukri,2020-08-30 13:20:14,24.29
168516,22151,5249,Naukri,2020-08-30 13:27:00,99.92
140566,3402,8787,Naukri,2020-08-30 13:32:31,53.64
133984,84402,7550,Naukri,2020-08-30 13:42:55,15.04
291256,20617,9657,LinkedIn,2020-08-30 13:50:34,45.98
156091,99624,8828,LinkedIn,2020-08-30 13:57:23,48.48
381953,23777,5914,LinkedIn,2020-08-30 14:05:45,31.75
192227,6402,150,LinkedIn,2020-08-30 14:10:48,5.73
95801,775,1533,LinkedIn,2020-08-30 14:14:45,82.76
366311,67969,6066,LinkedIn,2020-08-30 14:29:57,69.83
153681,53174,3261,Referral,2020-08-30 14:48:12,67.03
283273,25540,6533,Naukri,2020-08-30 14:53:57,61.53
311175,3169,4145,LinkedIn,2020-08-30 14:56:24,50.66
133822,34597,6853,LinkedIn,2020-08-30 14:58:06,79.93
362243,37998,8176,Referral,2020-08-30 15:03:10,68.25
216198,26045,2265,LinkedIn,2020-08-30 15:25:16,76.89
294616,42183,2180,Indeed,2020-08-30 15:35:58,98.6
48410,41592,8803,Company Site,2020-08-30 15:52:54,70.03
111650,6437,1167,Naukri,2020-08-30 16:27:47,39.42
136809,39071,2963,Referral,2020-08-30 16:30:46,89.66
7818,91535,9357,Referral,2020-08-30 17:00:20,27.37
47248,92448,9458,Indeed,2020-08-30 17:07:26,55.37
195229,49490,3537,Naukri,2020-08-30 17:16:00,59.24
282953,49974,5566,Indeed,2020-08-30 17:16:09,73.3
371626,51911,7017,Company Site,2020-08-30 17:23:27,69.69
175884,71769,5525,Naukri,2020-08-30 17:36:49,8.78
121478,40089,6464,Naukri,2020-08-30 17:45:07,66.98
121970,87907,1403,Campus,2020-08-30 17:47:35,33.23
272123,93279,9126,Naukri,2020-08-30 17:54:12,9.86
79695,89171,4235,Naukri,2020-08-30 17:55:50,33.11
43485,59333,9404,LinkedIn,2020-08-30 18:09:24,1.72
267085,76931,9011,Campus,2020-08-30 18:15:52,38.85
258887,99186,7230,Company Site,2020-08-30 18:17:11,11.17
340189,20280,2376,Referral,2020-08-30 18:25:53,29.04
225103,5598,2655,Referral,2020-08-30 18:29:23,20.32
55451,29860,828,LinkedIn,2020-08-30 18:35:10,92.05
71295,25920,6441,LinkedIn,2020-08-30 18:48:47,69.61
386957,80949,9352,Referral,2020-08-30 19:03:50,66.79
71703,57146,5703,Naukri,2020-08-30 19:19:04,24.51
219854,40231,825,Indeed,2020-08-30 19:20:23,52.16
157585,46653,9863,Company Site,2020-08-30 19:24:31,62.91
203490,13645,9941,Naukri,2020-08-30 19:38:43,11.27
136053,41312,3331,Referral,2020-08-30 19:41:55,80.61
20383,11703,6637,LinkedIn,2020-08-30 19:45:14,91.6
338951,81885,1293,LinkedIn,2020-08-30 19:47:41,65.94
294244,20811,7136,Indeed,2020-08-30 20:04:10,50.81
338255,50724,2795,Indeed,2020-08-30 20:11:05,86.07
183181,53888,6643,LinkedIn,2020-08-30 20:37:27,40.37
35358,2564,2312,LinkedIn,2020-08-30 20:41:41,32.59
374810,34665,2984,Indeed,2020-08-30 20:55:59,17.19
202466,97990,1192,Naukri,2020-08-30 21:08:21,5.08
333402,56617,4733,Indeed,2020-08-30 21:08:32,35.61
394540,93072,7131,Indeed,2020-08-30 21:13:05,50.21
277161,31809,6656,Indeed,2020-08-30 21:14:28,43.05
149981,26867,2372,Naukri,2020-08-30 21:19:14,3.07
42990,47187,6794,Agency,2020-08-30 21:52:15,57.28
68355,83626,818,Naukri,2020-08-30 21:54:54,62.13
290952,36541,3111,Referral,2020-08-30 21:57:31,55.02
71720,42103,6420,Company Site,2020-08-30 21:58:38,99.26
48195,9546,5212,Indeed,2020-08-30 22:08:24,95.17
159259,62884,7418,LinkedIn,2020-08-30 22:08:48,59.68
210275,44571,9121,Naukri,2020-08-30 22:22:44,50.78
58758,90874,4661,Twitter,2020-08-30 22:34:41,88.31
105978,37720,9947,Referral,2020-08-30 22:37:15,24.23
94697,73020,7142,Indeed,2020-08-30 22:55:24,44.22
264598,56849,6452,Referral,2020-08-30 23:05:25,25.29
198951,31423,4769,Indeed,2020-08-30 23:05:32,13.9
78719,43210,1278,Indeed,2020-08-30 23:05:35,1.53
337955,80771,1791,Referral,2020-08-30 23:14:38,29.92
238979,44467,7195,Campus,2020-08-30 23:22:55,20.13
90927,90882,457,LinkedIn,2020-08-30 23:40:58,35.75
73108,42709,5933,Indeed,2020-08-30 23:43:31,46.08
64052,32850,2778,LinkedIn,2020-08-30 23:45:17,32.37
205065,16929,7450,Campus,2020-08-30 23:56:36,15.74
219120,4137,6029,Indeed,2020-08-31 00:02:08,57.02
211171,78985,4565,LinkedIn,2020-08-31 00:04:52,85.03
386466,16286,5187,LinkedIn,2020-08-31 00:16:56,15.8
32403,95256,2282,LinkedIn,2020-08-31 00:40:17,83.23
212322,27373,1659,LinkedIn,2020-08-31 00:46:47,75.85
256162,64303,20,Company Site,2020-08-31 00:48:18,79.61
230620,3431,6663,LinkedIn,2020-08-31 00:59:50,87.73
87499,64246,4949,LinkedIn,2020-08-31 01:15:20,60.97
340877,65160,545,Naukri,2020-08-31 01:15:40,87.04
320628,54790,95,LinkedIn,2020-08-31 01:34:44,19.42
117471,86341,739,Referral,2020-08-31 01:42:02,26.14
375332,17348,7674,LinkedIn,2020-08-31 01:54:36,1.78
275431,77015,3819,Agency,2020-08-31 01:56:52,93.56
256536,31707,5887,LinkedIn,2020-08-31 02:00:08,58.21
97042,17674,674,LinkedIn,2020-08-31 02:19:06,10.22
274429,13821,4607,Referral,2020-08-31 02:19:55,55.81
309424,52782,9170,LinkedIn,2020-08-31 02:24:54,50.59
165792,78945,3420,LinkedIn,2020-08-31 02:26:55,65.21
390634,80954,1402,Indeed,2020-08-31 02:28:06,5.11
361969,46426,5218,Naukri,2020-08-31 02:50:29,92.48
17334,66527,6070,Indeed,2020-08-31 02:57:55,68.62
135139,97169,3400,Naukri,2020-08-31 03:06:07,25.46
382055,27401,1019,Referral,2020-08-31 03:23:38,40.66
173325,56269,9088,Referral,2020-08-31 03:27:22,32.05
359130,72534,6478,LinkedIn,2020-08-31 03:29:28,78.53
361389,65380,4861,Naukri,2020-08-31 03:41:42,15.88
297760,290,7238,Campus,2020-08-31 03:50:54,63.09
38684,17368,3710,Naukri,2020-08-31 03:54:34,8.05
365039,97529,1763,LinkedIn,2020-08-31 03:55:05,91.49
36811,88561,7898,Kaggle,2020-08-31 03:57:46,33.68
274306,76249,4179,LinkedIn,2020-08-31 03:58:25,52.16
325801,89347,5812,Agency,2020-08-31 04:02:54,57.24
322528,50340,7602,Naukri,2020-08-31 04:21:27,27.16
214986,41950,8060,Campus,2020-08-31 04:30:44,78.8
352165,80772,5805,Naukri,2020-08-31 04:55:49,50.55
16580,65624,2198,Indeed,2020-08-31 05:14:35,76.83
223921,31606,2011,Agency,2020-08-31 05:15:19,97.98
392776,55843,5005,Indeed,2020-08-31 05:18:45,56.29
486,10852,8392,Agency,2020-08-31 05:46:11,82.27
349976,52427,7973,Referral,2020-08-31 05:59:16,51.13
233857,79181,5699,LinkedIn,2020-08-31 06:10:32,26.65
370391,54592,5620,Agency,2020-08-31 06:11:44,21.89
371651,13675,4208,Company Site,2020-08-31 06:35:16,1.22
209778,8240,7854,LinkedIn,2020-08-31 06:35:30,78.08
380129,89702,1187,Indeed,2020-08-31 06:39:20,19.84
328722,30640,7153,Twitter,2020-08-31 06:53:12,75.33
232023,65648,4838,LinkedIn,2020-08-31 06:54:14,59.95
272459,79954,8,LinkedIn,2020-08-31 06:57:30,45.2
183050,75462,7031,LinkedIn,2020-08-31 07:01:16,46.0
12885,9334,6344,LinkedIn,2020-08-31 07:02:48,48.99
199582,35701,7085,LinkedIn,2020-08-31 07:18:25,0.52
154140,26215,123,Indeed,2020-08-31 07:24:05,97.12
255928,27312,1019,Naukri,2020-08-31 07:25:44,41.72
393804,29984,2329,Indeed,2020-08-31 07:26:23,41.08
201389,96807,4995,Campus,2020-08-31 07:33:07,93.45
109575,67553,2001,LinkedIn,2020-08-31 07:41:15,65.79
276635,65793,4558,Naukri,2020-08-31 07:42:24,92.09
226547,57338,7631,Naukri,2020-08-31 07:51:07,2.79
118264,98221,1780,LinkedIn,2020-08-31 07:52:26,40.29
194028,88984,1419,LinkedIn,2020-08-31 07:55:38,80.81
234612,64484,3870,LinkedIn,2020-08-31 07:57:45,42.56
281377,26259,767,Indeed,2020-08-31 07:59:31,57.18
342765,86537,5852,Referral,2020-08-31 08:11:09,88.24
223729,24910,571,Indeed,2020-08-31 08:14:37,33.3
88768,36321,3719,Naukri,2020-08-31 08:19:14,46.52
339204,75494,7457,Naukri,2020-08-31 08:27:39,44.88
169951,77179,7099,Indeed,2020-08-31 08:29:17,3.65
384852,8070,499,Indeed,2020-08-31 08:58:47,68.32
105266,9959,9620,Referral,2020-08-31 09:01:40,36.97
144857,87927,3090,Naukri,2020-08-31 09:27:14,94.81
48401,16369,9288,Company Site,2020-08-31 09:32:51,14.87
98785,51583,2403,Naukri,2020-08-31 09:35:21,3.84
55892,87806,1953,Referral,2020-08-31 09:42:28,31.23
18087,43458,5150,Naukri,2020-08-31 09:52:21,83.08
26134,47350,3063,Indeed,2020-08-31 09:53:28,0.17
382480,8332,7312,Naukri,2020-08-31 10:05:14,93.97
162087,74422,2378,Campus,2020-08-31 10:38:06,3.9
263478,59728,6151,LinkedIn,2020-08-31 10:38:49,2.1
122145,74539,5044,Referral,2020-08-31 10:42:24,82.24
21728,28574,6780,LinkedIn,2020-08-31 10:47:45,92.48
1201,95174,5699,Agency,2020-08-31 10:48:46,33.41
276868,69716,5133,Naukri,2020-08-31 10:50:00,69.7
231172,39203,3677,Indeed,2020-08-31 10:52:16,43.71
255720,59663,9309,LinkedIn,2020-08-31 11:08:04,35.76
373982,47452,6697,LinkedIn,2020-08-31 11:21:06,92.54
97807,70022,3213,Indeed,2020-08-31 11:36:19,92.6
280041,7612,635,LinkedIn,2020-08-31 11:57:44,93.79
249028,50515,9683,Naukri,2020-08-31 11:59:49,28.71
79850,14849,9584,Naukri,2020-08-31 12:03:38,81.6
100670,47606,8783,Kaggle,2020-08-31 12:28:30,24.85
12759,54968,4664,LinkedIn,2020-08-31 12:57:22,75.26
136488,38855,2720,Indeed,2020-08-31 13:18:17,14.52
214595,91888,3402,Indeed,2020-08-31 13:47:10,38.57
98831,40000,9386,LinkedIn,2020-08-31 14:16:00,31.1
201160,97555,102,Indeed,2020-08-31 14:22:01,50.31
132130,21539,385,Naukri,2020-08-31 14:28:51,39.01
313299,10556,3248,Indeed,2020-08-31 14:29:05,63.1
250888,86472,5017,Twitter,2020-08-31 14:31:58,47.45
296436,38261,467,Referral,2020-08-31 14:36:49,87.27
18632,44400,5733,LinkedIn,2020-08-31 14:48:21,81.17
382909,2102,5082,Indeed,2020-08-31 14:51:26,7.16
182724,25394,4199,LinkedIn,2020-08-31 15:00:28,4.16
52064,18925,1951,Campus,2020-08-31 15:04:45,98.62
176162,35817,7294,LinkedIn,2020-08-31 15:15:01,64.26
348851,15631,4094,Agency,2020-08-31 15:17:15,19.57
342233,65350,7951,Referral,2020-08-31 15:20:31,99.38
336331,97188,6139,Naukri,2020-08-31 15:21:13,16.81
265091,28349,7288,LinkedIn,2020-08-31 15:44:39,29.07
373656,81835,9315,Naukri,2020-08-31 15:54:17,25.22
197446,37928,8277,LinkedIn,2020-08-31 15:55:13,71.46
9484,69189,3788,Naukri,2020-08-31 16:08:05,37.26
297448,37112,51,Naukri,2020-08-31 16:08:10,16.51
191681,83846,5708,LinkedIn,2020-08-31 16:17:24,36.87
118873,29278,9068,LinkedIn,2020-08-31 16:25:02,69.66
132808,90024,2726,LinkedIn,2020-08-31 16:32:43,99.47
252854,30981,6881,LinkedIn,2020-08-31 16:33:45,82.72
246642,43981,1700,Indeed,2020-08-31 16:41:53,80.48
203775,36205,8570,Agency,2020-08-31 17:03:43,86.15
274362,37227,2504,LinkedIn,2020-08-31 17:09:36,22.49
134566,8188,5244,LinkedIn,2020-08-31 17:17:43,86.71
264435,85176,6051,Naukri,2020-08-31 17:23:44,64.88
358196,7692,4082,Indeed,2020-08-31 17:29:57,75.06
120958,38629,7624,Referral,2020-08-31 17:31:34,93.9
359707,78907,442,Naukri,2020-08-31 17:35:09,10.46
112052,65426,7541,Naukri,2020-08-31 17:45:21,94.13
308192,6446,5090,Agency,2020-08-31 17:54:50,66.3
227730,35284,7144,LinkedIn,2020-08-31 17:57:53,1.23
129389,95877,9232,Referral,2020-08-31 18:14:06,78.28
168370,11194,1419,Naukri,2020-08-31 18:23:19,48.65
85396,73060,730,Company Site,2020-08-31 18:28:12,8.95
62673,49608,8369,Naukri,2020-08-31 18:28:53,62.21
42121,60782,7835,Referral,2020-08-31 18:36:52,67.2
280340,18898,5834,Referral,2020-08-31 18:37:03,92.41
161044,71287,956,LinkedIn,2020-08-31 18:39:03,96.14
299093,31694,3723,Indeed,2020-08-31 18:45:07,9.04
237600,83399,9826,Naukri,2020-08-31 19:20:39,67.69
305600,80007,8286,LinkedIn,2020-08-31 19:26:21,57.86
353035,87473,9760,LinkedIn,2020-08-31 19:37:34,74.81
345189,85241,8095,Indeed,2020-08-31 19:58:10,42.94
214520,57595,8068,Campus,2020-08-31 20:05:53,78.39
9077,59725,7021,LinkedIn,2020-08-31 20:07:37,53.47
144461,58233,823,Referral,2020-08-31 20:16:42,39.78
60927,57218,5289,Indeed,2020-08-31 20:26:56,34.18
260217,14658,9534,Campus,2020-08-31 20:40:10,19.75
167212,53517,7411,LinkedIn,2020-08-31 20:42:23,20.62
289219,92392,9293,Company Site,2020-08-31 20:43:21,24.11
266046,62703,4524,Company Site,2020-08-31 21:07:02,24.08
386429,66394,5649,Naukri,2020-08-31 21:17:18,77.38
48375,928,4162,LinkedIn,2020-08-31 21:19:19,0.14
150112,88389,659,Indeed,2020-08-31 21:20:09,62.93
358964,57043,2945,Referral,2020-08-31 21:38:20,50.62
122870,86124,6937,LinkedIn,2020-08-31 21:42:21,85.69
137203,23101,1943,Naukri,2020-08-31 21:45:36,35.39
244811,31811,4930,Agency,2020-08-31 21:46:15,50.21
42858,47941,7729,LinkedIn,2020-08-31 22:07:16,73.38
370964,18384,7575,LinkedIn,2020-08-31 22:10:18,20.86
266836,83223,2191,LinkedIn,2020-08-31 22:15:00,0.82
333326,77451,6851,Indeed,2020-08-31 22:18:03,67.84
311440,95248,3127,LinkedIn,2020-08-31 22:34:20,66.7
367070,93563,7440,Naukri,2020-08-31 23:14:52,36.09
169420,82210,7151,Naukri,2020-08-31 23:20:40,21.87
280387,45768,5490,Naukri,2020-08-31 23:30:32,99.08
331430,28327,3093,Indeed,2020-08-31 23:39:20,93.36
206548,8264,6024,Naukri,2020-08-31 23:46:09,8.85
322695,49102,4271,Naukri,2020-08-31 23:57:05,1.33
210234,23655,7792,Naukri,2020-09-01 00:05:07,19.38
86322,61570,990,Referral,2020-09-01 00:15:37,77.44
156728,10647,2844,Company Site,2020-09-01 00:31:45,77.82
263194,31664,9369,Company Site,2020-09-01 00:34:33,91.38
241600,81861,8402,Indeed,2020-09-01 00:36:54,68.98
337184,94378,4298,LinkedIn,2020-09-01 00:39:34,67.21
235087,33607,223,Company Site,2020-09-01 00:45:58,73.17
125323,10984,8062,Indeed,2020-09-01 00:47:17,4.8
105115,59597,4008,Indeed,2020-09-01 00:49:56,17.36
364075,64674,6454,LinkedIn,2020-09-01 01:02:18,79.94
248928,90770,5778,LinkedIn,2020-09-01 01:26:37,20.67
161886,61789,3309,Indeed,2020-09-01 01:27:25,21.94
368232,2872,1283,LinkedIn,2020-09-01 01:36:26,79.04
216721,63804,3271,LinkedIn,2020-09-01 01:44:06,7.09
269484,87666,4640,Naukri,2020-09-01 02:02:43,43.85
301582,89235,8183,LinkedIn,2020-09-01 02:26:38,37.16
7061,63865,5349,Naukri,2020-09-01 02:34:16,24.88
308977,98072,6935,LinkedIn,2020-09-01 02:35:20,20.69
362122,77556,418,LinkedIn,2020-09-01 02:38:20,96.11
99966,1637,6181,Naukri,2020-09-01 02:40:06,65.65
371061,50122,3502,Indeed,2020-09-01 03:03:04,22.85
237500,19942,952,LinkedIn,2020-09-01 03:20:06,29.1
83550,73939,6396,LinkedIn,2020-09-01 03:30:52,38.15
126737,55827,3898,Naukri,2020-09-01 03:33:54,30.78
21128,80564,478,LinkedIn,2020-09-01 03:43:54,99.54
217016,15500,4515,LinkedIn,2020-09-01 04:18:22,8.13
162481,47868,6169,Indeed,2020-09-01 04:18:51,56.57
348375,24668,4042,Indeed,2020-09-01 04:33:19,37.28
265968,92641,6848,LinkedIn,2020-09-01 04:38:02,49.84
46434,58241,5797,LinkedIn,2020-09-01 04:44:16,30.12
68221,81442,1952,Referral,2020-09-01 04:45:04,1.94
169869,24335,5667,Campus,2020-09-01 04:49:36,37.96
203626,61623,1379,Company Site,2020-09-01 05:14:07,2.96
20172,4502,6446,LinkedIn,2020-09-01 05:15:58,21.35
224207,39949,4433,Naukri,2020-09-01 05:33:36,46.75
138200,97545,1295,Naukri,2020-09-01 05:34:01,20.53
260411,18765,1565,Indeed,2020-09-01 05:53:45,34.51
261891,19504,5261,LinkedIn,2020-09-01 05:56:05,10.59
324344,66680,3539,LinkedIn,2020-09-01 06:03:08,19.35
273212,82397,9312,Naukri,2020-09-01 06:10:50,45.76
42251,83696,1281,Naukri,2020-09-01 06:16:06,56.52
207764,39424,9296,LinkedIn,2020-09-01 06:25:53,27.25
336299,58157,3622,Agency,2020-09-01 06:41:13,51.48
186810,34084,5879,Indeed,2020-09-01 06:47:30,79.42
14332,64769,7981,Naukri,2020-09-01 07:11:51,19.02
51274,76700,9548,LinkedIn,2020-09-01 07:28:59,48.22
376717,32340,6351,Referral,2020-09-01 07:30:36,13.38
95368,11166,2840,Indeed,2020-09-01 07:39:11,95.01
350387,70012,7455,Naukri,2020-09-01 07:43:42,70.6
195410,1115,6316,Indeed,2020-09-01 07:53:01,15.8
242986,37467,8077,Naukri,2020-09-01 08:12:34,69.93
74633,57363,3511,LinkedIn,2020-09-01 08:22:46,51.53
311471,52777,1339,Indeed,2020-09-01 08:31:16,76.15
183395,21030,6509,Naukri,2020-09-01 08:36:28,11.18
13815,60695,4398,Referral,2020-09-01 08:43:52,36.38
153394,57695,5001,LinkedIn,2020-09-01 08:44:19,5.72
62192,3719,7406,Naukri,2020-09-01 08:49:07,26.53
308114,38054,4704,LinkedIn,2020-09-01 09:15:26,9.17
72115,9082,8510,Indeed,2020-09-01 09:23:37,89.78
89896,98436,7127,LinkedIn,2020-09-01 09:29:09,40.21
46188,99149,4604,Naukri,2020-09-01 09:36:02,55.23
347747,95092,2713,LinkedIn,2020-09-01 09:37:27,5.96
281086,74699,8939,LinkedIn,2020-09-01 09:40:31,54.58
216700,575,741,LinkedIn,2020-09-01 09:54:10,57.38
288765,44519,2878,LinkedIn,2020-09-01 09:59:28,91.9
276634,70575,2483,Indeed,2020-09-01 10:06:43,66.74
198302,97588,4410,LinkedIn,2020-09-01 10:12:37,29.93
238581,46233,3391,LinkedIn,2020-09-01 10:13:16,14.49
259692,47676,6941,Naukri,2020-09-01 10:18:28,43.93
242585,90946,6147,Indeed,2020-09-01 10:23:49,69.68
135896,16520,3625,Indeed,2020-09-01 10:45:16,21.75
322846,12553,5077,Naukri,2020-09-01 10:48:48,1.35
380661,6096,2160,LinkedIn,2020-09-01 10:49:09,62.07
113361,13374,3630,Naukri,2020-09-01 10:50:08,81.09
329185,63504,8176,Indeed,2020-09-01 10:57:06,49.29
279140,86308,5859,Indeed,2020-09-01 10:58:12,90.17
78520,59018,3901,LinkedIn,2020-09-01 11:04:06,39.2
253110,61013,9031,Naukri,2020-09-01 11:08:55,69.56
143635,85785,9327,Campus,2020-09-01 11:14:03,10.4
111865,78243,3156,LinkedIn,2020-09-01 11:22:34,76.89
294820,15327,3947,Naukri,2020-09-01 11:28:08,37.79
204755,38815,6807,Naukri,2020-09-01 11:32:26,69.7
111510,1523,4201,LinkedIn,2020-09-01 11:39:48,44.3
116177,81012,2981,LinkedIn,2020-09-01 11:56:36,28.88
171522,42408,66,Indeed,2020-09-01 12:04:15,80.79
2192,286,6977,Campus,2020-09-01 12:10:11,62.64
213787,27050,4329,LinkedIn,2020-09-01 12:11:45,95.46
302114,47955,2706,Indeed,2020-09-01 12:11:59,72.98
398221,5364,9537,Indeed,2020-09-01 12:12:11,20.53
337343,16462,3765,LinkedIn,2020-09-01 12:13:49,65.06
219478,56871,9788,Referral,2020-09-01 12:25:23,89.63
214472,27281,7229,LinkedIn,2020-09-01 12:33:31,97.56
385724,1116,6571,Indeed,2020-09-01 12:55:31,31.87
285612,23319,6627,Naukri,2020-09-01 12:59:42,92.46
117987,56155,5074,Indeed,2020-09-01 13:02:50,23.55
92379,53510,9330,Naukri,2020-09-01 13:12:29,85.72
77540,27733,3916,LinkedIn,2020-09-01 13:15:26,87.36
302205,73781,5440,Referral,2020-09-01 13:22:32,4.59
239210,13723,77,Company Site,2020-09-01 13:24:02,41.83
53950,41586,7421,Indeed,2020-09-01 13:38:37,27.1
143452,48777,4507,LinkedIn,2020-09-01 13:55:57,84.14
133616,26844,5013,Company Site,2020-09-01 14:14:30,57.14
362617,38714,7959,Naukri,2020-09-01 14:19:07,87.9
296936,83076,9513,Naukri,2020-09-01 14:21:28,5.69
121154,16379,2379,LinkedIn,2020-09-01 14:21:51,46.59
119012,99911,8226,LinkedIn,2020-09-01 14:51:43,98.66
306421,44357,3383,Referral,2020-09-01 14:54:57,46.96
91802,24199,3137,Twitter,2020-09-01 15:13:10,91.95
59769,82600,3084,Indeed,2020-09-01 15:19:57,99.77
145324,59113,3116,Indeed,2020-09-01 15:45:31,20.2
363562,80915,8700,LinkedIn,2020-09-01 15:54:35,31.67
320336,11602,4675,Referral,2020-09-01 15:59:39,70.74
372101,69680,7800,Company Site,2020-09-01 16:06:46,43.61
122462,3224,4062,LinkedIn,2020-09-01 16:30:17,5.86
376507,72062,7940,Company Site,2020-09-01 16:30:41,90.42
221106,43668,2841,Indeed,2020-09-01 16:30:57,46.43
174888,40788,9686,Indeed,2020-09-01 16:34:46,80.95
261898,5094,5864,Indeed,2020-09-01 16:35:29,72.42
62124,56175,6304,Naukri,2020-09-01 17:00:19,78.06
319729,78761,6043,Referral,2020-09-01 17:05:18,44.37
224415,95752,8861,LinkedIn,2020-09-01 17:20:23,54.04
392209,32252,9069,LinkedIn,2020-09-01 17:25:11,70.15
223763,61882,1683,Naukri,2020-09-01 17:26:30,21.21
126843,28151,6898,Indeed,2020-09-01 17:38:21,48.0
280017,76352,4408,LinkedIn,2020-09-01 17:45:24,53.04
141791,41999,7920,Indeed,2020-09-01 18:17:21,80.79
262286,53280,2006,Indeed,2020-09-01 18:21:02,25.67
172290,77109,9566,LinkedIn,2020-09-01 18:32:28,26.09
260052,13173,2578,LinkedIn,2020-09-01 18:44:56,4.87
371523,12806,8773,Referral,2020-09-01 18:45:10,96.53
148698,100000,1644,Indeed,2020-09-01 18:59:44,10.46
218644,27858,9360,LinkedIn,2020-09-01 19:26:41,52.36
110371,25150,5702,Naukri,2020-09-01 19:26:52,19.51
238935,1257,9724,Company Site,2020-09-01 19:27:58,37.4
137668,16972,4480,Naukri,2020-09-01 19:30:26,83.63
252682,44527,3913,Indeed,2020-09-01 19:37:04,93.86
80456,45639,1984,LinkedIn,2020-09-01 19:38:09,0.32
340375,7416,1531,Kaggle,2020-09-01 20:03:44,23.9
375881,32377,4012,LinkedIn,2020-09-01 20:06:48,54.89
48732,51341,2540,Indeed,2020-09-01 20:18:28,86.41
168032,87742,9539,Referral,2020-09-01 20:22:57,22.52
118623,62184,3561,Agency,2020-09-01 20:27:21,2.11
83983,68219,4162,Referral,2020-09-01 20:35:13,33.51
106315,54344,3728,LinkedIn,2020-09-01 20:51:24,98.82
223654,9596,3997,LinkedIn,2020-09-01 21:12:34,67.62
66283,39133,869,Naukri,2020-09-01 21:13:31,76.65
195026,36335,6252,Naukri,2020-09-01 21:43:45,23.75
312962,72922,4423,Indeed,2020-09-01 21:47:33,25.9
175915,99960,7949,Indeed,2020-09-01 21:54:45,56.56
108104,55631,7152,Indeed,2020-09-01 22:00:30,92.02
300495,22093,3774,Indeed,2020-09-01 22:01:57,53.9
360889,71611,8358,LinkedIn,2020-09-01 22:24:16,70.58
71166,73993,4166,Indeed,2020-09-01 22:26:12,80.29
113784,52118,3900,LinkedIn,2020-09-01 22:39:30,55.02
233267,39284,1438,Naukri,2020-09-01 22:42:35,57.26
257316,40931,3846,LinkedIn,2020-09-01 22:48:19,64.66
226540,44624,509,Indeed,2020-09-01 22:50:55,100.0
10368,44526,6655,Company Site,2020-09-01 23:05:34,15.71
122838,9792,3704,Naukri,2020-09-01 23:11:46,67.95
395580,56794,1486,Company Site,2020-09-01 23:30:58,18.05
177406,5726,6070,Naukri,2020-09-01 23:46:51,9.64
153643,91546,8451,LinkedIn,2020-09-01 23:49:30,88.51
