interview_id,application_id,round,score,outcome,interview_date
140646,237570,Technical 1,7.09,Advanced,2019-09-15 05:02:31
45774,371458,Technical 1,2.45,Rejected,2019-09-15 05:33:38
157218,230866,Technical 2,9.23,Offered,2019-09-15 05:44:40
73864,360951,Technical 1,4.07,Rejected,2019-09-15 06:13:46
52396,104858,Technical 2,5.04,Advanced,2019-09-15 06:14:41
22255,237824,Technical 2,5.59,Rejected,2019-09-15 06:16:09
112345,225163,Technical 2,1.71,Advanced,2019-09-15 06:35:17
89313,126005,Screening,2.63,Rejected,2019-09-15 07:17:55
55962,296428,Managerial,2.31,Rejected,2019-09-15 07:24:32
95007,70523,Technical 1,2.27,Advanced,2019-09-15 07:28:31
117033,142869,Managerial,2.31,Rejected,2019-09-15 07:37:29
86767,182975,Technical 1,0.47,Advanced,2019-09-15 09:06:27
42147,45712,Technical 1,7.27,On Hold,2019-09-15 09:15:36
162278,100021,Technical 1,1.36,Advanced,2019-09-15 09:24:01
173923,263308,Managerial,7.24,Rejected,2019-09-15 09:40:08
178012,324864,Screening,6.32,Offered,2019-09-15 09:57:29
164875,180172,Screening,7.43,Rejected,2019-09-15 10:37:18
67637,12018,Screening,1.75,Offered,2019-09-15 10:43:37
67312,143557,Screening,9.73,Rejected,2019-09-15 10:46:17
180610,38106,Technical 1,9.58,Rejected,2019-09-15 10:48:42
167496,314835,Managerial,5.88,Rejected,2019-09-15 11:26:06
25866,86283,Technical 1,9.7,Rejected,2019-09-15 12:33:37
193461,326959,Technical 2,6.84,Rejected,2019-09-15 12:37:48
90340,124036,Managerial,1.93,Advanced,2019-09-15 12:38:25
63269,142786,Managerial,2.72,Offered,2019-09-15 12:43:24
178582,113673,Managerial,7.45,Advanced,2019-09-15 14:01:24
45950,99558,Technical 1,3.0,Rejected,2019-09-15 14:14:51
121845,68653,Screening,8.6,Advanced,2019-09-15 14:16:59
75295,245823,Technical 2,7.75,Advanced,2019-09-15 14:38:12
108397,237657,Technical 1,9.83,Offered,2019-09-15 14:43:58
8791,304453,Screening,4.43,Advanced,2019-09-15 15:39:40
197637,111207,Screening,1.14,On Hold,2019-09-15 16:03:37
196680,361929,Technical 2,5.78,Rejected,2019-09-15 16:05:15
151111,60561,Screening,1.77,Advanced,2019-09-15 16:23:34
165311,222590,Technical 1,3.95,Rejected,2019-09-15 16:31:45
89250,371316,HR,7.7,Advanced,2019-09-15 16:46:10
101099,377191,HR,3.03,Rejected,2019-09-15 16:46:54
1545,115503,Technical 2,5.42,Rejected,2019-09-15 17:00:00
13238,367981,HR,9.67,On Hold,2019-09-15 17:11:24
113662,11500,Screening,9.01,Rejected,2019-09-15 17:46:20
137770,215433,Screening,2.83,Advanced,2019-09-15 17:50:01
150601,148463,Technical 1,7.71,Rejected,2019-09-15 17:53:16
125004,307217,Managerial,1.54,Offered,2019-09-15 18:10:16
142191,164469,Technical 1,9.27,Rejected,2019-09-15 18:43:38
10634,313252,Screening,3.81,Advanced,2019-09-15 19:21:58
91263,211492,Technical 1,8.17,Offered,2019-09-15 20:14:05
33897,167528,Technical 1,6.35,Advanced,2019-09-15 20:58:37
85923,185480,Technical 1,6.33,Rejected,2019-09-15 21:04:33
46488,16504,Technical 1,9.17,Offered,2019-09-15 21:06:53
118357,23886,Technical 1,4.47,Offered,2019-09-15 21:26:09
122810,376554,Screening,2.65,Advanced,2019-09-15 21:42:49
65400,57539,Technical 1,3.18,Rejected,2019-09-15 22:33:15
55904,356899,HR,1.45,Advanced,2019-09-15 22:53:16
99710,290915,Screening,8.36,Rejected,2019-09-15 23:16:33
181302,169585,HR,8.84,On Hold,2019-09-15 23:31:51
48984,154384,Technical 1,6.29,Rejected,2019-09-15 23:43:37
70451,152438,Technical 1,6.36,Offered,2019-09-16 00:03:04
135879,221962,Technical 2,0.22,Rejected,2019-09-16 00:48:15
141952,51670,Technical 2,6.08,On Hold,2019-09-16 00:55:32
106845,108598,Technical 1,0.83,Offered,2019-09-16 01:53:38
18132,385850,Managerial,9.31,Rejected,2019-09-16 02:03:21
10765,32708,Technical 1,0.6,Rejected,2019-09-16 02:36:00
90281,321159,HR,4.31,Rejected,2019-09-16 02:36:07
55098,226100,Technical 1,3.58,Offered,2019-09-16 02:51:17
133341,43379,Technical 1,2.07,Advanced,2019-09-16 03:02:20
168719,132021,Technical 1,1.69,Advanced,2019-09-16 03:05:58
154550,369510,Technical 1,5.6,Advanced,2019-09-16 03:44:22
90757,311208,Managerial,3.51,Offered,2019-09-16 04:33:04
84829,119323,Screening,9.39,Offered,2019-09-16 04:55:00
185924,205409,Technical 1,1.79,Advanced,2019-09-16 05:42:15
71200,248901,Technical 2,5.09,Rejected,2019-09-16 05:44:42
63219,124242,Screening,5.03,Rejected,2019-09-16 05:46:01
48676,333684,Screening,6.95,Rejected,2019-09-16 05:58:45
75491,190707,Screening,8.02,Advanced,2019-09-16 06:04:04
100211,101460,Technical 2,6.25,Rejected,2019-09-16 06:12:43
24016,210011,Technical 2,0.44,Rejected,2019-09-16 06:20:47
41081,89759,Managerial,4.67,Rejected,2019-09-16 06:21:19
85637,216058,Technical 2,9.35,On Hold,2019-09-16 06:26:32
3175,141048,Technical 1,1.52,Advanced,2019-09-16 06:39:20
21271,161,Technical 1,0.67,Rejected,2019-09-16 07:23:14
75876,155717,Technical 1,6.26,Offered,2019-09-16 08:05:46
167577,53219,Technical 1,3.37,Advanced,2019-09-16 08:19:20
105877,347381,Technical 1,8.93,Advanced,2019-09-16 08:30:30
134057,208938,Managerial,0.27,On Hold,2019-09-16 08:30:31
26175,389055,Technical 2,3.23,Advanced,2019-09-16 09:19:21
108369,212274,Technical 1,3.95,Advanced,2019-09-16 10:21:27
7752,289570,Screening,3.98,Advanced,2019-09-16 11:22:53
132384,366546,Managerial,7.06,Rejected,2019-09-16 11:38:34
70735,356890,Managerial,3.97,Offered,2019-09-16 11:43:22
53776,333627,Technical 2,9.64,Advanced,2019-09-16 12:02:19
61105,145833,Technical 2,1.19,Offered,2019-09-16 12:20:59
119972,338904,Technical 1,2.01,Advanced,2019-09-16 12:25:19
92117,297024,Screening,3.87,Advanced,2019-09-16 12:42:36
50092,43952,Technical 1,0.8,Advanced,2019-09-16 12:46:36
163926,15945,Technical 1,5.25,Rejected,2019-09-16 12:49:19
105779,383221,Technical 2,3.43,Rejected,2019-09-16 13:53:44
134229,253474,Technical 1,4.2,Rejected,2019-09-16 13:57:31
45185,81674,HR,0.93,Rejected,2019-09-16 14:05:21
156927,211241,Screening,7.92,Rejected,2019-09-16 14:05:37
58361,369996,Screening,2.42,Advanced,2019-09-16 14:12:12
155460,364526,Screening,6.13,Advanced,2019-09-16 14:33:58
100824,35224,Screening,5.63,Offered,2019-09-16 14:38:09
189777,204274,Screening,1.79,Rejected,2019-09-16 15:05:13
189012,158061,Screening,0.98,On Hold,2019-09-16 15:08:50
169768,388416,Technical 1,8.02,Rejected,2019-09-16 15:25:38
104039,279066,Technical 2,7.95,Rejected,2019-09-16 15:41:24
22500,200773,Managerial,6.47,Offered,2019-09-16 15:43:45
99993,241085,Technical 1,7.97,Rejected,2019-09-16 16:05:37
16144,378657,Managerial,6.45,On Hold,2019-09-16 16:58:30
53869,117669,Screening,4.56,Offered,2019-09-16 17:14:13
33454,181000,Managerial,3.55,Advanced,2019-09-16 17:25:32
94042,291492,Technical 1,8.86,On Hold,2019-09-16 17:30:13
192950,322201,Screening,1.41,Advanced,2019-09-16 17:51:07
93281,100995,Managerial,4.04,Rejected,2019-09-16 18:07:40
70222,35132,Screening,7.19,Rejected,2019-09-16 18:24:20
134096,62276,HR,7.58,Advanced,2019-09-16 18:44:03
104217,45722,Screening,6.1,Rejected,2019-09-16 19:03:56
133791,129279,Technical 1,2.98,Advanced,2019-09-16 19:37:51
118465,135568,Technical 1,2.6,Advanced,2019-09-16 19:43:18
131899,250207,Technical 1,0.17,Offered,2019-09-16 20:08:19
87253,231301,Technical 2,4.83,Advanced,2019-09-16 20:24:53
144890,105500,Technical 2,1.13,Advanced,2019-09-16 20:33:32
102743,57436,Technical 2,6.14,Rejected,2019-09-16 20:43:02
54206,324633,Technical 1,6.83,Advanced,2019-09-16 20:51:45
25356,107853,Technical 1,3.99,Rejected,2019-09-16 21:00:41
111400,120580,Screening,6.03,Advanced,2019-09-16 21:06:50
1122,383645,Screening,2.25,Rejected,2019-09-16 21:30:04
101329,17005,Technical 1,8.63,Rejected,2019-09-16 22:04:03
30291,119727,Managerial,4.25,Rejected,2019-09-16 22:20:43
67420,30539,Technical 1,2.34,Rejected,2019-09-16 22:38:30
137711,379672,Technical 1,8.51,Rejected,2019-09-16 22:57:30
191162,144049,Screening,1.99,Advanced,2019-09-16 23:56:11
76698,52724,Technical 1,4.85,Rejected,2019-09-17 00:03:38
111650,346434,HR,2.42,Rejected,2019-09-17 00:12:32
176411,312596,Technical 1,0.61,Advanced,2019-09-17 00:23:15
124802,155548,Technical 1,3.56,Rejected,2019-09-17 00:26:51
87620,188787,Managerial,3.7,Rejected,2019-09-17 00:29:29
68835,6547,Screening,0.19,Rejected,2019-09-17 01:43:34
13392,204497,HR,0.78,Rejected,2019-09-17 02:12:11
196658,40315,Technical 2,1.72,Rejected,2019-09-17 02:14:11
176459,369965,Technical 1,3.29,Advanced,2019-09-17 02:44:00
152240,382606,Technical 1,9.0,Advanced,2019-09-17 02:49:18
125811,22663,Screening,0.24,Rejected,2019-09-17 02:49:57
162001,137994,Technical 2,0.26,Rejected,2019-09-17 03:02:27
21161,332334,Screening,2.76,Rejected,2019-09-17 03:14:02
32602,297895,Technical 1,5.33,Advanced,2019-09-17 03:25:49
7297,371954,HR,4.44,Rejected,2019-09-17 03:40:14
139514,220198,Technical 1,4.4,Rejected,2019-09-17 04:28:00
187668,349528,Technical 2,4.61,Rejected,2019-09-17 04:31:07
103877,215124,HR,7.05,On Hold,2019-09-17 04:36:52
1483,177639,Managerial,7.21,Advanced,2019-09-17 04:39:32
83747,60756,Technical 1,9.46,Rejected,2019-09-17 05:04:21
190250,115187,Technical 1,2.37,Rejected,2019-09-17 05:29:16
182259,13305,Screening,1.27,Advanced,2019-09-17 05:55:06
24158,327606,Technical 1,3.33,Offered,2019-09-17 05:58:38
152870,109018,Screening,4.61,On Hold,2019-09-17 06:06:28
48424,185381,Technical 2,9.3,Advanced,2019-09-17 06:34:46
158217,111141,HR,0.15,Rejected,2019-09-17 06:45:39
21484,103323,Screening,0.56,Rejected,2019-09-17 07:30:04
119693,100472,Screening,6.37,Advanced,2019-09-17 07:42:51
78605,137988,Screening,4.29,Rejected,2019-09-17 07:48:39
160725,83207,Managerial,0.74,Rejected,2019-09-17 08:11:31
36984,215835,Technical 1,8.91,Rejected,2019-09-17 08:31:03
133265,79179,Managerial,5.81,Advanced,2019-09-17 08:37:17
31657,349154,Managerial,7.55,On Hold,2019-09-17 08:51:36
40217,301600,Screening,2.83,Advanced,2019-09-17 09:00:58
8891,357899,HR,7.9,Offered,2019-09-17 09:07:13
63138,218816,Screening,1.78,On Hold,2019-09-17 09:07:26
26224,376131,Technical 1,2.77,Advanced,2019-09-17 09:18:09
169926,260618,Technical 1,3.74,Advanced,2019-09-17 09:19:39
133426,353506,Technical 1,0.6,Advanced,2019-09-17 09:49:47
1986,8174,Technical 1,0.78,Rejected,2019-09-17 09:56:23
12249,257098,Screening,6.84,Advanced,2019-09-17 10:09:22
123684,47969,Technical 1,9.38,Rejected,2019-09-17 10:29:20
139821,350905,Technical 2,6.94,Rejected,2019-09-17 10:30:51
60001,196476,Screening,1.17,Rejected,2019-09-17 10:32:31
143128,112794,Technical 1,7.84,Rejected,2019-09-17 10:37:48
10197,336120,Technical 1,8.09,Advanced,2019-09-17 10:52:03
69202,90473,HR,6.34,Advanced,2019-09-17 11:06:56
64887,75129,Technical 2,1.09,Rejected,2019-09-17 11:15:28
118938,230610,Technical 1,4.2,Offered,2019-09-17 11:28:15
14659,48307,Technical 1,8.62,Advanced,2019-09-17 12:00:46
43031,227832,Managerial,9.86,Rejected,2019-09-17 12:10:26
45740,371153,Technical 1,3.38,Rejected,2019-09-17 12:16:35
50341,319879,Technical 1,4.11,Offered,2019-09-17 12:35:49
154338,223322,Technical 1,5.71,Advanced,2019-09-17 12:42:34
139681,399704,Technical 2,3.98,Advanced,2019-09-17 13:22:44
123978,229193,Managerial,9.23,Rejected,2019-09-17 13:28:45
62044,27369,Technical 1,7.78,Advanced,2019-09-17 13:34:58
136888,275004,Screening,6.42,Advanced,2019-09-17 14:10:24
58280,220733,Technical 1,6.76,Rejected,2019-09-17 14:31:48
135411,373858,Screening,4.09,On Hold,2019-09-17 14:43:33
158616,115554,Technical 1,5.84,Offered,2019-09-17 15:07:10
196459,378997,Technical 1,4.54,Advanced,2019-09-17 15:32:20
183578,275166,Screening,3.9,Advanced,2019-09-17 15:39:49
23210,369229,Technical 1,5.58,Advanced,2019-09-17 15:40:20
26946,25473,Screening,9.04,Rejected,2019-09-17 16:09:54
154933,274025,Technical 2,0.5,Advanced,2019-09-17 16:16:18
90878,23158,Screening,2.05,Rejected,2019-09-17 16:17:00
30014,392627,Screening,2.16,Rejected,2019-09-17 16:50:05
19659,138916,Technical 1,7.66,Offered,2019-09-17 17:04:21
151991,90053,Technical 2,0.39,Advanced,2019-09-17 17:15:03
102561,298516,Screening,9.77,Rejected,2019-09-17 17:29:51
127728,216277,Technical 1,5.54,Advanced,2019-09-17 17:38:36
193131,196456,Technical 1,7.81,Rejected,2019-09-17 17:47:35
119480,278681,Managerial,8.75,Offered,2019-09-17 18:05:02
50697,90293,Technical 2,8.44,Rejected,2019-09-17 18:08:19
99868,304512,Managerial,5.8,Rejected,2019-09-17 18:13:10
30032,398302,Technical 1,2.24,Rejected,2019-09-17 19:31:24
50451,239978,Technical 1,2.48,Offered,2019-09-17 19:45:53
70606,203962,Technical 1,4.89,Rejected,2019-09-17 20:02:34
72492,31946,HR,8.73,Advanced,2019-09-17 20:05:14
51040,144428,Managerial,4.49,Offered,2019-09-17 20:50:39
174743,133878,Screening,6.74,Rejected,2019-09-17 21:09:01
166100,152493,Managerial,8.02,Rejected,2019-09-17 21:18:04
42681,325180,Technical 1,4.64,On Hold,2019-09-17 21:34:33
53423,28413,Technical 1,5.04,Rejected,2019-09-17 21:36:09
16939,64049,Screening,6.0,Rejected,2019-09-17 22:04:43
11749,301181,Screening,8.78,Advanced,2019-09-17 22:24:59
189052,302734,Technical 2,7.94,Rejected,2019-09-17 22:31:15
159795,285824,HR,0.58,Offered,2019-09-17 22:46:22
114048,331662,Technical 1,9.7,Rejected,2019-09-17 22:54:14
172337,337014,HR,8.62,Advanced,2019-09-17 23:03:17
93001,247069,Technical 1,5.44,Rejected,2019-09-17 23:24:06
153358,23964,Screening,4.19,Rejected,2019-09-17 23:35:26
189602,101206,Screening,0.33,Offered,2019-09-17 23:44:50
103962,367166,Technical 1,5.63,On Hold,2019-09-17 23:46:49
109222,316272,Screening,4.75,Advanced,2019-09-17 23:56:31
31140,162848,Screening,0.95,Rejected,2019-09-17 23:58:18
68422,308318,Managerial,3.56,Rejected,2019-09-18 01:30:30
151561,77051,Screening,8.03,Rejected,2019-09-18 01:40:53
80116,117785,Screening,7.27,Offered,2019-09-18 01:54:49
130514,34381,Technical 2,1.94,Advanced,2019-09-18 02:41:41
104171,319456,Technical 2,5.14,Rejected,2019-09-18 02:42:50
3262,229271,Managerial,1.53,Rejected,2019-09-18 03:38:09
21699,26822,Technical 2,2.17,Rejected,2019-09-18 03:40:11
20283,92542,Technical 1,0.04,Advanced,2019-09-18 03:50:35
48924,312482,Managerial,0.63,Rejected,2019-09-18 03:55:42
81149,9329,Screening,3.93,Advanced,2019-09-18 03:58:53
104982,197139,Technical 1,2.34,Advanced,2019-09-18 04:03:50
138981,388862,Technical 1,8.75,Advanced,2019-09-18 04:40:42
117387,11265,Managerial,5.68,Rejected,2019-09-18 04:45:27
97469,146261,Screening,5.08,Rejected,2019-09-18 04:53:57
75657,59844,Managerial,8.54,Rejected,2019-09-18 05:10:38
33437,262663,Managerial,4.69,Rejected,2019-09-18 06:02:52
120310,177031,Screening,6.83,Rejected,2019-09-18 06:24:02
46525,339192,Screening,3.89,Advanced,2019-09-18 07:04:23
154531,327144,Screening,7.12,Rejected,2019-09-18 07:18:02
128405,332358,Managerial,1.29,Advanced,2019-09-18 07:22:21
107928,135220,Technical 1,4.81,Rejected,2019-09-18 07:46:24
133234,215352,Screening,5.47,Offered,2019-09-18 08:19:24
8876,43396,Technical 2,1.98,Rejected,2019-09-18 08:30:10
76845,311778,Screening,0.14,Rejected,2019-09-18 09:18:21
18171,134437,Technical 1,8.95,Advanced,2019-09-18 09:39:54
17534,94149,Managerial,4.86,Offered,2019-09-18 10:09:21
90899,342831,Technical 1,6.5,Advanced,2019-09-18 10:22:09
38149,105441,Managerial,9.26,Offered,2019-09-18 10:40:46
38050,321646,Technical 2,8.65,On Hold,2019-09-18 10:43:27
87448,209661,Technical 1,5.29,Offered,2019-09-18 10:47:23
60816,269376,Technical 1,1.58,Advanced,2019-09-18 11:29:48
116408,211360,Technical 1,4.47,Rejected,2019-09-18 11:53:28
199276,366404,Screening,4.35,Rejected,2019-09-18 11:58:00
123841,217220,Technical 2,8.57,Rejected,2019-09-18 12:05:37
190914,94393,Technical 2,9.7,Rejected,2019-09-18 12:07:15
68279,186653,Screening,3.77,Advanced,2019-09-18 12:10:28
190713,373459,Technical 1,3.08,Advanced,2019-09-18 12:25:17
84614,364637,Technical 1,5.32,On Hold,2019-09-18 12:35:28
16020,69349,Managerial,9.85,Rejected,2019-09-18 13:02:21
60346,319167,Screening,7.23,Rejected,2019-09-18 13:43:49
41141,60851,Technical 1,2.83,Rejected,2019-09-18 13:50:31
173483,82265,Screening,9.39,Offered,2019-09-18 13:51:51
105648,354045,Screening,9.98,Advanced,2019-09-18 14:35:21
159015,8159,Screening,4.64,Advanced,2019-09-18 15:05:10
119065,58162,Technical 1,6.23,Advanced,2019-09-18 15:30:51
24858,252612,Managerial,2.57,Rejected,2019-09-18 15:44:28
1270,387138,Technical 1,8.29,Advanced,2019-09-18 16:11:48
11971,43731,Screening,2.64,Rejected,2019-09-18 16:16:05
64811,295418,Technical 1,5.75,Offered,2019-09-18 16:51:13
33859,96340,Technical 1,7.09,Rejected,2019-09-18 18:15:20
191882,115425,Screening,0.26,Advanced,2019-09-18 18:41:01
109261,281846,Technical 1,4.64,Offered,2019-09-18 18:41:09
50849,24704,Technical 2,9.64,Rejected,2019-09-18 19:19:50
106907,8159,Technical 2,9.85,Rejected,2019-09-18 19:51:19
24551,208657,Technical 2,3.34,Rejected,2019-09-18 19:54:44
97077,358674,Technical 1,6.77,Advanced,2019-09-18 20:04:17
181865,40563,Screening,7.02,Rejected,2019-09-18 20:24:47
140335,96181,Screening,6.91,Rejected,2019-09-18 20:27:46
187472,33218,Screening,1.75,Advanced,2019-09-18 20:36:38
40886,267620,Technical 1,0.8,Advanced,2019-09-18 20:39:40
103741,254414,Technical 1,9.4,Rejected,2019-09-18 20:47:10
35173,282268,Technical 1,1.49,Offered,2019-09-18 21:12:03
58126,265551,Screening,4.11,Rejected,2019-09-18 21:13:12
68365,387407,Technical 2,9.17,Advanced,2019-09-18 21:24:24
156421,339373,Technical 1,3.66,Advanced,2019-09-18 21:26:03
172730,191685,Screening,9.14,Advanced,2019-09-18 21:34:34
68319,217121,Managerial,3.01,Advanced,2019-09-18 21:41:14
124184,115022,Screening,3.88,Rejected,2019-09-18 21:42:36
194617,175523,Screening,6.77,Rejected,2019-09-18 21:54:16
76719,164506,Screening,5.5,Advanced,2019-09-18 22:00:29
158642,56285,Screening,2.09,Advanced,2019-09-18 22:34:26
8290,44377,Technical 1,6.82,Advanced,2019-09-18 22:40:46
146029,127530,Screening,0.21,Rejected,2019-09-18 22:48:20
72427,389192,Technical 1,1.93,Rejected,2019-09-18 23:03:33
27596,84431,Screening,6.29,Rejected,2019-09-18 23:18:19
14804,85279,Technical 2,6.53,Rejected,2019-09-18 23:24:01
61124,37142,Technical 2,2.09,Rejected,2019-09-18 23:28:45
137876,18149,Managerial,6.13,On Hold,2019-09-18 23:34:12
109513,208877,Screening,8.64,Advanced,2019-09-19 00:49:29
36000,31515,Screening,5.67,Rejected,2019-09-19 00:53:57
16212,233,HR,4.29,Advanced,2019-09-19 01:03:23
147833,59845,Screening,3.95,Rejected,2019-09-19 01:06:36
11206,131590,Technical 1,0.74,Rejected,2019-09-19 02:01:26
7545,104475,Technical 1,6.95,Advanced,2019-09-19 02:21:53
81602,352301,Screening,7.5,Rejected,2019-09-19 02:24:32
82373,226030,Technical 1,3.4,Rejected,2019-09-19 02:45:42
148594,57847,Screening,8.4,Offered,2019-09-19 03:10:44
71043,250412,Managerial,6.74,Rejected,2019-09-19 03:15:28
26621,320365,Technical 2,6.41,Advanced,2019-09-19 03:24:08
118247,338979,Technical 2,8.62,Advanced,2019-09-19 03:26:44
86203,390755,Screening,4.11,Rejected,2019-09-19 03:48:44
89096,49495,Screening,1.39,Rejected,2019-09-19 04:10:59
35457,381913,Technical 1,9.36,Rejected,2019-09-19 04:14:15
111624,298844,Technical 1,4.84,Rejected,2019-09-19 04:34:20
188995,216897,Technical 2,6.3,Rejected,2019-09-19 04:41:37
14617,334788,Technical 1,7.57,Rejected,2019-09-19 05:01:15
6972,55481,HR,9.43,Advanced,2019-09-19 05:19:47
119861,7958,Screening,3.6,Advanced,2019-09-19 05:28:45
159275,372052,Technical 1,8.15,Rejected,2019-09-19 05:31:53
75089,382031,Technical 2,8.14,Advanced,2019-09-19 05:55:33
12108,300510,Technical 1,1.74,Rejected,2019-09-19 07:40:41
123556,376509,Technical 1,1.48,Rejected,2019-09-19 07:51:15
8254,243693,Technical 2,0.71,Advanced,2019-09-19 08:38:21
112421,200183,Technical 1,8.63,Rejected,2019-09-19 08:47:56
159757,119942,Technical 1,0.49,Rejected,2019-09-19 08:51:51
144114,50301,Technical 2,9.36,Rejected,2019-09-19 08:54:17
129286,263803,Technical 2,6.66,Advanced,2019-09-19 09:10:31
153347,181958,Technical 1,2.94,Advanced,2019-09-19 09:25:04
178467,4053,Technical 1,9.39,Rejected,2019-09-19 09:47:50
36794,336249,Screening,6.96,Advanced,2019-09-19 09:57:22
32122,378614,Screening,8.54,Rejected,2019-09-19 10:24:50
90749,138350,Technical 1,3.24,Rejected,2019-09-19 10:35:35
116607,296096,Screening,0.86,Advanced,2019-09-19 10:37:01
187843,378428,Screening,0.56,Rejected,2019-09-19 10:58:54
2360,234413,Technical 1,6.17,Advanced,2019-09-19 10:59:35
148844,206849,Managerial,2.99,Rejected,2019-09-19 11:06:31
22664,135338,Technical 1,1.49,Advanced,2019-09-19 11:42:42
17907,222964,Screening,0.56,Rejected,2019-09-19 12:20:25
158176,387748,Technical 2,8.59,Advanced,2019-09-19 13:03:27
22460,200656,Managerial,0.75,Advanced,2019-09-19 13:12:25
72267,175657,Screening,1.91,Rejected,2019-09-19 14:30:19
161475,399913,Technical 1,7.6,Rejected,2019-09-19 14:34:53
119872,186008,Technical 1,3.36,Rejected,2019-09-19 14:45:07
169122,28904,Technical 1,8.32,Offered,2019-09-19 14:55:09
35124,34514,Technical 1,0.54,Rejected,2019-09-19 14:55:17
137456,393804,Technical 2,0.64,Advanced,2019-09-19 15:15:50
186812,116895,Screening,2.49,Rejected,2019-09-19 15:28:04
119909,229459,Technical 1,6.4,Rejected,2019-09-19 15:56:57
196008,233640,Screening,1.36,Rejected,2019-09-19 16:14:42
184699,276023,Screening,5.73,Advanced,2019-09-19 16:19:44
118549,354552,Technical 2,8.83,Rejected,2019-09-19 16:26:25
81699,54232,Managerial,7.53,Advanced,2019-09-19 17:21:08
29657,367888,Technical 1,8.49,Rejected,2019-09-19 17:43:59
66750,118678,Technical 1,5.77,Rejected,2019-09-19 17:44:57
107329,331947,Screening,2.46,Rejected,2019-09-19 18:06:19
65287,206186,Technical 2,7.02,Offered,2019-09-19 18:12:07
130354,73833,Managerial,8.27,Advanced,2019-09-19 18:14:23
23325,75273,Screening,9.85,Rejected,2019-09-19 18:38:50
164114,303204,Technical 1,4.16,Advanced,2019-09-19 18:42:17
13574,294835,Technical 1,2.18,Advanced,2019-09-19 18:43:10
160869,164693,Screening,3.04,On Hold,2019-09-19 19:57:03
101906,37363,Screening,8.82,Advanced,2019-09-19 20:09:29
55624,228087,Technical 2,0.1,Rejected,2019-09-19 20:31:10
63179,146761,Technical 2,4.75,On Hold,2019-09-19 21:09:06
41849,13095,Managerial,5.09,On Hold,2019-09-19 21:11:14
135092,242340,Screening,9.08,Rejected,2019-09-19 21:20:16
113382,266717,Technical 1,0.34,On Hold,2019-09-19 21:50:28
27990,354455,Technical 2,2.85,Rejected,2019-09-19 21:59:54
72539,173282,Screening,8.51,Rejected,2019-09-19 22:55:01
153399,296531,Technical 1,7.81,Offered,2019-09-19 23:16:00
175067,306594,Managerial,0.05,Advanced,2019-09-20 00:07:02
41578,326144,Screening,1.18,Offered,2019-09-20 00:39:34
29493,142121,Technical 1,2.23,Offered,2019-09-20 01:12:45
67993,160444,Screening,4.5,Rejected,2019-09-20 01:33:46
62316,218536,Technical 1,3.46,Rejected,2019-09-20 01:50:34
137271,157218,Screening,5.26,Advanced,2019-09-20 01:54:43
159943,362770,HR,1.17,Rejected,2019-09-20 02:05:05
101726,342252,Technical 1,3.88,Advanced,2019-09-20 03:04:48
63936,30413,Screening,9.52,Advanced,2019-09-20 03:09:30
66866,332491,Technical 1,2.84,Rejected,2019-09-20 03:17:55
5602,188216,Managerial,4.29,Offered,2019-09-20 03:18:31
76921,330714,Managerial,0.36,Advanced,2019-09-20 03:26:53
123315,372448,Technical 2,2.08,On Hold,2019-09-20 03:42:34
92150,84151,Technical 1,9.56,Rejected,2019-09-20 03:46:30
162677,352639,Technical 1,1.49,On Hold,2019-09-20 03:54:21
110874,90134,Technical 2,5.16,Rejected,2019-09-20 04:06:52
17736,138830,Technical 1,4.06,Rejected,2019-09-20 04:08:09
75471,161033,Managerial,0.77,Rejected,2019-09-20 04:15:49
167834,68976,Managerial,8.67,Advanced,2019-09-20 04:18:24
192280,347559,Technical 1,9.3,Advanced,2019-09-20 04:38:59
31873,193262,Managerial,2.11,Advanced,2019-09-20 05:15:15
72536,387055,Technical 1,4.44,Advanced,2019-09-20 05:21:58
155719,175333,Managerial,4.24,Offered,2019-09-20 05:30:51
169404,79228,Technical 1,7.83,Rejected,2019-09-20 05:45:07
110192,151018,Technical 1,7.39,Rejected,2019-09-20 06:21:13
4511,151065,Screening,7.93,Offered,2019-09-20 06:27:11
168240,386202,Technical 1,8.05,Rejected,2019-09-20 06:40:22
120763,121280,Technical 2,4.26,Advanced,2019-09-20 06:47:15
116871,343454,Technical 1,3.52,Advanced,2019-09-20 07:00:00
179465,354525,Technical 1,1.4,Rejected,2019-09-20 07:26:29
168519,138486,Technical 1,8.63,Advanced,2019-09-20 07:27:33
36800,58257,Technical 1,9.84,Advanced,2019-09-20 07:31:06
180767,131023,Technical 1,0.29,Advanced,2019-09-20 07:38:37
32118,62918,Managerial,5.83,On Hold,2019-09-20 08:18:48
42257,382045,Technical 1,8.48,Offered,2019-09-20 08:35:33
144830,313647,Technical 1,7.98,Rejected,2019-09-20 08:45:07
172544,59705,Technical 2,2.61,Offered,2019-09-20 09:34:45
169905,242526,Technical 2,9.16,Rejected,2019-09-20 09:36:03
63480,121186,Technical 1,0.73,Rejected,2019-09-20 09:44:22
180929,221718,Technical 1,8.79,Offered,2019-09-20 10:19:50
151068,186773,Technical 2,9.75,Rejected,2019-09-20 10:23:45
105975,22152,Managerial,2.32,Advanced,2019-09-20 11:14:41
29103,82067,Screening,8.97,Offered,2019-09-20 11:33:25
96800,264026,Screening,7.39,Offered,2019-09-20 11:41:08
