employee_id,review_period,rating,promotion_reco_score,kudos_received
3666,2021-10-01,3,0.45,7
3667,2019-10-01,2,0.47,6
3668,2020-07-01,5,0.67,11
3668,2022-10-01,5,0.34,10
3668,2019-07-01,3,0.02,1
3669,2023-10-01,2,0.32,4
3669,2021-01-01,4,0.4,13
3669,2024-04-01,3,0.22,3
3669,2025-10-01,4,0.77,0
3669,2023-01-01,5,0.78,4
3670,2024-04-01,3,0.13,9
3670,2023-07-01,3,0.29,13
3670,2021-01-01,3,0.81,12
3671,2023-07-01,4,0.92,6
3672,2020-10-01,3,0.36,6
3672,2021-07-01,5,0.1,13
3672,2023-04-01,3,0.22,7
3672,2021-04-01,3,0.13,4
3673,2023-04-01,5,0.8,3
3673,2025-04-01,4,0.33,13
3673,2025-10-01,1,0.24,12
3673,2020-07-01,4,0.44,14
3674,2023-07-01,3,0.79,1
3675,2020-10-01,5,0.91,5
3675,2020-07-01,5,0.45,13
3675,2024-07-01,5,0.58,7
3675,2021-07-01,4,0.87,11
3676,2022-10-01,2,0.23,4
3676,2025-01-01,3,0.41,7
3677,2020-10-01,3,0.08,14
3678,2020-07-01,4,0.67,8
3678,2019-10-01,1,0.59,10
3678,2020-10-01,2,0.03,4
3678,2024-04-01,4,0.26,10
3678,2019-07-01,3,0.68,7
3679,2020-10-01,5,0.35,3
3679,2024-07-01,2,0.8,2
3680,2021-01-01,3,0.23,11
3680,2023-04-01,3,0.98,7
3680,2022-10-01,3,0.03,3
3680,2025-04-01,3,0.11,1
3681,2025-10-01,3,0.33,4
3681,2021-04-01,3,0.26,12
3681,2019-10-01,2,0.12,11
3682,2025-04-01,4,0.68,13
3682,2023-07-01,4,0.58,3
3682,2020-07-01,5,0.47,5
3682,2021-01-01,3,0.63,7
3682,2024-04-01,3,0.26,5
3683,2024-01-01,3,0.7,12
3683,2022-01-01,4,0.86,1
3684,2021-04-01,3,0.23,10
3684,2024-01-01,5,0.98,10
3684,2024-10-01,3,0.28,12
3685,2025-01-01,5,0.98,14
3685,2021-07-01,1,0.46,9
3686,2022-10-01,3,0.99,7
3686,2020-01-01,5,0.3,4
3687,2025-07-01,4,0.72,0
3687,2025-10-01,4,0.08,4
3688,2020-01-01,3,0.81,5
3689,2020-10-01,2,0.76,12
3689,2023-07-01,5,0.77,8
3689,2020-04-01,4,0.79,0
3689,2022-10-01,4,0.81,11
3689,2025-10-01,5,0.26,8
3690,2020-01-01,4,0.82,13
3690,2023-07-01,4,0.84,13
3690,2021-10-01,4,0.17,11
3690,2021-01-01,2,0.77,5
3691,2019-10-01,3,0.9,14
3691,2025-01-01,5,0.69,0
3691,2025-07-01,4,0.19,4
3691,2022-10-01,4,0.61,14
3691,2022-07-01,2,0.17,4
3692,2021-04-01,4,0.41,13
3692,2021-10-01,4,0.08,14
3692,2020-07-01,5,0.79,11
3692,2023-01-01,2,0.88,10
3693,2023-10-01,3,0.35,8
3693,2021-10-01,5,0.04,14
3693,2025-10-01,4,0.47,9
3694,2025-04-01,2,0.89,14
3694,2020-07-01,5,0.01,1
3694,2021-04-01,3,0.65,14
3694,2022-01-01,5,0.75,10
3695,2020-04-01,3,0.11,6
3695,2025-07-01,4,0.2,3
3695,2021-07-01,4,0.62,3
3696,2022-10-01,1,0.2,5
3696,2024-04-01,1,0.94,0
3696,2019-07-01,5,0.99,4
3696,2025-01-01,3,0.17,4
3696,2023-01-01,5,0.96,13
3697,2024-01-01,2,0.9,1
3697,2021-10-01,4,0.67,8
3697,2022-04-01,4,0.38,4
3697,2021-04-01,5,0.88,6
3697,2023-07-01,4,0.14,6
3698,2023-07-01,4,0.69,6
3698,2022-07-01,3,0.67,5
3698,2020-04-01,4,0.49,2
3698,2024-01-01,4,0.77,12
3698,2020-07-01,5,0.61,10
3699,2021-01-01,2,0.32,0
3699,2020-04-01,3,0.59,5
3699,2019-07-01,3,0.56,2
3699,2024-07-01,3,0.62,0
3700,2025-01-01,3,0.45,11
3701,2020-07-01,3,0.89,1
3701,2025-10-01,3,0.88,14
3702,2019-07-01,3,0.42,0
3702,2025-04-01,5,0.3,3
3703,2020-01-01,5,0.16,13
3703,2021-04-01,4,0.53,2
3703,2022-04-01,3,0.74,12
3703,2022-01-01,2,0.99,0
3703,2023-10-01,3,0.24,6
3704,2020-07-01,3,0.71,14
3704,2024-04-01,1,0.85,6
3704,2025-04-01,2,0.42,2
3705,2024-10-01,4,0.18,11
3705,2022-10-01,2,0.73,0
3705,2019-10-01,1,0.29,13
3705,2022-04-01,4,0.32,14
3706,2021-04-01,4,0.86,11
3706,2019-07-01,3,0.52,13
3707,2024-04-01,3,0.55,13
3707,2023-04-01,3,0.17,14
3707,2025-01-01,5,0.51,10
3708,2019-07-01,3,0.87,1
3709,2020-10-01,3,0.66,3
3709,2020-01-01,3,0.25,12
3709,2021-10-01,3,0.97,12
3709,2023-04-01,2,0.83,10
3709,2024-07-01,2,0.57,4
3710,2022-01-01,3,0.93,3
3710,2024-07-01,4,0.48,2
3710,2025-04-01,3,0.05,11
3711,2022-01-01,2,0.54,2
3711,2021-04-01,5,0.12,3
3711,2022-10-01,4,0.8,2
3712,2020-07-01,3,0.75,0
3712,2021-01-01,4,0.22,9
3712,2025-04-01,2,0.73,5
3712,2023-07-01,3,0.47,13
3712,2025-10-01,3,0.4,3
3713,2020-10-01,3,0.03,5
3713,2020-07-01,5,0.05,1
3713,2025-04-01,4,0.79,11
3714,2021-04-01,1,0.15,2
3715,2023-01-01,3,0.48,9
3715,2021-01-01,3,0.12,10
3716,2021-07-01,3,0.21,6
3716,2025-04-01,4,0.85,11
3716,2020-01-01,3,0.61,5
3716,2023-10-01,1,0.21,13
3716,2024-07-01,1,0.52,7
3717,2024-10-01,3,0.65,12
3717,2025-01-01,3,0.65,0
3717,2020-07-01,3,0.89,12
3718,2020-04-01,4,0.71,3
3719,2024-10-01,4,0.86,12
3720,2022-07-01,3,0.29,7
3720,2024-10-01,2,0.6,2
3721,2022-01-01,4,0.74,14
3722,2022-04-01,2,0.02,12
3723,2022-01-01,3,0.9,8
3723,2024-10-01,3,0.28,5
3723,2022-10-01,5,0.65,14
3723,2025-01-01,5,0.76,9
3723,2021-04-01,3,0.05,3
3724,2020-10-01,3,0.2,5
3725,2024-07-01,3,0.27,1
3726,2024-07-01,4,0.12,13
3726,2022-01-01,5,0.69,6
3727,2021-04-01,5,0.38,9
3727,2024-04-01,2,0.6,0
3728,2022-04-01,5,0.23,14
3728,2021-07-01,3,0.26,4
3728,2022-10-01,4,0.09,7
3729,2020-04-01,3,0.23,13
3730,2023-04-01,3,0.22,5
3730,2025-07-01,3,0.96,4
3730,2021-01-01,3,0.37,10
3731,2022-10-01,3,0.32,14
3731,2024-01-01,2,0.44,7
3732,2020-01-01,4,0.78,12
3732,2022-07-01,5,0.41,0
3732,2022-01-01,3,0.27,3
3732,2025-01-01,2,0.74,14
3733,2022-07-01,2,0.79,7
3733,2022-01-01,3,0.01,11
3733,2020-04-01,4,0.6,12
3733,2020-01-01,3,0.17,2
3734,2021-04-01,3,0.38,9
3734,2025-04-01,4,0.85,14
3735,2025-04-01,3,0.48,7
3736,2021-04-01,2,0.7,7
3736,2023-07-01,4,0.26,3
3736,2021-10-01,1,0.43,5
3737,2024-10-01,4,0.3,12
3737,2023-01-01,3,0.23,10
3738,2019-10-01,3,0.2,0
3739,2025-04-01,3,0.15,2
3739,2022-10-01,5,0.53,8
3739,2021-04-01,1,0.12,13
3740,2025-04-01,3,0.78,1
3740,2020-07-01,4,0.69,13
3740,2025-01-01,4,0.51,7
3740,2022-07-01,3,0.3,14
3740,2024-04-01,4,0.49,0
3741,2025-10-01,3,0.02,10
3742,2025-01-01,2,0.33,14
3742,2024-07-01,2,0.71,13
3743,2021-01-01,4,0.21,11
3743,2025-10-01,2,0.6,9
3744,2025-01-01,4,0.0,4
3744,2022-04-01,3,0.18,13
3745,2020-10-01,3,0.54,11
3745,2021-07-01,2,0.09,12
3746,2023-04-01,3,0.3,7
3746,2019-10-01,4,0.21,0
3746,2025-07-01,4,0.69,10
3746,2025-10-01,1,0.09,12
3746,2024-07-01,5,0.85,3
3747,2020-07-01,4,0.48,8
3747,2025-01-01,4,0.43,2
3748,2023-07-01,3,0.16,13
3748,2020-01-01,2,0.62,2
3748,2021-07-01,3,0.37,11
3748,2021-01-01,3,0.07,4
3749,2021-10-01,5,0.63,12
3749,2022-07-01,4,0.95,12
3750,2022-07-01,4,0.63,12
3750,2021-10-01,3,0.36,4
3750,2020-07-01,3,0.12,4
3751,2021-04-01,4,0.1,13
3752,2021-01-01,2,0.18,13
3753,2023-01-01,5,0.86,4
3753,2020-04-01,5,0.74,3
3753,2023-07-01,4,0.6,1
3754,2024-07-01,4,0.23,8
3754,2025-07-01,4,0.1,14
3755,2020-04-01,3,0.11,4
3755,2025-07-01,1,0.04,5
3755,2024-04-01,4,0.96,13
3755,2021-10-01,1,0.39,0
3756,2025-10-01,2,0.4,4
3756,2023-10-01,3,0.2,12
3756,2023-07-01,1,0.72,14
3756,2023-04-01,2,0.46,13
3757,2022-04-01,4,0.61,8
3758,2020-10-01,3,0.37,2
3758,2024-04-01,3,0.01,7
3759,2025-07-01,1,0.45,10
3759,2025-04-01,4,0.29,5
3759,2022-01-01,2,0.5,9
3760,2022-04-01,3,0.06,0
3760,2025-04-01,4,0.72,1
3760,2023-10-01,2,0.56,6
3760,2024-10-01,4,0.72,6
3761,2024-04-01,5,0.14,0
3761,2020-10-01,3,0.04,12
3761,2021-04-01,3,0.42,10
3762,2025-07-01,3,0.53,2
3762,2025-10-01,3,0.11,6
3763,2021-10-01,1,0.11,1
3764,2021-04-01,3,0.29,6
3765,2020-07-01,2,0.0,10
3765,2024-04-01,2,0.77,13
3765,2023-04-01,2,0.56,7
3765,2023-01-01,2,0.7,7
3766,2023-10-01,4,0.38,12
3766,2023-04-01,3,0.04,14
3766,2019-07-01,4,0.92,5
3766,2022-01-01,3,0.07,13
3767,2019-10-01,3,0.58,7
3767,2021-01-01,2,0.07,3
3767,2025-07-01,3,0.05,8
3768,2023-01-01,3,0.77,11
3768,2019-10-01,4,0.55,14
3768,2022-04-01,3,0.18,4
3768,2021-07-01,3,0.7,12
3768,2022-10-01,3,0.06,8
3769,2023-07-01,2,0.13,4
3769,2022-10-01,4,0.41,8
3770,2021-10-01,4,0.58,5
3770,2024-01-01,4,0.3,11
3770,2023-01-01,5,0.92,10
3770,2020-01-01,3,0.86,1
3771,2024-07-01,1,0.35,7
3771,2022-07-01,3,0.89,5
3771,2019-10-01,4,0.7,9
3771,2023-04-01,1,0.57,1
3772,2022-07-01,4,0.22,0
3772,2022-04-01,5,0.81,13
3773,2025-10-01,3,0.03,13
3773,2023-07-01,3,0.7,10
3774,2020-07-01,3,0.69,3
3774,2020-10-01,3,0.39,8
3774,2023-01-01,4,0.76,6
3774,2025-04-01,3,0.59,14
3775,2021-01-01,3,0.04,9
3776,2025-07-01,4,0.79,8
3776,2020-01-01,2,0.65,10
3776,2021-10-01,4,0.12,3
3777,2022-07-01,4,0.96,9
3777,2022-04-01,3,0.77,0
3777,2023-10-01,1,0.05,10
3777,2023-04-01,5,0.36,14
3777,2024-10-01,4,0.82,13
3778,2024-07-01,3,0.17,10
3778,2023-07-01,3,0.66,1
3778,2023-10-01,4,0.94,1
3779,2022-01-01,4,0.24,12
3779,2023-01-01,4,0.45,0
3779,2020-10-01,5,0.2,4
3780,2021-01-01,4,0.85,13
3780,2022-10-01,2,0.38,1
3780,2020-04-01,4,0.56,6
3781,2021-01-01,3,0.11,8
3782,2021-07-01,5,0.8,0
3782,2024-07-01,2,0.5,0
3782,2020-07-01,1,0.27,7
3782,2024-04-01,2,0.18,0
3783,2022-07-01,1,0.88,2
3784,2022-04-01,5,0.87,6
3784,2025-04-01,4,0.12,5
3784,2024-10-01,3,0.89,14
3784,2021-07-01,4,0.18,0
3785,2023-07-01,3,0.37,12
3785,2024-07-01,1,0.28,11
3785,2021-07-01,3,0.35,14
3785,2025-10-01,3,0.79,10
3785,2020-07-01,3,0.86,12
3786,2025-07-01,1,0.78,12
3786,2021-10-01,3,0.71,2
3786,2023-07-01,3,0.94,14
3786,2023-04-01,3,0.23,11
3787,2020-07-01,3,0.3,13
3787,2023-10-01,3,0.2,8
3788,2023-07-01,1,0.6,11
3788,2025-07-01,3,0.72,12
3788,2025-10-01,3,0.79,6
3788,2025-01-01,4,0.73,1
3788,2020-07-01,3,0.62,1
3789,2022-04-01,2,0.96,4
3790,2020-01-01,3,0.9,14
3791,2023-04-01,3,0.5,0
3791,2020-07-01,5,0.08,4
3791,2020-01-01,3,0.11,14
3792,2023-01-01,4,0.74,9
3792,2023-10-01,4,0.52,5
3792,2019-10-01,3,0.33,1
3792,2021-10-01,3,0.97,3
3792,2024-07-01,5,0.67,6
3793,2020-07-01,3,0.71,9
3794,2020-01-01,5,0.53,8
3794,2022-07-01,4,0.67,8
3795,2022-04-01,4,0.21,5
3795,2021-07-01,3,0.77,11
3795,2025-10-01,2,0.39,10
3795,2024-10-01,3,0.49,14
3795,2020-01-01,1,0.52,6
3796,2021-10-01,4,0.53,1
3796,2020-01-01,3,0.93,3
3797,2020-10-01,5,0.9,6
3797,2025-04-01,4,0.89,14
3797,2022-04-01,4,0.56,4
3798,2025-07-01,4,0.28,13
3798,2025-04-01,2,0.99,10
3798,2022-07-01,3,0.64,5
3798,2021-04-01,3,0.71,3
3798,2022-10-01,3,0.62,2
3799,2023-10-01,4,0.29,11
3799,2025-04-01,2,0.92,8
3799,2022-10-01,2,0.2,0
3799,2023-07-01,3,0.4,5
3800,2021-10-01,5,0.14,0
3800,2019-10-01,2,0.2,8
3801,2025-10-01,4,0.24,13
3802,2023-04-01,4,0.96,5
3803,2019-10-01,3,0.59,3
3803,2023-07-01,3,0.89,1
3804,2025-07-01,4,0.61,1
3804,2020-10-01,3,0.38,10
3805,2021-04-01,3,0.58,6
3806,2019-10-01,1,0.7,11
3806,2025-10-01,1,0.13,1
3806,2023-10-01,3,0.31,12
3807,2023-10-01,2,0.64,9
3807,2022-10-01,3,0.53,12
3808,2021-10-01,5,0.66,11
3808,2023-07-01,4,0.81,8
3808,2024-07-01,3,0.79,12
3808,2025-07-01,2,0.33,7
3808,2022-01-01,4,0.38,9
3809,2024-01-01,2,0.15,13
3809,2022-04-01,3,0.56,14
3809,2025-01-01,3,0.04,4
3809,2019-07-01,5,0.05,9
3810,2022-07-01,3,0.07,13
3810,2023-01-01,4,0.77,7
3810,2024-10-01,5,0.0,10
3810,2020-04-01,3,0.11,5
3810,2022-10-01,5,0.2,8
3811,2022-10-01,3,0.33,9
3811,2024-04-01,5,0.1,1
3811,2023-10-01,3,0.65,9
3811,2022-01-01,4,0.93,8
3812,2020-04-01,3,0.47,10
3812,2021-10-01,2,0.44,1
3812,2025-01-01,5,0.68,5
3813,2021-07-01,2,0.88,1
3813,2025-01-01,3,0.29,13
3813,2023-04-01,5,0.88,1
3813,2022-01-01,2,0.91,6
3814,2023-10-01,4,0.21,13
3814,2022-04-01,2,0.22,9
3815,2025-04-01,3,0.69,11
3815,2024-10-01,2,0.36,6
3816,2025-01-01,4,0.75,9
3816,2019-07-01,5,0.01,11
3816,2020-10-01,2,0.75,3
3816,2019-10-01,4,0.77,10
3817,2020-07-01,4,0.18,10
3817,2023-10-01,4,0.97,11
3817,2025-07-01,4,0.07,14
3817,2022-07-01,5,0.27,4
3818,2021-10-01,3,0.55,3
3818,2021-01-01,4,0.34,6
3818,2022-07-01,4,0.76,5
3818,2023-10-01,5,0.34,0
3819,2021-01-01,1,0.03,6
3819,2024-10-01,5,0.85,0
3819,2023-10-01,2,0.97,4
3819,2020-07-01,4,0.9,1
3819,2020-10-01,1,0.56,2
3820,2019-07-01,5,0.56,11
3820,2020-07-01,5,0.57,12
3820,2020-10-01,3,0.07,1
3821,2025-07-01,2,0.3,12
3822,2022-04-01,4,0.01,12
3823,2020-01-01,5,0.52,9
3823,2021-04-01,4,0.75,4
3824,2024-01-01,3,0.62,10
3824,2021-07-01,3,0.12,6
3824,2023-10-01,4,0.89,4
3824,2022-04-01,3,0.18,9
3825,2020-01-01,3,0.05,10
3825,2025-10-01,1,0.21,7
3826,2021-10-01,4,0.31,13
3827,2022-10-01,4,0.5,11
3828,2024-10-01,4,0.88,1
3828,2021-10-01,3,0.12,0
3829,2025-01-01,3,0.25,1
3829,2022-04-01,3,0.67,5
3830,2022-07-01,4,0.02,14
3831,2023-04-01,3,0.05,0
3831,2023-07-01,1,0.08,4
3831,2020-07-01,2,0.12,1
3832,2023-01-01,5,0.92,12
3833,2023-07-01,4,0.59,3
3834,2020-10-01,5,0.31,1
3834,2023-04-01,3,0.98,14
3834,2025-10-01,1,0.45,10
3834,2023-10-01,4,0.24,1
3835,2023-10-01,1,0.68,13
3835,2025-07-01,4,0.96,6
3835,2020-01-01,3,0.3,5
3835,2021-04-01,3,0.43,1
3836,2024-10-01,4,0.27,14
3837,2019-10-01,4,0.64,9
3837,2019-07-01,1,0.1,6
3838,2023-01-01,3,0.08,2
3838,2025-10-01,4,0.43,6
3838,2024-04-01,4,0.64,4
3838,2022-07-01,4,0.33,13
3838,2024-10-01,5,0.62,5
3839,2020-10-01,4,0.75,13
3839,2025-01-01,2,0.82,10
3839,2022-07-01,2,0.41,9
3839,2021-10-01,4,0.62,2
3840,2024-07-01,3,0.4,4
3840,2025-07-01,5,0.8,11
3841,2020-07-01,4,0.74,10
3841,2025-04-01,3,0.67,7
3842,2023-07-01,5,0.8,8
3842,2020-10-01,3,0.98,4
3842,2022-10-01,5,0.67,2
3842,2019-10-01,2,0.36,2
3842,2024-01-01,4,0.35,0
3843,2021-10-01,3,0.52,9
3844,2021-04-01,5,0.74,9
3844,2020-10-01,3,0.14,9
3844,2025-07-01,2,0.65,13
3844,2025-01-01,5,0.63,2
3845,2020-10-01,4,0.66,12
3846,2022-04-01,1,0.93,9
3847,2025-04-01,5,0.59,1
3847,2024-07-01,3,0.67,4
3848,2021-10-01,5,0.46,12
3848,2021-01-01,3,0.78,11
3849,2020-01-01,3,0.03,14
3849,2024-01-01,4,0.97,0
3849,2021-07-01,4,0.72,4
3849,2021-04-01,4,0.83,7
3850,2021-01-01,4,0.76,7
3850,2024-10-01,4,0.87,5
3851,2023-10-01,4,0.0,0
3851,2022-07-01,3,0.79,10
3851,2025-07-01,4,0.28,6
3851,2021-10-01,3,0.73,7
3852,2022-10-01,2,0.52,12
3852,2021-04-01,3,0.86,4
3853,2022-07-01,4,0.78,4
3854,2024-04-01,3,0.22,5
3854,2022-10-01,3,0.26,14
3854,2022-04-01,4,0.16,2
3854,2025-10-01,3,0.26,2
3854,2023-01-01,4,0.56,6
3855,2022-04-01,3,0.75,8
3855,2023-10-01,4,0.94,8
3855,2025-01-01,5,0.26,4
3855,2025-07-01,5,0.95,5
3855,2025-10-01,5,0.84,10
3856,2024-07-01,4,0.88,14
3856,2023-10-01,3,0.78,12
3856,2024-01-01,3,0.08,13
3856,2020-04-01,4,0.72,9
3856,2023-04-01,4,0.22,11
3857,2024-04-01,4,0.37,6
3857,2022-10-01,4,0.19,1
3857,2022-01-01,4,0.29,13
3857,2019-10-01,5,0.5,13
3857,2024-01-01,4,0.59,0
3858,2025-10-01,4,0.41,12
3858,2021-01-01,2,0.73,0
3858,2020-04-01,2,0.9,10
3858,2023-01-01,5,0.15,10
3859,2024-04-01,3,0.25,7
3859,2022-07-01,5,0.39,7
3859,2021-01-01,4,0.36,5
3859,2024-07-01,3,0.54,8
3860,2021-04-01,3,0.87,1
3860,2022-04-01,4,0.32,6
3860,2022-10-01,3,0.83,10
3860,2022-07-01,3,0.09,3
3861,2024-01-01,2,0.29,3
3861,2025-07-01,2,0.54,1
3861,2025-04-01,2,0.89,1
3861,2021-07-01,4,0.64,0
3862,2025-10-01,2,0.63,3
3863,2022-04-01,5,0.72,6
3863,2021-01-01,3,0.82,9
3864,2021-07-01,3,0.01,9
3865,2020-01-01,4,0.44,7
3865,2023-01-01,2,0.11,4
3865,2025-01-01,2,0.95,13
3865,2023-07-01,5,0.48,6
3865,2024-04-01,4,0.94,5
3866,2024-07-01,3,0.37,10
3866,2023-04-01,2,0.18,14
3866,2021-04-01,4,0.28,1
3867,2023-01-01,2,0.05,3
3868,2024-07-01,5,0.79,1
3868,2022-10-01,4,0.6,10
3868,2022-01-01,3,0.56,11
3868,2020-04-01,4,0.28,0
3869,2025-01-01,3,0.18,13
3869,2025-10-01,3,0.35,2
3870,2020-10-01,2,0.89,1
3870,2020-04-01,4,0.9,14
3871,2024-01-01,1,0.43,14
3871,2021-10-01,4,0.92,1
3871,2020-10-01,3,0.53,0
3871,2021-04-01,2,0.68,10
3872,2021-07-01,5,0.04,5
3873,2019-07-01,3,0.78,0
3873,2020-01-01,2,0.34,8
3874,2020-04-01,3,0.12,13
3874,2025-07-01,3,0.86,3
3874,2020-07-01,4,0.93,13
3874,2025-04-01,5,0.44,1
3875,2024-07-01,3,0.82,8
3875,2025-04-01,3,0.63,12
3876,2021-10-01,3,0.41,4
3876,2022-07-01,3,0.7,8
3876,2019-10-01,1,0.17,12
3876,2023-01-01,3,0.91,6
3877,2024-04-01,5,0.96,6
3877,2020-01-01,3,0.52,0
3877,2023-01-01,2,0.7,13
3877,2024-10-01,3,0.25,1
3877,2019-07-01,4,0.75,6
3878,2021-01-01,3,0.05,6
3878,2021-07-01,4,0.99,1
3879,2021-01-01,4,0.15,0
3879,2023-01-01,3,0.13,2
3879,2023-10-01,3,0.56,1
3879,2021-04-01,4,0.44,3
3879,2022-01-01,3,0.01,1
3880,2025-01-01,4,0.48,5
3880,2020-07-01,3,0.26,1
3880,2025-07-01,5,0.68,13
3881,2024-10-01,4,0.58,3
3881,2019-10-01,4,0.95,2
3881,2019-07-01,4,0.34,13
3881,2020-07-01,4,0.64,14
3882,2020-04-01,4,0.87,14
3883,2019-10-01,4,0.11,12
3883,2020-07-01,3,0.03,11
3883,2022-07-01,5,0.48,5
3884,2024-01-01,5,0.67,7
3884,2025-04-01,3,0.17,1
3884,2021-04-01,4,0.77,2
3884,2025-01-01,3,0.0,13
3884,2022-01-01,2,0.03,4
3885,2024-07-01,5,0.92,3
3885,2023-04-01,2,0.39,1
3885,2020-07-01,4,0.99,10
3886,2023-04-01,3,0.55,14
3886,2023-10-01,5,0.59,8
3886,2020-04-01,5,0.31,14
3887,2021-10-01,4,0.7,13
3887,2022-01-01,3,0.9,7
3888,2020-07-01,4,0.48,10
3888,2022-07-01,3,0.09,7
3888,2021-04-01,3,0.0,2
3888,2024-10-01,2,0.61,11
3888,2025-04-01,1,0.41,0
3889,2020-04-01,4,0.63,12
3889,2023-04-01,4,0.51,1
3889,2019-07-01,2,0.77,2
3890,2022-04-01,4,0.65,13
3890,2023-07-01,3,0.65,7
3890,2024-01-01,3,0.91,12
3890,2021-07-01,1,0.86,9
3891,2022-01-01,4,0.43,0
3892,2021-01-01,5,0.96,5
3892,2024-10-01,2,0.68,2
3893,2020-10-01,3,0.04,3
3893,2022-07-01,5,0.91,13
3893,2024-04-01,3,0.42,4
3893,2022-04-01,1,0.32,4
3894,2023-01-01,4,0.66,5
3895,2019-10-01,4,0.35,11
3895,2021-10-01,3,0.03,8
3895,2022-07-01,5,0.78,1
3896,2022-04-01,3,0.89,7
3897,2020-04-01,3,0.64,7
3897,2021-10-01,3,0.65,13
3897,2020-07-01,5,0.84,12
3898,2024-07-01,3,0.58,8
3898,2023-07-01,2,0.75,9
3898,2020-04-01,4,0.78,12
3898,2020-10-01,3,0.96,11
3899,2024-10-01,4,0.99,2
3899,2020-10-01,2,0.67,2
3899,2023-01-01,5,0.46,6
3899,2023-07-01,3,0.7,8
3899,2023-10-01,2,0.5,8
3900,2024-07-01,4,1.0,7
3900,2021-10-01,3,0.6,14
3900,2022-04-01,4,0.82,5
3901,2020-07-01,4,0.59,4
3901,2024-04-01,3,0.97,6
3901,2021-10-01,4,0.91,5
3901,2025-04-01,4,0.12,6
3902,2024-01-01,5,0.67,7
3902,2020-07-01,1,0.79,12
3902,2021-07-01,3,0.79,9
3902,2023-04-01,3,0.43,2
3902,2023-07-01,4,1.0,14
3903,2021-01-01,3,0.98,7
3903,2022-07-01,2,0.32,14
3903,2021-07-01,5,0.75,13
3903,2019-10-01,4,0.87,11
3903,2022-04-01,3,0.31,3
3904,2022-07-01,5,0.83,8
3904,2024-04-01,3,0.32,9
3904,2020-01-01,3,0.12,9
3904,2020-10-01,4,0.17,6
3905,2024-04-01,4,0.47,5
3905,2022-07-01,4,0.93,8
3905,2019-10-01,2,0.14,4
3905,2024-10-01,4,0.17,11
3906,2021-07-01,3,0.85,10
3906,2022-10-01,4,0.3,7
3906,2020-07-01,4,0.79,8
3906,2019-10-01,3,0.16,3
3907,2024-07-01,5,0.75,4
3907,2021-01-01,3,0.87,2
3908,2022-07-01,5,0.57,12
3908,2024-10-01,4,0.38,4
3908,2023-10-01,2,0.99,4
3908,2021-04-01,3,0.19,2
3908,2021-01-01,3,0.65,11
3909,2021-10-01,3,0.21,14
3909,2024-04-01,3,0.71,7
3909,2023-04-01,4,0.54,4
3910,2020-04-01,4,0.24,13
3910,2024-01-01,4,0.61,0
3910,2025-04-01,1,0.83,7
3910,2025-10-01,4,0.63,14
3910,2022-01-01,3,0.32,6
3911,2025-04-01,2,0.29,5
3911,2019-07-01,1,0.85,4
3911,2025-10-01,2,0.55,0
3911,2022-04-01,3,0.26,10
3912,2025-04-01,3,0.37,14
3912,2021-01-01,4,0.96,9
3912,2025-07-01,4,0.73,11
3913,2022-01-01,4,0.29,8
3913,2025-04-01,3,0.17,10
3913,2022-07-01,5,0.22,7
3913,2024-04-01,4,0.98,4
3913,2023-04-01,4,0.05,14
3914,2020-10-01,3,0.56,11
3914,2022-07-01,3,0.53,13
3914,2021-04-01,4,0.59,12
3914,2020-01-01,4,0.21,2
3914,2024-07-01,3,0.2,7
3915,2021-01-01,5,0.09,6
3915,2023-04-01,3,0.21,12
3916,2023-01-01,5,0.8,9
3916,2022-10-01,3,0.93,8
3916,2023-07-01,3,0.35,7
3917,2023-07-01,5,0.02,4
3917,2019-10-01,3,0.92,1
3917,2020-04-01,5,0.52,2
3918,2025-04-01,4,0.78,8
3919,2022-10-01,1,0.74,13
3919,2019-07-01,4,0.92,11
3919,2025-10-01,4,0.47,3
3920,2019-07-01,3,0.24,11
3921,2019-10-01,4,0.49,0
3921,2023-10-01,2,0.58,3
3921,2022-04-01,5,0.69,1
3921,2020-04-01,3,0.29,11
3922,2024-07-01,4,0.95,6
3922,2024-10-01,4,0.38,5
3922,2023-10-01,5,0.3,9
3923,2022-04-01,3,0.92,9
3923,2025-04-01,3,0.86,12
3923,2021-04-01,2,0.44,2
3923,2025-07-01,4,0.74,3
3924,2021-10-01,1,0.57,6
3924,2024-04-01,5,0.72,7
3924,2020-07-01,3,0.85,7
3924,2022-07-01,3,0.02,2
3925,2020-01-01,4,0.79,14
3925,2020-07-01,4,0.82,14
3925,2022-10-01,5,0.77,11
3925,2022-07-01,3,0.53,14
3926,2020-07-01,3,0.29,1
3926,2025-07-01,3,0.31,9
3927,2024-01-01,3,0.46,5
3927,2025-10-01,2,0.94,4
3927,2024-10-01,3,0.56,10
3927,2021-04-01,5,0.26,11
3927,2024-07-01,3,0.13,4
3928,2021-01-01,3,0.89,12
3928,2022-10-01,4,0.16,10
3928,2025-10-01,1,0.97,10
3928,2025-01-01,4,0.26,5
3929,2020-10-01,3,0.36,0
3929,2019-07-01,3,0.02,0
3929,2022-01-01,4,0.79,11
3929,2024-04-01,2,0.45,3
3930,2020-04-01,5,0.34,14
3930,2020-07-01,1,0.42,3
3930,2019-10-01,4,0.63,5
3931,2020-01-01,5,0.22,13
3931,2022-10-01,3,0.06,2
