candidate_id,skill
28397,R
28397,NLP
28397,A/B Testing
28397,DAX
28398,Scala
28398,Model Monitoring
28398,Java
28399,Looker
28399,Git
28399,PyTorch
28399,Azure
28399,Time Series
28400,A/B Testing
28400,Model Monitoring
28400,LightGBM
28400,NoSQL
28400,Excel
28400,Statistics
28401,Looker
28401,NLP
28401,Java
28401,A/B Testing
28402,Data Warehousing
28402,Streamlit
28402,C++
28402,Python
28402,SHAP
28402,RAG
28403,Python
28403,Streamlit
28403,Snowflake
28403,DAX
28403,TensorFlow
28404,ETL
28404,Kubernetes
28404,PowerBI
28404,SHAP
28404,Model Monitoring
28405,Model Monitoring
28405,Feature Engineering
28405,LLM
28405,NoSQL
28406,Model Monitoring
28406,Redshift
28406,PowerBI
28406,SHAP
28407,LangChain
28407,SQL
28407,Kubernetes
28407,Redshift
28408,RAG
28408,NumPy
28408,Hadoop
28408,MLOps
28409,Scikit-learn
28409,Streamlit
28409,A/B Testing
28409,Azure
28410,LangChain
28410,Data Warehousing
28410,Computer Vision
28410,AWS
28410,PyTorch
28410,NLP
28411,Computer Vision
28411,Tableau
28411,Model Monitoring
28411,Git
28411,NumPy
28412,Statistics
28412,DAX
28412,Feature Engineering
28412,AWS
28413,C++
28413,XGBoost
28413,Feature Engineering
28413,NLP
28414,Time Series
28414,LangChain
28414,Scikit-learn
28414,SHAP
28414,Java
28415,Feature Engineering
28415,A/B Testing
28415,NLP
28415,Kubernetes
28416,Redshift
28416,Git
28416,Statistics
28416,LightGBM
28417,LangChain
28417,Model Monitoring
28417,Pandas
28417,NumPy
28417,XGBoost
28418,LangChain
28418,Databricks
28418,LLM
28419,Kubernetes
28419,DAX
28419,MLOps
28419,Airflow
28420,PyTorch
28420,Databricks
28420,Docker
28420,Hadoop
28420,Airflow
28420,RAG
28421,Spark
28421,Feature Engineering
28421,MLOps
28421,Python
28421,Java
28422,TensorFlow
28422,Redshift
28422,Python
28422,Snowflake
28422,Excel
28423,Git
28423,Time Series
28423,Linux
28423,Model Monitoring
28424,SHAP
28424,TensorFlow
28424,Snowflake
28424,RAG
28424,A/B Testing
28425,Docker
28425,RAG
28425,Airflow
28425,Azure
28425,Spark
28426,Python
28426,Pandas
28426,Excel
28426,Model Monitoring
28426,Feature Engineering
28427,Azure
28427,Statistics
28427,LangChain
28427,Reinforcement Learning
28428,Statistics
28428,A/B Testing
28428,Docker
28428,PowerBI
28429,PostgreSQL
28429,MLOps
28429,SQL
28430,PowerBI
28430,AWS
28430,Data Warehousing
28430,Databricks
28430,MLOps
28431,GCP
28431,PowerBI
28431,Linux
28431,Azure
28432,Git
28432,Docker
28432,Databricks
28432,Airflow
28433,AWS
28433,Reinforcement Learning
28433,LightGBM
28433,LLM
28433,Pandas
28434,Model Monitoring
28434,Tableau
28434,MLOps
28434,Data Warehousing
28435,GCP
28435,Databricks
28435,NoSQL
28435,XGBoost
28436,PowerBI
28436,Streamlit
28436,Databricks
28436,ETL
28436,SQL
28437,Data Warehousing
28437,DAX
28437,LightGBM
28437,LLM
28437,Pandas
28437,SHAP
28438,Pandas
28438,Feature Engineering
28438,R
28438,Java
28438,AWS
28439,PowerBI
28439,Streamlit
28439,LLM
28439,Scikit-learn
28439,Azure
28440,TensorFlow
28440,MLOps
28440,ETL
28440,Tableau
28440,Databricks
28441,LangChain
28441,Excel
28441,Streamlit
28442,Scala
28442,Model Monitoring
28442,Docker
28442,LangChain
28442,SQL
28443,Time Series
28443,NoSQL
28443,SHAP
28443,NumPy
28444,R
28444,DAX
28444,Pandas
28444,XGBoost
28445,Redshift
28445,NLP
28445,Reinforcement Learning
28445,LangChain
28446,Statistics
28446,LLM
28446,Redshift
28447,Data Warehousing
28447,Statistics
28447,NoSQL
28447,Snowflake
28447,Hadoop
28448,Python
28448,GCP
28448,Docker
28448,Databricks
28449,Model Monitoring
28449,NoSQL
28449,Excel
28449,ETL
28449,DAX
28450,C++
28450,Docker
28450,Databricks
28450,Scikit-learn
28450,MLOps
28450,PyTorch
28451,Excel
28451,PyTorch
28451,Streamlit
28452,Java
28452,RAG
28452,LLM
28452,Spark
28452,AWS
28453,Scikit-learn
28453,XGBoost
28453,Scala
28453,NoSQL
28454,ETL
28454,PostgreSQL
28454,Model Monitoring
28455,Statistics
28455,Python
28455,Scala
28455,Databricks
28456,C++
28456,MLOps
28456,Snowflake
28456,Java
28456,R
28457,Scikit-learn
28457,TensorFlow
28457,RAG
28457,Scala
28458,Scikit-learn
28458,Redshift
28458,LightGBM
28458,RAG
28459,Feature Engineering
28459,Time Series
28459,MLOps
28459,Linux
28459,Pandas
28460,Tableau
28460,Git
28460,Pandas
28460,TensorFlow
28460,PyTorch
28461,NoSQL
28461,XGBoost
28461,LLM
28461,NumPy
28461,Model Monitoring
28462,RAG
28462,NoSQL
28462,Databricks
28462,Docker
28463,PyTorch
28463,LangChain
28463,Java
28463,LLM
28463,Scala
28464,TensorFlow
28464,NoSQL
28464,SHAP
28464,R
28464,C++
28465,PyTorch
28465,Spark
28465,Databricks
28465,Snowflake
28465,Kubernetes
28466,Model Monitoring
28466,Streamlit
28466,LangChain
28466,AWS
28466,Linux
28467,LangChain
28467,LLM
28467,MLOps
28467,Airflow
28467,XGBoost
28468,C++
28468,Excel
28468,LangChain
28468,Pandas
28468,DAX
28469,PyTorch
28469,SQL
28469,Excel
28470,Git
28470,Java
28470,Looker
28470,Feature Engineering
28471,Airflow
28471,Kubernetes
28471,A/B Testing
28471,Time Series
28471,Git
28472,Spark
28472,Feature Engineering
28472,Scala
28472,Linux
28473,Feature Engineering
28473,Tableau
28473,Pandas
28473,Looker
28473,PostgreSQL
28474,R
28474,Azure
28474,Excel
28474,Spark
28475,MLOps
28475,TensorFlow
28475,Data Warehousing
28475,ETL
28475,Pandas
28476,DAX
28476,Airflow
28476,Scala
28476,Git
28477,Tableau
28477,LLM
28477,Model Monitoring
28477,Looker
28477,Hadoop
28478,Time Series
28478,Spark
28478,Computer Vision
28478,NLP
28479,Data Warehousing
28479,Airflow
28479,Git
28479,SHAP
28479,Azure
28480,Excel
28480,Time Series
28480,Model Monitoring
28480,A/B Testing
28480,Hadoop
28481,LangChain
28481,Looker
28481,Azure
28481,PyTorch
28482,LangChain
28482,Docker
28482,Excel
28483,LangChain
28483,XGBoost
28483,A/B Testing
28484,Python
28484,MLOps
28484,Redshift
28485,C++
28485,PostgreSQL
28485,PyTorch
28485,AWS
28485,Feature Engineering
28486,PowerBI
28486,AWS
28486,Docker
28486,NoSQL
28486,Databricks
28487,PyTorch
28487,Python
28487,C++
28487,DAX
28488,R
28488,Streamlit
28488,Java
28488,Git
28489,Pandas
28489,Model Monitoring
28489,PostgreSQL
28489,C++
28489,SHAP
28490,Data Warehousing
28490,Kubernetes
28490,SHAP
28490,Snowflake
28490,Looker
28490,TensorFlow
28491,ETL
28491,LangChain
28491,Pandas
28491,Kubernetes
28492,Data Warehousing
28492,LightGBM
28492,Docker
28492,Linux
28493,Spark
28493,Git
28493,AWS
28493,Reinforcement Learning
28493,Linux
28493,Hadoop
28494,PostgreSQL
28494,Tableau
28494,Looker
28494,Data Warehousing
28494,Pandas
28495,Java
28495,Snowflake
28495,Scala
28495,Docker
28496,MLOps
28496,SHAP
28496,XGBoost
28496,Excel
28497,Excel
28497,LightGBM
28497,DAX
28497,R
28498,NoSQL
28498,PostgreSQL
28498,PowerBI
28499,NumPy
28499,Statistics
28499,DAX
28499,ETL
28500,Pandas
28500,Feature Engineering
28500,Data Warehousing
28500,Linux
28501,Kubernetes
28501,MLOps
28501,NoSQL
28502,Hadoop
28502,PowerBI
28502,ETL
28502,LightGBM
28502,LLM
28503,Airflow
28503,Python
28503,GCP
28503,Reinforcement Learning
28503,Data Warehousing
28504,Hadoop
28504,AWS
28504,R
28504,Kubernetes
28505,SHAP
28505,DAX
28505,R
28505,NoSQL
28506,DAX
28506,Docker
28506,Statistics
28506,XGBoost
28507,TensorFlow
28507,Java
28507,Looker
28507,SHAP
28508,Java
28508,NoSQL
28508,Model Monitoring
28508,MLOps
28508,LightGBM
28508,DAX
28509,Time Series
28509,Reinforcement Learning
28509,Model Monitoring
28509,Docker
28509,Git
28509,Pandas
28510,Kubernetes
28510,Computer Vision
28510,Streamlit
28510,DAX
28511,Airflow
28511,Kubernetes
28511,RAG
28511,SHAP
28511,SQL
28512,Kubernetes
28512,NLP
28512,R
28512,PowerBI
28512,A/B Testing
28513,Snowflake
28513,Data Warehousing
28513,Computer Vision
28513,Git
28514,NoSQL
28514,Snowflake
28514,Java
28514,Tableau
28515,Computer Vision
28515,Kubernetes
28515,NLP
28515,GCP
28515,Looker
28515,PyTorch
28516,R
28516,NoSQL
28516,Time Series
28516,NumPy
28516,Linux
28517,SHAP
28517,Scikit-learn
28517,Tableau
28517,Docker
28518,NLP
28518,PowerBI
28518,Databricks
28518,SQL
28518,Time Series
28519,R
28519,Databricks
28519,PostgreSQL
28519,Scala
28519,TensorFlow
28519,Model Monitoring
28520,MLOps
28520,NoSQL
28520,AWS
28520,Tableau
28520,LangChain
28521,LangChain
28521,Reinforcement Learning
28521,Excel
28521,Redshift
28521,AWS
28522,Azure
28522,NumPy
28522,LangChain
28522,Kubernetes
28522,Python
28523,TensorFlow
28523,Data Warehousing
28523,Spark
28523,Redshift
28524,Computer Vision
28524,A/B Testing
28524,PyTorch
28524,Git
28525,Snowflake
28525,C++
28525,Hadoop
28526,TensorFlow
28526,Scala
28526,MLOps
28526,Streamlit
28527,Scikit-learn
28527,A/B Testing
28527,Redshift
28528,Pandas
28528,PyTorch
28528,Hadoop
28528,NumPy
28528,MLOps
28529,Scala
28529,PyTorch
28529,Airflow
28529,MLOps
28530,Time Series
28530,Databricks
28530,ETL
28530,Docker
28530,Scikit-learn
28531,AWS
28531,A/B Testing
28531,Statistics
28531,Hadoop
28531,Data Warehousing
28532,Redshift
28532,Data Warehousing
28532,Streamlit
28532,TensorFlow
28533,C++
28533,Databricks
28533,Git
28533,Model Monitoring
28534,A/B Testing
28534,Feature Engineering
28534,Scala
28534,Time Series
28534,Kubernetes
28535,Python
28535,R
28535,A/B Testing
28535,Git
28535,Time Series
28536,Docker
28536,XGBoost
28536,PostgreSQL
28537,Tableau
28537,Java
28537,PowerBI
28537,LLM
28538,Data Warehousing
28538,Spark
28538,Reinforcement Learning
28538,Computer Vision
28539,Redshift
28539,GCP
28539,Scala
28539,SHAP
28539,A/B Testing
28540,Docker
28540,Kubernetes
28540,Snowflake
28540,C++
28540,Computer Vision
28541,GCP
28541,Databricks
28541,Docker
28541,NoSQL
28541,TensorFlow
28541,Feature Engineering
28542,Streamlit
28542,ETL
28542,A/B Testing
28543,RAG
28543,Looker
28543,MLOps
28543,PyTorch
28544,LightGBM
28544,Statistics
28544,A/B Testing
28544,AWS
28544,Kubernetes
28545,PyTorch
28545,Java
28545,XGBoost
28546,PowerBI
28546,Model Monitoring
28546,A/B Testing
28546,Data Warehousing
28547,PyTorch
28547,Streamlit
28547,Time Series
28548,DAX
28548,R
28548,A/B Testing
28548,Docker
28548,ETL
28548,Streamlit
28549,R
28549,TensorFlow
28549,Computer Vision
28549,GCP
28549,C++
28550,TensorFlow
28550,Kubernetes
28550,Computer Vision
28550,AWS
28550,Python
28551,XGBoost
28551,Computer Vision
28551,Redshift
28551,Feature Engineering
28551,ETL
28552,Pandas
28552,GCP
28552,Time Series
28552,LangChain
28553,TensorFlow
28553,Hadoop
28553,NoSQL
28553,Tableau
28553,Time Series
28554,Tableau
28554,RAG
28554,ETL
28554,PyTorch
28555,Spark
28555,Airflow
28555,Docker
28556,Databricks
28556,NumPy
28556,LLM
28556,Spark
28557,Feature Engineering
28557,LangChain
28557,Redshift
28557,C++
28558,SHAP
28558,DAX
28558,Kubernetes
28558,Hadoop
28558,Docker
28559,Data Warehousing
28559,Reinforcement Learning
28559,TensorFlow
28559,LightGBM
28560,NumPy
28560,A/B Testing
28560,Snowflake
28560,TensorFlow
28560,AWS
28561,Pandas
28561,Redshift
28561,TensorFlow
28561,LangChain
28561,Time Series
28562,Computer Vision
28562,Docker
28562,Streamlit
28562,Excel
28563,Feature Engineering
28563,Databricks
28563,LangChain
28563,Scala
28563,SQL
28563,NumPy
28564,Computer Vision
28564,LightGBM
28564,Tableau
28565,Pandas
28565,Reinforcement Learning
28565,Snowflake
28565,NumPy
28566,Statistics
28566,MLOps
28566,Snowflake
28566,Reinforcement Learning
28567,GCP
28567,Hadoop
28567,Azure
28567,MLOps
28568,Spark
28568,Time Series
28568,Databricks
28569,SHAP
28569,LightGBM
28569,AWS
28569,RAG
28569,C++
28569,Java
28570,GCP
28570,Java
28570,Git
28570,Data Warehousing
28571,Redshift
28571,NumPy
28571,TensorFlow
28571,A/B Testing
28571,Docker
28571,SHAP
28572,PyTorch
28572,Computer Vision
28572,Streamlit
28572,Python
28573,Airflow
28573,SHAP
28573,ETL
28573,Reinforcement Learning
28574,Scikit-learn
28574,Airflow
28574,ETL
28574,XGBoost
28575,Hadoop
28575,Databricks
28575,Azure
28575,LightGBM
28575,Airflow
28576,AWS
28576,Excel
28576,Reinforcement Learning
28576,Computer Vision
28576,Looker
28577,SQL
28577,RAG
28577,Spark
28577,Redshift
28577,A/B Testing
28578,Scikit-learn
28578,Docker
28578,Computer Vision
28578,SQL
28579,NLP
28579,GCP
28579,NumPy
28579,DAX
28579,Reinforcement Learning
28580,RAG
28580,Databricks
28580,PyTorch
28580,SQL
28581,NumPy
28581,Redshift
28581,R
28581,LLM
28582,Pandas
28582,Data Warehousing
28582,Streamlit
28582,SHAP
28582,DAX
28582,C++
28583,Airflow
28583,Spark
28583,Java
28583,Model Monitoring
28583,ETL
28584,Linux
28584,ETL
28584,AWS
28585,Scala
28585,NumPy
28585,LLM
28585,Tableau
28585,NoSQL
28585,Looker
28586,ETL
28586,PyTorch
28586,SHAP
28586,Linux
28586,Computer Vision
28586,Tableau
28587,Streamlit
28587,C++
28587,Tableau
28587,Docker
28587,PyTorch
28588,Computer Vision
28588,PyTorch
28588,SHAP
28588,Hadoop
28589,Snowflake
28589,Java
28589,Scikit-learn
28589,Streamlit
28590,PostgreSQL
28590,LightGBM
28590,ETL
28590,Time Series
28590,Excel
28591,RAG
28591,XGBoost
28591,Statistics
28591,Databricks
28592,SQL
28592,Model Monitoring
28592,Kubernetes
28592,TensorFlow
28593,XGBoost
28593,C++
28593,PostgreSQL
28593,Feature Engineering
28593,Statistics
28593,MLOps
28594,Time Series
28594,Reinforcement Learning
28594,Hadoop
28594,Linux
28594,Tableau
28595,A/B Testing
28595,Scikit-learn
28595,DAX
28595,Git
28596,Azure
28596,Spark
28596,ETL
28597,LangChain
28597,Reinforcement Learning
28597,Excel
28597,Spark
28598,AWS
28598,Excel
28598,Streamlit
28598,C++
28599,TensorFlow
28599,Spark
28599,Git
28599,Snowflake
28600,Looker
28600,Time Series
28600,Spark
28600,NLP
28601,PowerBI
28601,Reinforcement Learning
28601,SHAP
28601,Git
28601,Looker
28601,NLP
28602,PyTorch
28602,RAG
28602,Data Warehousing
28602,SQL
28602,Streamlit
28602,Snowflake
28603,AWS
28603,Linux
28603,Kubernetes
28604,PostgreSQL
28604,Python
28604,A/B Testing
28604,PyTorch
28604,LangChain
28605,Docker
28605,PowerBI
28605,PostgreSQL
28605,Airflow
28605,Linux
28606,C++
28606,Airflow
28606,Statistics
28607,Tableau
28607,C++
28607,Java
28607,SQL
28607,SHAP
28608,SQL
28608,LangChain
28608,Snowflake
28608,Linux
28608,Feature Engineering
28609,Model Monitoring
28609,Scala
28609,Time Series
28609,Computer Vision
28610,GCP
28610,PowerBI
28610,Docker
28611,NoSQL
28611,Pandas
28611,C++
28611,Docker
28611,A/B Testing
28612,GCP
28612,PowerBI
28612,ETL
28613,C++
28613,Feature Engineering
28613,Time Series
28613,ETL
28614,Databricks
28614,Scikit-learn
28614,Pandas
28614,ETL
28615,LangChain
28615,Python
28615,A/B Testing
28615,LightGBM
28615,Airflow
28616,Reinforcement Learning
28616,LightGBM
28616,A/B Testing
28616,Hadoop
28616,LLM
28617,Spark
28617,AWS
28617,DAX
28618,C++
28618,LLM
28618,R
28618,LangChain
28618,Redshift
28618,Time Series
28619,Tableau
28619,Python
28619,Time Series
28619,RAG
28619,XGBoost
28620,GCP
28620,Looker
28620,Computer Vision
28620,NumPy
28621,Statistics
28621,GCP
28621,Scikit-learn
28622,SHAP
28622,Hadoop
28622,PowerBI
28622,MLOps
28623,Snowflake
28623,C++
28623,Excel
28624,PostgreSQL
28624,NoSQL
28624,TensorFlow
28624,R
28624,LangChain
28624,Time Series
28625,Computer Vision
28625,Airflow
28625,Snowflake
28625,PyTorch
28626,ETL
28626,Azure
28626,NLP
28627,Data Warehousing
28627,Reinforcement Learning
28627,Model Monitoring
28627,Scikit-learn
28627,Snowflake
28628,SHAP
28628,Tableau
28628,Data Warehousing
28629,PyTorch
28629,Excel
28629,Linux
28629,Scala
28630,DAX
28630,C++
28630,LangChain
28631,DAX
28631,AWS
28631,Linux
28631,Streamlit
28632,XGBoost
28632,Java
28632,Azure
28632,DAX
28633,Docker
28633,ETL
28633,PyTorch
28633,Redshift
28633,Streamlit
28634,Spark
28634,Model Monitoring
28634,Hadoop
28634,Airflow
28634,NumPy
28635,DAX
28635,SQL
28635,Airflow
28635,TensorFlow
28635,GCP
28635,NumPy
28636,Streamlit
28636,LangChain
28636,PowerBI
28636,LightGBM
28636,MLOps
28637,Looker
28637,Statistics
28637,Databricks
28637,Linux
28638,Feature Engineering
28638,NumPy
28638,MLOps
28638,Java
28639,A/B Testing
28639,DAX
28639,SQL
28640,Docker
28640,MLOps
28640,NoSQL
28640,Scala
28640,Kubernetes
28641,NLP
28641,MLOps
28641,C++
28641,Excel
28642,Git
28642,Looker
28642,DAX
28643,Tableau
28643,MLOps
28643,Linux
28643,Pandas
28644,NoSQL
28644,Looker
28644,AWS
28644,Streamlit
28645,TensorFlow
28645,Time Series
28645,C++
28645,LangChain
28645,Linux
28646,Git
28646,Spark
28646,Snowflake
28646,Streamlit
28647,Feature Engineering
28647,Data Warehousing
28647,AWS
28648,Git
28648,Snowflake
28648,MLOps
28648,PyTorch
28648,PowerBI
28649,NumPy
28649,SHAP
28649,Hadoop
28649,Computer Vision
28650,NoSQL
28650,MLOps
28650,NLP
28650,ETL
28651,NumPy
28651,Excel
28651,Model Monitoring
28651,SQL
28651,Pandas
28652,Snowflake
28652,Databricks
28652,PyTorch
28652,RAG
28653,Scala
28653,ETL
28653,Kubernetes
28653,SQL
28654,Scikit-learn
28654,Feature Engineering
28654,PostgreSQL
28654,Time Series
28654,PowerBI
28655,Time Series
28655,Docker
28655,Git
28655,LangChain
28655,RAG
28656,Scala
28656,Statistics
28656,C++
28657,TensorFlow
28657,NoSQL
28657,Linux
28658,Java
28658,RAG
28658,Airflow
28658,Tableau
28659,ETL
28659,Azure
28659,LLM
28659,SHAP
28660,Data Warehousing
28660,Tableau
28660,Computer Vision
28660,RAG
28660,PostgreSQL
28661,C++
28661,LangChain
28661,NumPy
28661,Pandas
28661,Feature Engineering
28662,XGBoost
28662,DAX
28662,Model Monitoring
28662,PostgreSQL
28663,SHAP
28663,DAX
28663,NumPy
28663,PostgreSQL
28664,XGBoost
28664,Azure
28664,Scala
28664,Airflow
28665,Reinforcement Learning
28665,C++
28665,GCP
28665,Airflow
28666,LangChain
28666,PostgreSQL
28666,C++
28666,TensorFlow
28666,RAG
28667,Scala
28667,Streamlit
28667,Python
28667,Data Warehousing
28668,R
28668,XGBoost
28668,RAG
28668,Tableau
28669,Excel
28669,Scala
28669,Pandas
28670,C++
28670,Streamlit
28670,Python
28670,Java
28670,Data Warehousing
28671,Reinforcement Learning
28671,R
28671,PostgreSQL
28671,LightGBM
28672,Scala
28672,R
28672,A/B Testing
28672,NLP
28672,PyTorch
28673,Kubernetes
28673,PyTorch
28673,Time Series
28674,Tableau
28674,Reinforcement Learning
28674,Excel
28674,C++
28674,NumPy
28674,Computer Vision
28675,NumPy
28675,Pandas
28675,DAX
28675,RAG
28676,Scikit-learn
28676,PowerBI
28676,NumPy
28676,Looker
28676,Python
28677,NumPy
28677,Looker
28677,Hadoop
28677,MLOps
28678,TensorFlow
28678,DAX
28678,NoSQL
28678,Java
28679,Snowflake
28679,Hadoop
28679,Docker
28679,Linux
28680,Git
28680,Python
28680,Tableau
28680,NLP
28680,PowerBI
28681,LangChain
28681,DAX
28681,GCP
28681,LLM
28682,Tableau
28682,Data Warehousing
28682,Model Monitoring
28682,Excel
28682,SHAP
28682,Snowflake
28683,LangChain
28683,Python
28683,Computer Vision
28683,LLM
28683,Linux
28684,Model Monitoring
28684,SHAP
28684,LangChain
28684,NoSQL
28685,A/B Testing
28685,Reinforcement Learning
28685,Pandas
28685,Docker
28686,Docker
28686,A/B Testing
28686,AWS
28687,RAG
28687,Linux
28687,Snowflake
28687,Java
28687,Excel
28688,GCP
28688,ETL
28688,RAG
28689,Docker
28689,Tableau
28689,Feature Engineering
28689,A/B Testing
28690,Model Monitoring
28690,ETL
28690,XGBoost
28691,C++
28691,Tableau
28691,NoSQL
28691,Linux
28691,A/B Testing
28691,NLP
28692,Hadoop
28692,Computer Vision
28692,ETL
28692,Data Warehousing
28692,SHAP
28693,PyTorch
28693,Model Monitoring
28693,Scala
28693,Redshift
28693,DAX
28694,Reinforcement Learning
28694,Looker
28694,Pandas
28694,SQL
28694,Docker
28695,A/B Testing
28695,Looker
28695,Streamlit
28695,Model Monitoring
28695,Spark
28696,TensorFlow
28696,SQL
28696,Data Warehousing
28696,Statistics
28696,GCP
28696,AWS
28697,AWS
28697,Databricks
28697,Statistics
28697,LLM
28698,Linux
28698,Docker
28698,Computer Vision
28699,Git
28699,Pandas
28699,Linux
28699,Airflow
28700,AWS
28700,Linux
28700,A/B Testing
28700,LLM
28700,Java
28701,LLM
28701,Pandas
28701,Java
28701,PyTorch
28701,Redshift
28701,MLOps
28702,PowerBI
28702,Kubernetes
28702,Databricks
28702,Azure
28703,SHAP
28703,Snowflake
28703,A/B Testing
28703,Model Monitoring
28703,RAG
28704,NumPy
28704,LLM
28704,Statistics
28704,SHAP
28704,Python
28704,Pandas
28705,Scikit-learn
28705,Pandas
28705,Docker
28705,NumPy
28705,Looker
28706,Snowflake
28706,PowerBI
28706,Time Series
28706,Scikit-learn
28706,NoSQL
28707,LLM
28707,DAX
28707,Reinforcement Learning
28707,Databricks
28708,LightGBM
28708,SQL
28708,PyTorch
28708,NoSQL
28709,TensorFlow
28709,Spark
28709,NumPy
28709,Hadoop
28709,LangChain
28709,C++
28710,Scikit-learn
28710,Scala
28710,NoSQL
28710,PowerBI
28710,Time Series
28711,PyTorch
28711,Spark
28711,Scala
28711,NLP
28712,Redshift
28712,Git
28712,Looker
28713,Model Monitoring
28713,PyTorch
28713,NoSQL
28713,TensorFlow
28714,Spark
28714,Excel
28714,A/B Testing
28714,R
28714,NumPy
28715,Airflow
28715,SQL
28715,Model Monitoring
28715,XGBoost
28715,DAX
28715,Pandas
28716,NLP
28716,Feature Engineering
28716,NoSQL
28716,Reinforcement Learning
28716,Scikit-learn
28717,Docker
28717,Statistics
28717,NoSQL
28717,Streamlit
28717,Model Monitoring
28718,Reinforcement Learning
28718,LightGBM
28718,Docker
28718,GCP
28718,XGBoost
28719,PostgreSQL
28719,Snowflake
28719,Spark
28719,Data Warehousing
28719,PyTorch
28720,Scikit-learn
28720,XGBoost
28720,Airflow
28720,RAG
28721,AWS
28721,NumPy
28721,LLM
28721,Linux
28722,XGBoost
28722,Kubernetes
28722,GCP
28722,Data Warehousing
28723,Statistics
28723,NLP
28723,NumPy
28724,Spark
28724,Data Warehousing
28724,Java
28724,RAG
28724,Redshift
28725,XGBoost
28725,Spark
28725,Time Series
28725,Reinforcement Learning
28726,Data Warehousing
28726,Redshift
28726,PowerBI
28726,DAX
28727,GCP
28727,DAX
28727,A/B Testing
28727,TensorFlow
28727,LightGBM
28728,PowerBI
28728,Python
28728,Hadoop
28728,SQL
28729,Kubernetes
28729,TensorFlow
28729,GCP
28729,Statistics
28729,Computer Vision
28730,DAX
28730,Redshift
28730,Looker
28730,Computer Vision
28730,Snowflake
28731,R
28731,Statistics
28731,Kubernetes
28731,Scala
28732,TensorFlow
28732,Docker
28732,SHAP
28732,Computer Vision
28732,Feature Engineering
28733,Docker
28733,AWS
28733,LightGBM
28733,Azure
28734,RAG
28734,NumPy
28734,Snowflake
28734,C++
28734,AWS
28734,Airflow
28735,TensorFlow
28735,C++
28735,LLM
28735,Excel
28736,Kubernetes
28736,Time Series
28736,SHAP
28736,PowerBI
28736,Python
28736,Databricks
28737,R
28737,Pandas
28737,Model Monitoring
28738,NoSQL
28738,Snowflake
28738,PostgreSQL
28739,Scikit-learn
28739,Java
28739,NoSQL
28740,Python
28740,R
28740,Pandas
28740,NumPy
28741,Time Series
28741,Databricks
28741,Hadoop
28741,Java
28742,Pandas
28742,Computer Vision
28742,Linux
28742,LangChain
28742,PyTorch
28743,SHAP
28743,Snowflake
28743,RAG
28743,NoSQL
28743,Python
28744,XGBoost
28744,PowerBI
28744,Snowflake
28744,A/B Testing
28745,LangChain
28745,R
28745,Docker
28745,Git
28746,Feature Engineering
28746,Pandas
28746,Kubernetes
28746,Tableau
28747,Hadoop
28747,GCP
28747,Pandas
28747,SQL
28748,PowerBI
28748,Python
28748,C++
28748,Spark
28748,NLP
28748,ETL
28749,MLOps
28749,Feature Engineering
28749,Excel
28749,Scikit-learn
28749,Looker
28750,Computer Vision
28750,Kubernetes
28750,Time Series
28750,XGBoost
28750,Data Warehousing
28751,TensorFlow
28751,PyTorch
28751,PostgreSQL
28752,GCP
28752,LangChain
28752,Airflow
28752,Hadoop
28752,Time Series
28753,NLP
28753,DAX
28753,Docker
28753,Hadoop
28753,R
28754,Statistics
28754,Airflow
28754,Feature Engineering
28754,Redshift
28754,Model Monitoring
28754,NLP
28755,Data Warehousing
28755,Reinforcement Learning
28755,Computer Vision
28755,Streamlit
28755,Scikit-learn
28756,Hadoop
28756,PyTorch
28756,LangChain
28756,MLOps
28756,LLM
28756,SHAP
28757,Azure
28757,Reinforcement Learning
28757,Looker
28757,Computer Vision
28757,PostgreSQL
28758,Computer Vision
28758,Streamlit
28758,Kubernetes
28759,Airflow
28759,LightGBM
28759,AWS
28759,Time Series
28760,Redshift
28760,Linux
28760,Streamlit
28760,Tableau
28760,Excel
28760,SHAP
28761,Azure
28761,A/B Testing
28761,TensorFlow
28761,Excel
28761,NLP
28762,Databricks
28762,Redshift
28762,XGBoost
28762,Model Monitoring
28762,Scikit-learn
28763,Spark
28763,Snowflake
28763,Azure
28763,ETL
28764,Model Monitoring
28764,Pandas
28764,Spark
28764,LightGBM
28764,R
28765,SHAP
28765,Reinforcement Learning
28765,DAX
28766,Azure
28766,LightGBM
28766,LLM
28766,Hadoop
28767,Feature Engineering
28767,Redshift
28767,NoSQL
28767,R
28767,LLM
28767,NumPy
28768,PostgreSQL
28768,NumPy
28768,Looker
28768,AWS
28768,Data Warehousing
28769,Scikit-learn
28769,Looker
28769,Data Warehousing
28769,ETL
28770,Reinforcement Learning
28770,MLOps
28770,SQL
28771,Time Series
28771,Git
28771,Java
28772,Statistics
28772,Linux
28772,C++
28772,Data Warehousing
28773,Streamlit
28773,Excel
28773,NumPy
28773,DAX
28773,GCP
28774,A/B Testing
28774,DAX
28774,Scikit-learn
28774,PowerBI
28775,PyTorch
28775,TensorFlow
28775,SHAP
28776,Docker
28776,Pandas
28776,PyTorch
28776,MLOps
28777,Statistics
28777,ETL
28777,Spark
28777,R
28777,TensorFlow
28777,LightGBM
28778,Linux
28778,Spark
28778,Snowflake
28778,LightGBM
28778,Hadoop
28778,MLOps
28779,Airflow
28779,RAG
28779,PostgreSQL
28779,SQL
28779,Excel
28780,A/B Testing
