employee_id,application_id,company_id,department,role_family,join_date,monthly_salary_lakhs,work_mode,manager_flag
2819,87183,133,HR,Product Management,2020-10-07 03:52:02,1.08,Onsite,0
2820,306711,4,Marketing,Cybersecurity,2022-03-09 03:47:42,0.512,Onsite,0
2821,229202,70,IT,MLOps,2020-11-11 02:47:17,1.92,Hybrid,0
2822,219579,160,Finance,Data Science,2024-09-26 09:06:39,3.137,Onsite,0
2823,325449,120,Marketing,Cybersecurity,2022-01-01 10:45:00,1.25,Hybrid,0
2824,364551,92,Product,Business Analytics,2020-10-02 13:22:33,3.556,Onsite,1
2825,233123,58,Sales,Cybersecurity,2019-12-25 18:44:38,1.726,Remote,1
2826,92105,127,Sales,Cybersecurity,2019-12-04 12:46:40,1.146,Onsite,0
2827,342160,37,Operations,Business Analytics,2022-12-12 20:17:55,2.513,Onsite,0
2828,179748,127,Operations,Software Engineering,2025-11-23 06:16:24,1.882,Onsite,0
2829,262647,70,Sales,Machine Learning,2020-03-20 18:44:56,0.716,Onsite,0
2830,387886,102,Finance,DevOps,2025-07-28 20:32:40,1.681,Hybrid,0
2831,95028,177,Product,Software Engineering,2025-03-27 12:40:51,1.229,Onsite,0
2832,5190,79,Support,DevOps,2022-08-08 05:47:47,0.916,Hybrid,0
2833,368295,145,Sales,DevOps,2020-11-13 13:29:39,0.54,Remote,0
2834,317353,128,Operations,Data Engineering,2021-10-26 16:14:03,1.9,Onsite,0
2835,348130,143,Marketing,Quality Assurance,2021-05-31 03:41:33,1.08,Hybrid,0
2836,125997,123,Operations,Quality Assurance,2022-02-06 15:46:25,3.859,Hybrid,0
2837,436,20,Engineering,Software Engineering,2022-06-09 16:53:42,2.148,Hybrid,0
2838,8481,140,Marketing,DevOps,2021-12-15 16:35:02,2.096,Hybrid,1
2839,107400,187,Marketing,Product Management,2019-06-02 23:38:27,3.909,Onsite,0
2840,215087,138,Sales,Machine Learning,2024-05-09 09:07:33,2.174,Onsite,0
2841,128480,31,Support,Data Engineering,2021-05-25 00:50:25,1.988,Onsite,0
2842,191932,65,Finance,Machine Learning,2020-09-07 11:54:07,3.824,Onsite,0
2843,323501,142,IT,Product Management,2023-07-11 20:43:40,3.247,Onsite,0
2844,324321,194,Operations,Machine Learning,2025-11-26 14:11:56,3.444,Onsite,0
2845,308094,84,IT,Cybersecurity,2025-06-03 22:55:55,3.447,Onsite,0
2846,7865,176,Data,Business Analytics,2021-03-23 06:27:09,3.938,Onsite,0
2847,193617,74,Engineering,Software Engineering,2025-09-19 06:47:15,3.669,Remote,0
2848,111324,173,HR,MLOps,2026-02-09 17:48:24,0.628,Onsite,0
2849,206857,117,IT,Data Engineering,2025-11-04 09:04:09,3.494,Hybrid,0
2850,235757,67,Data,Data Engineering,2020-05-27 06:43:20,3.869,Onsite,1
2851,154272,185,Support,Machine Learning,2020-07-17 19:50:09,0.373,Onsite,0
2852,33738,128,Engineering,Machine Learning,2022-06-12 05:08:35,2.965,Onsite,0
2853,149260,131,Product,Data Engineering,2022-08-18 07:09:15,3.251,Onsite,0
2854,18588,69,Finance,Data Engineering,2024-06-19 04:50:57,1.202,Onsite,0
2855,65647,134,HR,Cybersecurity,2025-10-29 02:16:03,3.57,Onsite,0
2856,35926,172,Product,Quality Assurance,2023-07-08 04:02:06,0.381,Hybrid,0
2857,133789,132,Data,Machine Learning,2019-07-30 22:50:06,0.417,Hybrid,0
2858,306176,32,Sales,Business Analytics,2023-12-24 13:02:36,3.434,Remote,0
2859,226254,53,Engineering,Data Science,2021-03-22 22:52:49,1.651,Onsite,0
2860,363682,141,Support,Data Engineering,2020-03-29 19:42:37,0.958,Onsite,0
2861,71131,165,Data,Data Engineering,2025-02-09 08:54:26,1.262,Hybrid,0
2862,63542,197,HR,Software Engineering,2025-04-19 21:43:47,1.112,Onsite,0
2863,82147,61,Support,Data Engineering,2022-10-16 01:06:49,0.738,Remote,0
2864,282448,96,Finance,Data Science,2019-09-24 18:53:19,1.631,Onsite,0
2865,3585,93,Product,Product Management,2023-04-12 18:09:28,3.391,Onsite,0
2866,64823,11,Operations,Software Engineering,2023-09-10 22:50:27,3.466,Onsite,0
2867,215139,183,Sales,DevOps,2025-12-29 12:38:21,1.643,Onsite,0
2868,370698,164,Operations,Quality Assurance,2020-06-15 07:34:43,1.035,Onsite,0
2869,284870,151,HR,Machine Learning,2024-05-12 01:40:59,3.831,Onsite,0
2870,118752,83,Data,Software Engineering,2020-10-06 07:26:16,0.366,Onsite,0
2871,78222,160,Marketing,Product Management,2019-05-14 04:42:24,0.521,Hybrid,0
2872,242986,105,Operations,Data Science,2024-12-28 17:26:31,3.943,Onsite,0
2873,168077,178,HR,Data Science,2024-12-21 13:54:42,2.341,Onsite,0
2874,51853,131,Product,DevOps,2025-03-25 07:34:20,1.191,Onsite,0
2875,128128,85,Operations,Quality Assurance,2019-09-19 01:52:39,2.152,Onsite,0
2876,273149,196,IT,Data Engineering,2025-07-29 10:21:25,1.037,Onsite,0
2877,176317,102,Finance,Data Engineering,2021-10-09 10:02:09,3.332,Hybrid,0
2878,90929,118,Operations,Data Science,2021-03-10 07:28:17,3.108,Remote,0
2879,107169,170,Sales,Software Engineering,2023-02-26 21:43:53,1.791,Onsite,0
2880,58879,4,Product,Data Science,2025-07-01 03:25:25,3.081,Hybrid,0
2881,149847,103,Support,Machine Learning,2022-09-20 17:40:43,0.809,Hybrid,0
2882,259917,29,Finance,Data Science,2019-12-14 10:09:14,3.843,Onsite,0
2883,89911,42,Finance,Product Management,2024-09-28 04:11:18,3.633,Onsite,0
2884,22229,143,Product,Product Management,2025-11-11 13:37:54,2.746,Onsite,0
2885,42778,17,Product,Machine Learning,2020-04-06 10:49:20,2.2,Remote,0
2886,73147,29,Operations,MLOps,2023-08-18 21:21:50,1.352,Onsite,0
2887,217150,35,Data,MLOps,2019-11-28 02:29:10,1.077,Onsite,0
2888,278428,148,Support,Data Engineering,2019-01-28 14:54:50,1.299,Onsite,0
2889,13859,21,HR,Product Management,2023-01-29 06:12:48,1.983,Onsite,0
2890,114784,115,Operations,Machine Learning,2021-05-10 06:25:22,1.246,Onsite,0
2891,242773,161,Finance,Product Management,2022-10-26 19:47:05,0.672,Onsite,0
2892,273186,9,Product,Cybersecurity,2021-12-04 08:21:35,3.055,Hybrid,0
2893,43363,123,Product,Data Engineering,2019-05-05 17:36:25,3.601,Remote,0
2894,38429,55,Support,Quality Assurance,2023-01-23 03:02:45,0.612,Onsite,0
2895,387808,44,Engineering,Business Analytics,2023-05-24 09:16:13,0.355,Onsite,0
2896,253212,82,Sales,Data Engineering,2022-02-27 12:28:23,2.992,Onsite,0
2897,236737,102,Marketing,Cybersecurity,2020-03-18 20:06:24,0.325,Onsite,0
2898,382339,137,Operations,Product Management,2020-07-30 17:19:27,1.897,Onsite,0
2899,347820,92,IT,Machine Learning,2023-07-29 18:20:38,2.988,Onsite,0
2900,217143,87,Engineering,Machine Learning,2020-08-16 14:05:09,0.679,Onsite,0
2901,156073,136,Support,Data Engineering,2021-08-21 23:14:48,0.721,Remote,0
2902,245903,61,IT,Machine Learning,2024-02-16 22:02:52,0.256,Onsite,0
2903,179505,11,IT,MLOps,2021-04-20 02:33:18,1.749,Hybrid,0
2904,105336,134,Support,Machine Learning,2024-04-08 17:46:14,1.29,Onsite,1
2905,381371,82,Sales,DevOps,2024-10-13 07:38:09,3.107,Onsite,0
2906,195410,127,Product,MLOps,2023-05-29 00:32:18,1.553,Hybrid,0
2907,389620,84,Operations,Machine Learning,2024-12-01 23:27:56,1.091,Onsite,0
2908,217810,35,Operations,Software Engineering,2020-11-04 19:21:25,2.195,Hybrid,0
2909,302859,121,Sales,Machine Learning,2025-04-03 20:14:30,1.619,Onsite,0
2910,285796,63,Data,Data Science,2025-06-04 10:22:17,1.337,Hybrid,0
2911,363552,10,Operations,Data Engineering,2019-12-14 22:18:15,0.345,Remote,0
2912,356633,191,HR,Cybersecurity,2024-04-05 05:50:40,3.885,Remote,0
2913,342789,110,Engineering,Product Management,2021-06-23 01:53:49,3.981,Onsite,0
2914,205696,182,Operations,Quality Assurance,2026-02-11 15:52:42,1.928,Onsite,0
2915,215385,96,Data,Product Management,2024-09-13 00:43:55,2.355,Onsite,0
2916,252237,96,Product,Product Management,2022-02-15 17:56:18,1.701,Onsite,0
2917,395747,162,Sales,Machine Learning,2025-10-16 22:20:26,3.772,Hybrid,0
2918,58277,172,Product,MLOps,2025-03-18 08:48:46,1.896,Onsite,0
2919,67004,137,HR,Product Management,2021-11-29 09:22:09,2.961,Onsite,0
2920,293280,198,Engineering,Product Management,2022-01-22 15:28:14,2.785,Hybrid,1
2921,243862,120,Operations,Product Management,2025-12-20 18:42:44,1.53,Onsite,0
2922,299211,10,Data,Quality Assurance,2019-11-05 13:04:26,0.907,Onsite,0
2923,184332,31,HR,Quality Assurance,2023-05-09 04:31:25,3.331,Hybrid,0
2924,283215,145,Engineering,Product Management,2025-07-22 20:58:36,1.308,Remote,0
2925,285330,39,IT,Data Engineering,2020-11-01 09:33:56,1.76,Hybrid,0
2926,142725,108,Data,Machine Learning,2020-07-19 13:58:55,1.687,Hybrid,0
2927,329591,5,Data,DevOps,2025-09-07 12:53:09,3.361,Onsite,0
2928,93922,166,Sales,Data Engineering,2025-03-26 07:47:29,2.302,Onsite,0
2929,154276,76,Data,Cybersecurity,2022-10-25 13:33:07,2.212,Onsite,0
2930,344763,109,IT,Data Engineering,2024-04-08 14:37:06,2.611,Onsite,0
2931,26776,99,Finance,MLOps,2025-02-19 15:17:54,1.454,Hybrid,0
2932,343376,78,Operations,Cybersecurity,2022-07-14 02:48:13,1.139,Onsite,0
2933,173649,170,Support,Machine Learning,2020-08-03 08:31:22,3.021,Hybrid,0
2934,67688,199,IT,Software Engineering,2025-07-21 05:38:55,2.342,Remote,0
2935,375562,31,Finance,Data Science,2020-02-03 15:12:50,1.094,Remote,0
2936,38982,18,Marketing,Data Engineering,2023-07-12 20:11:07,0.773,Onsite,0
2937,175961,168,HR,Product Management,2025-03-29 03:02:08,2.697,Onsite,0
2938,58416,40,Data,DevOps,2022-04-22 19:54:51,1.319,Remote,0
2939,283767,175,Support,Business Analytics,2022-05-12 21:50:02,0.805,Onsite,0
2940,142393,135,HR,Data Science,2026-02-03 13:22:11,0.89,Remote,0
2941,299679,64,Sales,Business Analytics,2021-09-24 17:41:38,1.486,Onsite,0
2942,244048,170,Engineering,Software Engineering,2020-06-23 18:30:47,1.675,Hybrid,0
2943,348379,50,Operations,Data Engineering,2023-05-15 21:00:21,0.324,Hybrid,0
2944,328046,66,Product,Data Science,2022-03-15 08:11:55,0.83,Onsite,0
2945,212655,76,Sales,Data Engineering,2021-01-04 12:46:05,3.425,Onsite,0
2946,311973,140,Product,Cybersecurity,2019-04-18 02:00:39,0.35,Hybrid,0
2947,152268,139,Sales,Product Management,2023-10-25 19:59:43,1.435,Hybrid,0
2948,32197,172,IT,Data Engineering,2023-08-28 02:02:32,0.896,Onsite,0
2949,148582,182,Finance,Data Engineering,2024-06-27 21:38:36,3.173,Onsite,0
2950,40944,37,Data,Software Engineering,2020-02-16 01:37:20,1.391,Hybrid,0
2951,385269,42,Support,Cybersecurity,2023-07-06 06:03:01,2.487,Remote,0
2952,213045,106,IT,Cybersecurity,2024-02-18 21:56:38,2.922,Onsite,0
2953,68158,73,Engineering,Machine Learning,2021-05-24 05:13:57,1.797,Onsite,0
2954,81067,84,Engineering,Software Engineering,2023-01-12 12:31:53,2.077,Onsite,1
2955,294451,59,Data,Data Science,2024-11-29 04:28:08,1.717,Onsite,0
2956,288878,8,Finance,Data Engineering,2020-08-29 05:06:49,2.884,Onsite,0
2957,148670,162,Support,Machine Learning,2019-07-24 19:09:00,3.226,Onsite,0
2958,185188,88,Product,DevOps,2024-12-16 00:08:49,1.674,Onsite,0
2959,174758,43,HR,Data Science,2022-11-21 00:44:19,1.938,Remote,0
2960,105433,54,Data,Product Management,2019-10-20 02:53:33,0.758,Onsite,1
2961,298839,151,Finance,MLOps,2020-12-22 10:26:18,1.82,Onsite,0
2962,358790,25,Engineering,Quality Assurance,2025-07-26 12:00:06,3.349,Remote,0
2963,111155,180,Sales,Data Science,2023-10-08 09:45:29,3.936,Hybrid,0
2964,166370,37,IT,MLOps,2021-05-31 16:26:23,0.856,Hybrid,0
2965,38844,35,Marketing,Machine Learning,2024-11-04 17:58:20,1.918,Onsite,0
2966,261221,148,Product,Data Science,2019-12-10 18:41:00,1.116,Remote,0
2967,37673,169,Data,Software Engineering,2025-02-24 15:03:20,3.978,Onsite,1
2968,259476,150,Product,Product Management,2025-04-17 06:00:54,1.368,Onsite,0
2969,107946,104,Finance,Software Engineering,2021-08-07 00:51:26,1.453,Hybrid,0
2970,47568,8,Product,Cybersecurity,2022-07-10 19:30:18,3.777,Onsite,0
2971,44465,15,Sales,Product Management,2020-09-06 22:16:38,3.54,Onsite,0
2972,388353,183,IT,Data Science,2020-12-09 02:51:02,1.98,Onsite,0
2973,246534,180,Marketing,Machine Learning,2021-05-27 10:46:51,2.257,Hybrid,0
2974,218786,61,Finance,Software Engineering,2024-10-01 00:32:17,2.262,Hybrid,1
2975,176769,28,IT,Cybersecurity,2023-02-04 04:15:39,3.653,Onsite,0
2976,201046,185,IT,DevOps,2025-04-04 02:52:30,3.089,Remote,0
2977,28441,101,Finance,Business Analytics,2023-09-26 16:28:26,1.997,Onsite,1
2978,363969,188,Operations,Data Engineering,2025-03-15 21:53:35,0.504,Hybrid,1
2979,306659,124,Product,Data Engineering,2019-12-10 17:46:26,2.704,Onsite,0
2980,110114,151,Marketing,Data Engineering,2023-09-17 00:13:18,1.913,Onsite,0
2981,213282,172,Engineering,Cybersecurity,2022-03-18 14:50:08,1.445,Onsite,0
2982,249668,196,Sales,Machine Learning,2020-01-03 01:28:50,3.704,Onsite,0
2983,255438,137,Sales,Product Management,2021-08-03 07:13:55,3.421,Onsite,0
2984,149570,139,Operations,Business Analytics,2019-07-18 04:43:06,1.703,Onsite,0
2985,226801,8,Engineering,Product Management,2020-07-29 00:58:02,2.282,Onsite,0
2986,66722,129,Support,MLOps,2022-08-21 20:49:32,2.495,Onsite,0
2987,16867,32,Product,Software Engineering,2023-07-20 19:09:42,2.416,Hybrid,0
2988,365593,26,Product,Data Science,2026-01-04 23:30:49,1.585,Hybrid,0
2989,146487,79,Data,Software Engineering,2024-09-05 15:12:20,0.512,Onsite,0
2990,361636,148,Engineering,Machine Learning,2022-08-05 04:48:15,1.14,Onsite,0
2991,33219,75,HR,DevOps,2023-02-04 23:50:39,3.087,Onsite,0
2992,370010,14,Finance,DevOps,2025-02-25 12:18:46,0.748,Onsite,0
2993,138560,28,HR,Business Analytics,2025-06-10 06:21:16,2.768,Onsite,1
2994,390882,12,Support,Data Engineering,2019-08-02 18:11:11,0.909,Remote,0
2995,379525,159,Operations,DevOps,2022-10-24 16:36:10,1.891,Remote,0
2996,217052,9,Data,Cybersecurity,2025-12-14 16:36:42,2.296,Remote,0
2997,48838,138,Product,Business Analytics,2022-02-15 04:34:21,2.194,Onsite,0
2998,95137,32,IT,Data Engineering,2022-02-02 21:22:22,0.294,Onsite,0
2999,284892,9,Operations,Software Engineering,2022-02-12 13:23:57,0.534,Remote,0
3000,120556,22,Product,Business Analytics,2023-09-06 06:58:19,0.679,Onsite,0
3001,90648,111,Operations,Cybersecurity,2023-06-25 22:45:15,3.212,Onsite,0
3002,37930,189,Product,MLOps,2021-05-04 22:53:28,2.439,Hybrid,1
3003,20064,131,Sales,Product Management,2020-11-08 01:01:11,0.305,Onsite,0
3004,55475,86,Marketing,Cybersecurity,2023-08-28 23:47:03,3.532,Onsite,0
3005,331312,48,Operations,DevOps,2021-11-23 23:10:22,1.763,Hybrid,0
3006,332282,82,Data,Data Science,2025-02-28 02:24:46,2.166,Onsite,0
3007,110451,47,Finance,Quality Assurance,2020-12-01 05:26:07,3.987,Onsite,1
3008,53488,100,Marketing,MLOps,2023-04-06 13:37:21,1.737,Hybrid,0
3009,101149,64,Support,MLOps,2026-02-05 11:02:45,2.644,Remote,0
3010,271283,52,Marketing,MLOps,2024-12-16 12:32:50,0.618,Remote,0
3011,20848,22,IT,Data Engineering,2023-09-26 19:37:16,1.216,Hybrid,0
3012,231203,103,Support,Quality Assurance,2025-10-09 14:12:51,3.804,Hybrid,0
3013,343902,199,HR,Software Engineering,2022-01-12 08:29:29,1.289,Hybrid,0
3014,145939,90,Product,MLOps,2022-05-22 15:26:10,3.29,Onsite,0
3015,385,145,Finance,Data Science,2024-03-19 00:47:18,0.994,Hybrid,0
3016,19516,176,Support,Business Analytics,2023-08-13 02:02:19,3.438,Onsite,0
3017,198964,7,Support,MLOps,2023-10-07 11:52:08,1.652,Hybrid,0
3018,94030,191,Sales,Product Management,2025-03-05 11:29:37,3.61,Onsite,0
3019,196741,61,Product,Data Science,2022-07-12 00:07:22,2.3,Remote,0
3020,223034,198,Support,Data Engineering,2021-09-17 12:21:35,2.46,Onsite,0
3021,273862,45,Product,Data Science,2020-09-04 00:54:34,0.96,Onsite,0
3022,195282,163,Product,Business Analytics,2021-06-02 22:22:20,3.171,Onsite,0
3023,67649,148,HR,Data Engineering,2024-05-12 01:45:13,2.631,Onsite,0
3024,158824,32,Data,Machine Learning,2021-05-10 21:48:56,1.047,Onsite,0
3025,232958,61,Finance,Data Science,2023-07-29 00:33:22,3.338,Remote,0
3026,148158,140,Finance,Data Engineering,2021-09-23 03:36:43,3.894,Onsite,0
3027,41286,44,Finance,Product Management,2022-07-23 07:38:20,2.565,Hybrid,0
3028,128663,155,HR,Machine Learning,2021-05-13 16:03:31,3.573,Onsite,0
3029,106604,87,HR,Machine Learning,2022-09-28 20:03:34,2.313,Hybrid,0
3030,380989,154,Data,Quality Assurance,2025-06-13 13:32:46,2.999,Onsite,0
3031,254430,148,Operations,Quality Assurance,2024-09-23 14:05:41,1.76,Onsite,0
3032,162689,108,Product,Data Engineering,2023-08-21 22:36:46,2.858,Remote,0
3033,341318,150,Sales,Data Engineering,2023-04-08 23:40:00,3.851,Onsite,0
3034,177164,19,Operations,DevOps,2023-02-09 12:03:15,1.618,Onsite,0
3035,57232,18,Product,Data Science,2025-05-19 15:16:36,3.231,Onsite,0
3036,168665,138,Support,Quality Assurance,2020-08-27 06:03:05,1.811,Remote,0
3037,374189,191,Data,Cybersecurity,2024-09-03 02:57:44,1.211,Onsite,0
3038,75248,127,Sales,Quality Assurance,2020-09-10 20:04:37,1.206,Onsite,0
3039,225187,54,Finance,Business Analytics,2019-08-09 12:06:26,1.818,Onsite,0
3040,287603,28,HR,Cybersecurity,2019-04-15 22:18:17,3.128,Onsite,0
3041,218268,96,HR,Business Analytics,2024-02-25 02:33:35,1.372,Hybrid,0
3042,373932,186,Operations,Data Science,2021-12-24 08:43:34,2.824,Hybrid,0
3043,126338,179,Engineering,MLOps,2024-11-27 06:38:12,2.138,Onsite,1
3044,56242,25,Finance,Software Engineering,2022-04-16 09:18:10,0.736,Onsite,0
3045,25434,72,Data,Business Analytics,2021-12-20 03:22:29,1.8,Hybrid,0
3046,46226,156,IT,Data Science,2019-06-22 07:32:29,2.222,Onsite,0
3047,343567,194,HR,MLOps,2024-01-13 08:16:19,3.595,Onsite,0
3048,275641,126,Support,MLOps,2019-06-16 18:11:16,3.464,Onsite,0
3049,26851,145,Data,Business Analytics,2025-06-28 11:31:44,1.445,Hybrid,0
3050,181511,57,Finance,Cybersecurity,2021-05-14 10:51:42,3.534,Hybrid,0
3051,338738,27,Marketing,Product Management,2022-12-10 13:16:37,1.154,Onsite,0
3052,217819,198,Engineering,Product Management,2025-05-18 02:09:37,2.011,Onsite,0
3053,98595,43,Marketing,Machine Learning,2021-12-14 22:34:04,0.789,Onsite,0
3054,6161,30,Support,Data Science,2020-08-08 19:16:53,2.268,Onsite,1
3055,102383,65,IT,DevOps,2022-09-15 22:46:37,0.346,Onsite,0
3056,335073,55,Operations,Product Management,2025-04-06 00:42:21,1.137,Onsite,0
3057,166714,53,Data,Product Management,2021-12-01 22:43:39,1.183,Onsite,0
3058,6505,186,Support,Product Management,2021-02-22 01:34:40,1.433,Remote,0
3059,389829,14,Operations,Quality Assurance,2023-06-30 21:13:18,1.968,Hybrid,0
3060,60426,132,Engineering,Cybersecurity,2022-02-16 18:31:11,2.316,Remote,0
3061,314107,118,HR,Data Science,2024-04-30 16:22:12,1.56,Hybrid,0
3062,330613,166,Operations,Quality Assurance,2019-05-17 01:40:21,3.748,Onsite,0
3063,140143,79,Operations,MLOps,2022-07-07 14:17:45,2.867,Onsite,0
3064,48260,198,Data,Product Management,2024-04-26 08:53:43,0.414,Onsite,0
3065,265280,83,Operations,Cybersecurity,2019-04-19 05:27:18,2.503,Hybrid,0
3066,383909,140,HR,Data Science,2019-10-26 20:13:03,0.72,Onsite,0
3067,279540,180,Sales,Machine Learning,2022-04-12 11:25:48,1.668,Remote,1
3068,10500,28,Support,DevOps,2022-07-11 18:24:18,1.84,Hybrid,0
3069,319084,2,IT,Data Engineering,2022-09-04 01:48:33,3.655,Onsite,0
3070,354994,199,Data,Cybersecurity,2024-04-28 16:10:15,1.003,Onsite,0
3071,91686,143,Sales,Data Engineering,2024-08-03 21:03:43,2.168,Onsite,0
3072,392243,5,Support,DevOps,2019-09-26 13:18:44,1.877,Onsite,0
3073,283653,7,Engineering,Machine Learning,2019-04-03 08:06:19,1.619,Hybrid,0
3074,299864,155,Marketing,Product Management,2024-02-01 09:02:10,1.648,Onsite,0
3075,390437,111,Data,Quality Assurance,2021-03-07 12:26:01,1.931,Onsite,0
3076,41046,105,IT,MLOps,2025-01-25 07:20:54,2.643,Onsite,0
3077,123490,176,Sales,Data Engineering,2024-02-15 14:13:16,3.156,Onsite,0
3078,311656,146,Support,MLOps,2019-11-26 16:22:45,3.846,Onsite,0
3079,371522,89,Data,Cybersecurity,2025-02-26 22:26:10,0.568,Remote,0
3080,204106,9,Engineering,Cybersecurity,2025-01-27 19:00:18,2.532,Onsite,0
3081,35470,81,Engineering,Product Management,2022-06-29 16:50:28,1.404,Onsite,0
3082,131332,81,Sales,Data Engineering,2022-12-06 11:25:02,1.675,Hybrid,0
3083,376926,74,Product,Business Analytics,2022-08-15 00:15:54,2.329,Onsite,0
3084,52663,128,Engineering,Quality Assurance,2019-05-18 12:04:02,0.886,Onsite,0
3085,120473,65,Product,Business Analytics,2023-08-01 14:30:03,0.595,Remote,0
3086,361065,68,HR,Quality Assurance,2019-12-23 06:48:59,0.87,Onsite,0
3087,393000,181,Data,Data Engineering,2023-09-04 15:09:45,3.252,Onsite,0
3088,186015,41,Product,Data Engineering,2024-02-11 17:40:33,2.795,Hybrid,0
3089,141133,56,IT,Data Engineering,2025-04-19 22:17:52,1.217,Onsite,0
3090,5785,164,Marketing,Data Engineering,2022-04-02 03:11:07,1.439,Remote,0
3091,248264,125,Operations,Data Science,2023-11-20 20:33:31,3.826,Onsite,0
3092,24250,5,Data,Product Management,2025-11-20 09:07:21,0.468,Onsite,0
3093,44059,90,Data,Quality Assurance,2021-10-21 00:15:12,1.013,Onsite,0
3094,118067,28,Finance,Machine Learning,2023-06-19 19:32:57,2.173,Onsite,0
3095,121782,78,Finance,Product Management,2025-12-23 01:39:13,1.823,Onsite,0
3096,224978,170,Support,Business Analytics,2023-06-13 02:15:56,0.403,Remote,0
3097,322498,174,Data,Quality Assurance,2026-02-14 22:31:09,3.827,Remote,0
3098,245937,157,Support,Cybersecurity,2024-12-19 21:41:23,2.173,Onsite,0
3099,141373,75,Data,MLOps,2023-01-07 18:03:01,1.375,Hybrid,0
3100,130453,158,Product,Product Management,2020-02-27 16:35:13,1.979,Hybrid,0
3101,391268,132,Operations,MLOps,2021-12-13 19:14:57,2.343,Hybrid,0
3102,115159,160,Operations,Software Engineering,2024-03-02 03:46:30,0.439,Onsite,0
3103,305184,22,IT,Quality Assurance,2019-12-17 12:53:33,0.772,Hybrid,0
3104,318198,154,Data,Machine Learning,2023-04-03 21:40:59,3.133,Onsite,0
3105,210423,20,Operations,Product Management,2019-04-17 20:26:20,3.95,Onsite,1
3106,322444,195,Engineering,Data Engineering,2023-12-13 02:00:05,1.597,Onsite,0
3107,205794,71,Operations,DevOps,2022-09-22 09:53:56,3.99,Hybrid,0
3108,250748,113,Finance,Quality Assurance,2022-09-20 22:46:37,1.113,Hybrid,0
3109,274306,152,Data,Quality Assurance,2026-02-07 12:31:44,1.48,Onsite,0
3110,313856,184,Finance,Business Analytics,2025-09-12 00:46:52,0.456,Hybrid,0
3111,33826,20,Data,Business Analytics,2024-10-30 00:14:39,2.854,Onsite,0
3112,332084,182,Support,Product Management,2022-07-11 00:36:03,2.401,Hybrid,0
3113,193135,144,Marketing,Quality Assurance,2020-07-25 03:28:03,2.274,Onsite,0
3114,231676,21,Sales,Machine Learning,2019-10-17 12:47:33,2.694,Onsite,0
3115,383465,14,Data,Machine Learning,2019-06-04 17:38:22,2.442,Hybrid,0
3116,34732,119,Support,DevOps,2019-03-11 14:31:54,3.371,Remote,0
3117,390728,2,Data,DevOps,2022-12-30 06:30:00,1.526,Remote,0
3118,4092,73,Sales,Data Science,2024-12-08 22:24:57,1.381,Onsite,0
3119,149087,28,HR,MLOps,2023-05-19 03:46:29,0.555,Onsite,0
3120,302777,3,IT,Data Engineering,2020-12-23 16:33:55,0.944,Onsite,0
3121,25751,112,Support,MLOps,2023-07-20 16:25:34,1.66,Onsite,0
3122,254975,95,Support,Business Analytics,2026-01-14 05:25:39,3.136,Onsite,0
3123,278644,22,Support,Product Management,2023-12-21 03:46:40,3.208,Remote,0
3124,25249,93,Operations,Data Science,2025-01-03 08:35:46,2.255,Remote,0
3125,266653,153,Engineering,MLOps,2022-07-17 04:53:36,0.55,Onsite,0
3126,311112,20,IT,Cybersecurity,2022-08-14 14:54:06,3.553,Onsite,0
3127,82772,55,IT,Data Science,2022-10-02 18:54:22,2.365,Onsite,0
3128,45436,77,Operations,Product Management,2022-11-17 03:28:06,3.369,Onsite,0
3129,172482,153,Support,MLOps,2021-07-13 04:25:36,2.151,Hybrid,0
3130,283495,7,Data,Machine Learning,2023-12-15 00:34:14,1.866,Remote,0
3131,336832,148,IT,Business Analytics,2019-07-12 00:00:26,3.121,Onsite,0
3132,121778,98,Marketing,Cybersecurity,2020-12-12 22:39:14,3.991,Onsite,0
3133,179271,167,Product,MLOps,2025-01-26 07:23:31,0.423,Onsite,0
3134,270971,152,HR,Software Engineering,2020-07-26 09:15:19,2.863,Hybrid,0
3135,276827,121,HR,Product Management,2021-03-10 08:36:53,0.787,Onsite,0
3136,68383,70,HR,Data Engineering,2019-03-23 03:23:22,0.801,Remote,0
3137,192855,98,Marketing,Machine Learning,2025-09-16 08:26:00,1.153,Onsite,1
3138,318051,81,Operations,Product Management,2022-07-21 01:31:34,0.373,Hybrid,0
3139,74798,21,Operations,Data Science,2025-03-15 12:59:54,2.315,Onsite,0
3140,161546,144,Finance,Business Analytics,2020-01-20 23:14:56,0.899,Onsite,0
3141,313661,93,Data,Machine Learning,2024-08-05 17:06:13,1.162,Onsite,0
3142,126424,50,HR,Cybersecurity,2021-01-06 10:54:41,0.953,Onsite,1
3143,1233,40,Finance,Quality Assurance,2025-09-05 09:28:34,0.296,Hybrid,0
3144,160964,83,Product,Data Science,2021-03-03 11:26:57,1.64,Onsite,0
3145,272398,92,Product,DevOps,2019-02-13 14:10:44,2.766,Hybrid,0
3146,67087,167,HR,MLOps,2024-01-21 04:11:18,0.506,Onsite,0
3147,288463,182,Data,DevOps,2019-07-12 09:15:05,2.677,Onsite,0
3148,370934,144,Operations,Machine Learning,2023-05-31 21:04:50,0.306,Onsite,0
3149,371419,160,Engineering,Software Engineering,2023-05-24 19:00:39,3.649,Remote,0
