offer_id,application_id,offered_ctc_lpa,joining_bonus_lakhs,status,offer_date,expected_joining_date
33801,176960,65.4,0.5,Accepted,2020-11-18 07:43:30,2023-11-21 10:34:28
15527,161167,82.9,0.0,Accepted,2020-11-18 09:06:48,2022-07-03 10:54:36
7748,30178,64.9,0.5,Withdrawn,2020-11-18 13:22:49,2019-08-02 17:52:42
48743,344901,47.4,1.5,Declined,2020-11-18 14:13:34,2020-04-29 03:03:49
59792,238399,54.7,1.0,Accepted,2020-11-18 14:29:13,2022-02-10 06:51:51
45249,367927,82.2,2.0,Declined,2020-11-18 14:30:25,2020-08-21 15:50:52
32268,227153,45.5,0.0,Accepted,2020-11-18 14:49:30,2023-01-07 03:49:26
6000,151842,59.4,0.0,Accepted,2020-11-18 14:51:05,2025-09-28 13:46:08
49788,363920,75.4,0.0,Expired,2020-11-18 18:25:58,2024-03-10 02:06:28
57454,296214,12.9,2.0,Accepted,2020-11-18 19:16:23,2022-12-19 03:28:52
35381,325517,8.6,0.0,Accepted,2020-11-18 20:22:18,2025-11-14 06:08:51
51350,240640,30.9,0.0,Declined,2020-11-18 20:41:23,2022-09-26 09:18:21
57566,211168,36.3,0.5,Accepted,2020-11-18 21:04:53,2020-07-09 14:55:32
2779,10620,53.5,1.5,Withdrawn,2020-11-18 22:25:23,2021-10-05 20:13:50
10339,47811,78.0,0.0,Accepted,2020-11-19 00:23:30,2021-09-20 13:50:56
2459,28489,75.9,1.0,Accepted,2020-11-19 01:30:47,2019-09-26 19:51:19
43791,8164,69.3,0.0,Declined,2020-11-19 02:02:58,2022-09-30 22:23:42
17608,224058,11.6,0.5,Accepted,2020-11-19 02:17:58,2023-12-18 16:59:38
6409,373782,28.6,1.0,Declined,2020-11-19 03:12:09,2020-09-16 05:25:46
51718,14451,33.8,1.0,Expired,2020-11-19 03:48:11,2021-09-02 03:24:38
54642,75592,71.9,0.0,Accepted,2020-11-19 03:50:04,2022-08-08 01:21:15
6321,300312,5.5,0.0,Expired,2020-11-19 04:15:47,2023-02-19 03:15:57
42040,83479,16.2,0.0,Accepted,2020-11-19 05:31:39,2019-07-21 17:15:21
59082,222506,6.2,1.0,Accepted,2020-11-19 05:39:03,2022-09-27 15:13:02
5226,188620,72.1,0.0,Accepted,2020-11-19 06:23:35,2019-07-02 07:42:13
18774,225087,26.8,1.0,Expired,2020-11-19 07:12:17,2023-01-26 19:51:33
45297,361946,61.8,0.0,Accepted,2020-11-19 07:25:42,2022-11-20 00:51:24
5626,57039,88.4,1.0,Accepted,2020-11-19 07:57:51,2021-05-16 12:07:33
22174,71333,86.9,0.5,Accepted,2020-11-19 08:39:34,2023-07-17 23:31:19
26648,353657,7.2,1.0,Declined,2020-11-19 09:44:07,2022-03-11 12:29:29
15638,304757,24.5,1.5,Accepted,2020-11-19 09:46:35,2021-08-24 10:46:37
3243,305999,42.4,0.0,Accepted,2020-11-19 10:46:27,2019-02-21 21:18:29
54003,45971,57.0,0.5,Withdrawn,2020-11-19 13:16:45,2021-04-23 07:30:45
45585,948,59.2,1.0,Withdrawn,2020-11-19 13:55:47,2022-09-10 01:13:30
51004,174994,17.8,0.0,Accepted,2020-11-19 14:24:42,2025-12-04 01:21:52
59791,280936,61.5,2.0,Accepted,2020-11-19 15:14:16,2020-03-27 00:11:29
26348,226894,12.1,1.0,Accepted,2020-11-19 16:02:14,2025-07-27 23:06:44
54107,369711,33.5,0.0,Accepted,2020-11-19 16:58:24,2025-07-26 23:58:42
24683,298496,73.7,2.0,Accepted,2020-11-19 17:17:10,2019-03-01 16:50:15
52703,57367,41.3,2.0,Accepted,2020-11-19 17:18:47,2024-01-07 12:48:32
7496,50936,14.5,0.0,Expired,2020-11-19 18:12:27,2019-06-17 14:39:17
50164,9785,17.1,0.0,Accepted,2020-11-19 20:14:45,2021-03-20 21:53:03
41800,119883,4.4,0.0,Accepted,2020-11-19 20:19:11,2024-06-15 23:05:52
30655,180941,65.4,0.0,Accepted,2020-11-19 20:36:30,2020-03-20 06:34:05
5854,24845,83.3,0.5,Declined,2020-11-19 21:49:24,2022-11-29 22:04:41
43751,107745,21.4,1.0,Withdrawn,2020-11-19 22:06:36,2022-01-29 12:24:13
30891,39076,43.8,0.0,Accepted,2020-11-20 01:57:17,2019-08-09 05:49:40
28314,378067,74.3,0.0,Expired,2020-11-20 03:18:55,2024-05-11 08:04:42
8361,217906,20.6,0.5,Declined,2020-11-20 04:43:52,2024-05-09 01:24:07
55614,282206,62.7,0.5,Accepted,2020-11-20 05:23:07,2019-06-17 23:33:47
5886,263344,85.5,1.0,Accepted,2020-11-20 06:31:58,2022-10-17 19:46:53
47147,180318,82.4,0.0,Accepted,2020-11-20 07:46:40,2025-03-19 23:07:01
48781,313132,31.3,0.0,Accepted,2020-11-20 07:46:57,2025-11-03 13:12:30
55986,289292,32.4,0.0,Accepted,2020-11-20 08:21:57,2025-09-02 18:42:11
58708,248354,75.4,0.5,Accepted,2020-11-20 13:32:47,2023-06-16 12:54:50
38564,20970,17.9,0.5,Withdrawn,2020-11-20 13:41:17,2021-05-07 16:34:21
22375,332302,47.2,1.0,Accepted,2020-11-20 14:57:04,2024-06-27 09:53:10
2107,48362,49.9,0.5,Accepted,2020-11-20 15:03:30,2019-12-25 15:16:04
13123,274793,80.0,0.0,Declined,2020-11-20 15:20:39,2025-08-05 23:37:32
13687,291421,61.9,0.5,Accepted,2020-11-20 18:18:57,2023-08-10 23:52:30
20149,1621,54.5,0.5,Accepted,2020-11-20 18:35:55,2020-07-03 07:37:28
50462,73692,34.3,1.0,Accepted,2020-11-20 18:57:31,2025-02-07 18:13:47
12298,13463,14.2,2.0,Accepted,2020-11-20 19:15:56,2024-01-31 15:51:55
31736,56477,17.5,0.0,Declined,2020-11-20 19:27:47,2024-07-03 19:48:21
16656,145947,29.5,0.0,Expired,2020-11-20 20:08:04,2024-03-03 13:00:07
32425,23856,45.1,0.0,Withdrawn,2020-11-20 20:50:43,2020-10-01 20:07:47
45138,306861,27.3,0.0,Accepted,2020-11-20 20:54:49,2022-07-20 01:59:20
28171,332594,45.8,0.0,Accepted,2020-11-20 21:17:03,2024-11-09 10:39:27
58647,296996,83.3,0.0,Accepted,2020-11-20 22:53:41,2025-12-29 17:24:59
4374,136387,76.6,0.0,Accepted,2020-11-20 23:14:40,2023-05-18 21:23:34
43282,270678,49.8,1.0,Accepted,2020-11-21 00:23:11,2023-09-14 13:14:45
5933,306622,60.3,0.5,Withdrawn,2020-11-21 01:08:12,2025-04-01 16:27:40
32584,340795,30.8,0.0,Declined,2020-11-21 02:30:09,2021-01-11 08:40:33
33889,325771,17.7,0.5,Declined,2020-11-21 06:11:17,2022-05-17 13:38:02
28676,282368,53.2,0.0,Declined,2020-11-21 06:21:16,2021-08-26 02:29:35
50880,89003,38.5,0.0,Withdrawn,2020-11-21 08:59:15,2020-03-09 18:59:47
35933,384733,88.8,1.5,Accepted,2020-11-21 10:30:18,2020-01-07 15:31:44
24276,52384,31.2,1.0,Accepted,2020-11-21 10:31:34,2024-04-20 20:37:05
21580,291339,9.6,0.0,Accepted,2020-11-21 10:54:00,2021-03-17 07:59:40
59666,322746,70.7,0.5,Declined,2020-11-21 11:47:36,2025-08-10 05:15:15
33873,308786,31.4,0.0,Declined,2020-11-21 12:17:55,2020-07-22 18:13:12
29144,327709,37.1,0.0,Accepted,2020-11-21 12:22:08,2020-04-03 06:45:02
43497,237422,7.2,0.0,Declined,2020-11-21 12:53:34,2024-07-23 20:56:09
25180,314137,38.9,0.5,Accepted,2020-11-21 13:02:00,2022-03-19 09:32:19
43432,157950,25.9,0.0,Accepted,2020-11-21 13:39:01,2024-05-24 12:08:51
37306,194017,89.8,0.0,Accepted,2020-11-21 15:23:07,2025-02-12 21:46:26
53890,313228,41.1,0.0,Accepted,2020-11-21 15:32:59,2023-07-04 18:20:11
13867,229312,22.2,2.0,Accepted,2020-11-21 17:58:04,2024-10-12 00:56:11
28089,198325,63.8,0.5,Accepted,2020-11-21 18:44:34,2019-08-12 19:25:55
45354,203260,53.4,0.5,Accepted,2020-11-21 20:46:04,2025-10-04 17:26:06
50413,108557,45.9,1.0,Accepted,2020-11-21 20:55:22,2025-12-23 23:58:02
30208,304257,73.4,0.0,Withdrawn,2020-11-22 00:15:39,2023-11-07 04:46:46
33787,192253,13.7,1.0,Withdrawn,2020-11-22 00:25:37,2019-11-10 14:10:12
53461,211280,10.6,0.0,Expired,2020-11-22 00:44:25,2021-06-02 21:15:56
8446,106207,47.3,0.0,Withdrawn,2020-11-22 01:17:28,2025-11-27 10:54:47
52636,196558,20.8,1.0,Declined,2020-11-22 01:40:55,2024-12-09 00:35:39
59349,230845,73.3,0.5,Declined,2020-11-22 01:42:33,2022-07-11 09:21:45
40123,393163,58.5,0.0,Accepted,2020-11-22 02:52:25,2024-05-05 23:40:33
17507,2143,70.9,0.0,Accepted,2020-11-22 03:14:25,2021-04-15 08:47:50
36733,65940,40.3,0.0,Declined,2020-11-22 03:20:14,2022-10-10 19:38:26
56067,42637,51.7,0.5,Accepted,2020-11-22 03:34:58,2025-12-21 18:36:41
41005,94496,79.3,0.0,Withdrawn,2020-11-22 04:36:16,2022-08-01 09:24:58
37605,146581,10.6,0.5,Expired,2020-11-22 06:24:14,2020-06-15 14:06:52
58464,2470,77.3,0.0,Accepted,2020-11-22 07:54:53,2021-07-10 00:38:14
59575,279970,81.5,0.0,Accepted,2020-11-22 08:10:32,2022-06-09 14:25:47
1725,168036,14.5,0.0,Accepted,2020-11-22 08:26:14,2020-04-09 05:49:45
14079,345716,55.5,0.0,Declined,2020-11-22 08:42:21,2020-08-26 16:05:00
28901,349931,10.6,1.5,Accepted,2020-11-22 09:39:34,2025-12-13 06:09:39
26470,208294,25.1,0.0,Expired,2020-11-22 10:46:42,2023-10-05 22:56:40
29762,158409,23.4,0.0,Accepted,2020-11-22 11:17:53,2025-01-29 08:28:15
55069,160327,7.5,0.0,Declined,2020-11-22 12:29:03,2024-10-31 22:36:27
36320,318595,26.5,0.5,Declined,2020-11-22 15:05:16,2022-04-24 21:45:24
52925,310250,27.9,0.0,Accepted,2020-11-22 16:33:40,2021-03-21 18:45:20
52073,17346,8.7,0.0,Accepted,2020-11-22 17:21:38,2022-10-09 05:37:50
15007,317637,19.5,0.0,Accepted,2020-11-22 18:09:05,2026-02-24 04:39:25
34835,138343,37.9,0.5,Accepted,2020-11-22 18:26:45,2023-10-23 07:26:55
26349,122288,88.5,0.0,Accepted,2020-11-22 19:08:06,2025-05-05 19:30:13
49318,394227,54.9,0.0,Accepted,2020-11-22 19:15:14,2022-10-02 21:56:40
44339,199925,75.5,0.0,Accepted,2020-11-22 19:30:17,2025-10-28 06:21:37
6134,53701,53.6,0.0,Declined,2020-11-22 20:16:16,2019-10-09 15:21:49
57267,192420,52.5,1.0,Accepted,2020-11-22 22:09:51,2021-12-21 05:41:11
1718,135540,52.7,1.0,Accepted,2020-11-22 23:26:42,2025-02-03 10:13:26
11421,85211,47.3,0.0,Accepted,2020-11-22 23:27:16,2020-11-16 09:37:24
56152,384401,9.3,0.0,Declined,2020-11-22 23:29:10,2023-12-31 01:28:55
20966,329324,75.4,2.0,Declined,2020-11-22 23:44:39,2019-12-08 19:30:48
6641,254192,29.6,1.0,Accepted,2020-11-22 23:55:46,2022-07-31 04:50:07
39825,72994,70.7,0.0,Accepted,2020-11-23 00:54:40,2019-03-18 05:49:20
53953,135291,61.6,0.0,Accepted,2020-11-23 01:23:43,2020-04-19 12:50:17
53959,182388,32.5,0.0,Accepted,2020-11-23 01:28:28,2023-01-31 03:59:58
11258,2614,42.6,0.5,Accepted,2020-11-23 01:52:20,2020-09-05 04:38:34
51409,294322,12.9,0.0,Accepted,2020-11-23 02:27:09,2019-03-16 16:38:54
43373,309464,53.2,0.5,Accepted,2020-11-23 02:31:25,2023-07-21 06:52:36
29765,14085,87.1,0.0,Accepted,2020-11-23 03:37:02,2019-02-19 12:11:45
35467,291931,22.6,0.0,Accepted,2020-11-23 03:56:48,2025-12-14 22:43:10
5804,120102,51.4,0.0,Accepted,2020-11-23 05:03:58,2023-03-30 10:10:04
15268,390494,23.0,0.5,Accepted,2020-11-23 05:58:13,2020-12-03 16:45:04
26520,301978,34.1,1.0,Accepted,2020-11-23 06:35:01,2020-10-09 07:48:57
43533,213702,49.0,1.0,Declined,2020-11-23 09:12:31,2020-07-30 06:25:19
53690,218733,42.7,0.0,Accepted,2020-11-23 11:19:22,2019-07-09 06:42:52
57031,233792,64.0,0.0,Accepted,2020-11-23 15:06:43,2022-07-22 07:47:27
53945,380956,56.0,0.5,Accepted,2020-11-23 16:21:00,2020-09-03 19:53:55
33524,305216,39.1,0.5,Accepted,2020-11-23 16:48:33,2023-05-31 11:07:11
9284,336324,59.8,0.0,Declined,2020-11-23 18:24:29,2020-11-27 13:37:53
42564,28141,58.9,1.0,Accepted,2020-11-23 18:28:24,2020-07-17 02:27:39
7820,48510,85.1,0.0,Accepted,2020-11-23 20:44:16,2024-05-21 12:31:19
20120,345780,87.0,1.0,Accepted,2020-11-23 21:14:27,2022-01-22 18:19:08
24954,7472,79.8,0.0,Accepted,2020-11-23 21:47:53,2021-03-22 02:11:57
27756,296862,38.2,0.0,Accepted,2020-11-23 23:23:24,2024-10-22 04:56:31
58263,391540,89.5,2.0,Declined,2020-11-24 00:03:35,2023-03-12 14:59:27
33347,315643,53.6,0.5,Accepted,2020-11-24 03:06:38,2023-06-18 07:00:56
48615,320170,63.5,0.5,Declined,2020-11-24 03:48:46,2021-04-26 12:22:40
57825,116428,18.6,0.0,Declined,2020-11-24 04:18:58,2022-01-17 12:57:17
39565,273220,54.8,0.0,Accepted,2020-11-24 04:35:19,2019-08-24 19:33:51
32276,389296,64.2,0.0,Accepted,2020-11-24 05:37:23,2025-09-26 08:56:26
17898,183536,44.1,0.0,Declined,2020-11-24 07:23:17,2024-12-13 09:34:35
17258,142295,45.1,1.5,Accepted,2020-11-24 07:51:44,2019-07-28 20:00:43
19496,237222,26.7,0.5,Accepted,2020-11-24 08:49:51,2024-11-28 03:08:39
15263,280320,21.0,1.5,Declined,2020-11-24 09:28:35,2021-10-25 10:42:48
29446,177153,48.6,0.0,Declined,2020-11-24 12:08:52,2019-06-19 23:10:31
34888,35786,55.9,0.5,Accepted,2020-11-24 12:29:07,2021-09-28 15:13:12
17282,79086,35.7,0.0,Withdrawn,2020-11-24 13:55:46,2020-09-20 13:47:00
54261,239944,18.6,0.0,Accepted,2020-11-24 15:29:27,2022-12-05 19:08:10
50439,112356,64.4,1.0,Expired,2020-11-24 15:54:06,2019-09-23 12:33:09
15684,367601,58.6,0.5,Accepted,2020-11-24 16:03:08,2024-04-24 08:53:29
23186,364863,7.4,0.0,Accepted,2020-11-24 16:55:14,2023-04-03 13:00:01
35829,57631,30.2,0.0,Accepted,2020-11-24 19:56:50,2023-01-18 00:43:37
16811,269562,10.0,0.5,Accepted,2020-11-24 21:10:25,2020-12-22 06:44:04
41689,368006,61.5,0.0,Accepted,2020-11-24 22:18:04,2021-01-05 15:33:11
3309,368791,61.0,0.5,Accepted,2020-11-24 23:28:29,2023-06-21 01:30:31
37875,326914,52.3,0.0,Accepted,2020-11-24 23:50:33,2024-07-14 17:38:35
22456,69836,80.5,0.0,Accepted,2020-11-25 00:22:47,2020-01-10 03:41:38
2399,40124,8.4,0.0,Accepted,2020-11-25 02:17:54,2020-10-26 08:31:58
36429,313274,61.8,0.0,Declined,2020-11-25 02:42:06,2019-05-13 11:35:34
295,66270,55.2,0.0,Accepted,2020-11-25 03:35:05,2025-01-04 13:13:28
35414,214807,23.5,0.0,Accepted,2020-11-25 07:08:49,2024-06-14 19:16:21
15648,12597,74.7,1.5,Accepted,2020-11-25 08:08:10,2024-11-26 19:45:06
21742,213747,46.3,0.5,Accepted,2020-11-25 08:22:16,2019-08-01 21:22:09
8026,274925,38.4,0.0,Declined,2020-11-25 09:36:23,2022-05-13 20:54:21
41989,101055,63.5,0.0,Accepted,2020-11-25 11:22:19,2021-11-27 04:37:19
13748,172710,53.8,1.0,Accepted,2020-11-25 12:29:05,2020-09-15 17:17:43
14287,45392,61.1,0.0,Accepted,2020-11-25 12:52:14,2021-06-22 17:06:21
21620,219606,19.9,1.5,Accepted,2020-11-25 15:22:46,2025-10-28 14:00:41
26197,250737,42.8,0.0,Withdrawn,2020-11-25 17:11:15,2021-07-17 02:00:29
36970,375457,77.0,0.0,Accepted,2020-11-25 17:16:49,2024-11-28 18:44:38
9393,231424,50.4,0.0,Declined,2020-11-25 19:18:40,2022-05-04 20:19:54
35458,131422,14.5,0.0,Declined,2020-11-25 19:45:30,2025-07-20 12:18:09
2680,279057,7.3,2.0,Declined,2020-11-25 19:53:58,2019-11-10 14:59:30
6213,145182,68.8,0.0,Declined,2020-11-25 20:05:12,2023-06-21 01:46:05
14786,365011,49.3,0.0,Accepted,2020-11-25 20:52:44,2021-05-30 01:31:43
3611,252259,17.6,0.0,Accepted,2020-11-25 21:26:20,2021-04-28 16:14:30
27442,125899,37.6,0.0,Accepted,2020-11-25 22:30:38,2022-04-27 21:34:44
17751,52586,62.0,0.5,Accepted,2020-11-25 23:34:30,2024-02-16 02:00:41
48947,194869,63.0,0.5,Accepted,2020-11-25 23:47:02,2023-06-30 20:54:06
17578,172580,51.5,1.0,Withdrawn,2020-11-26 00:41:13,2022-10-22 04:11:55
31449,58216,35.2,1.5,Withdrawn,2020-11-26 05:51:19,2024-01-28 11:18:37
50759,35144,13.3,0.0,Accepted,2020-11-26 07:05:35,2021-10-25 11:02:49
23106,49471,21.4,0.0,Declined,2020-11-26 10:44:02,2023-09-18 17:01:41
27301,71396,21.8,0.5,Withdrawn,2020-11-26 12:30:09,2019-03-30 03:23:09
26863,152959,40.1,0.0,Accepted,2020-11-26 12:53:14,2025-10-03 03:34:28
11739,230381,57.4,0.0,Accepted,2020-11-26 13:02:39,2024-06-16 21:39:59
53661,134281,31.3,3.0,Accepted,2020-11-26 16:24:32,2021-01-12 10:36:47
58116,190884,59.4,1.0,Accepted,2020-11-26 17:48:46,2021-09-19 09:30:21
24784,224858,49.9,0.0,Expired,2020-11-26 18:06:25,2022-10-18 20:02:28
31152,67298,31.4,0.0,Accepted,2020-11-26 18:16:13,2024-12-25 05:21:23
39329,323752,7.0,0.5,Declined,2020-11-26 18:40:54,2025-04-28 15:28:11
55327,226950,66.0,0.0,Expired,2020-11-26 18:48:03,2024-05-29 11:57:12
38665,20263,29.2,0.0,Accepted,2020-11-26 19:10:36,2020-06-08 20:24:19
35312,126278,49.1,1.5,Accepted,2020-11-26 19:11:51,2021-05-31 07:25:53
2585,48402,46.8,0.0,Accepted,2020-11-26 23:08:14,2019-07-29 00:43:49
57516,145371,85.3,0.0,Accepted,2020-11-26 23:25:17,2019-02-27 16:08:21
47484,203263,69.5,0.0,Accepted,2020-11-26 23:25:38,2022-06-30 13:27:50
12650,170623,25.5,0.0,Declined,2020-11-26 23:58:44,2020-09-03 19:42:13
16381,248321,25.4,0.0,Accepted,2020-11-27 00:16:09,2023-12-07 21:46:33
10239,241821,6.7,1.0,Accepted,2020-11-27 00:49:48,2020-01-08 12:47:40
1294,116276,81.3,0.0,Accepted,2020-11-27 03:22:45,2023-08-18 09:51:31
54644,370797,53.0,0.5,Expired,2020-11-27 03:55:11,2023-02-04 01:01:35
10116,106827,43.1,0.0,Accepted,2020-11-27 05:22:49,2022-05-17 15:40:19
30845,360298,19.6,0.0,Accepted,2020-11-27 05:46:35,2023-08-13 07:13:09
37342,96539,28.9,1.0,Declined,2020-11-27 07:17:13,2025-12-14 13:07:13
40676,76793,47.8,0.5,Accepted,2020-11-27 07:30:11,2025-11-30 23:06:36
48815,106026,59.9,0.0,Declined,2020-11-27 07:52:35,2023-09-01 23:32:37
54635,337063,18.4,0.5,Declined,2020-11-27 08:12:44,2020-07-13 02:04:43
48917,88560,43.1,0.5,Accepted,2020-11-27 08:21:31,2022-07-05 23:11:50
1167,302786,46.4,1.0,Declined,2020-11-27 09:03:18,2022-08-01 19:18:20
26977,93529,56.9,0.5,Declined,2020-11-27 09:06:42,2024-03-22 23:50:43
22037,122623,79.9,0.0,Accepted,2020-11-27 11:05:31,2021-01-15 20:09:20
36312,323999,61.3,0.0,Accepted,2020-11-27 12:11:14,2024-11-16 16:18:38
51572,96993,39.0,0.5,Accepted,2020-11-27 13:44:57,2024-12-23 16:58:00
43850,27924,77.6,0.0,Withdrawn,2020-11-27 16:52:35,2019-12-18 11:46:15
8742,212458,17.1,1.0,Accepted,2020-11-27 18:45:39,2025-04-06 08:23:36
19866,81775,54.2,0.0,Declined,2020-11-27 19:51:05,2021-05-22 19:16:16
1154,74872,15.1,1.0,Accepted,2020-11-27 20:44:19,2025-05-15 13:08:53
8206,55105,9.6,0.0,Accepted,2020-11-27 22:24:57,2024-06-17 18:49:31
20602,257679,64.2,0.0,Accepted,2020-11-27 22:54:29,2020-10-29 11:16:28
19761,84223,56.0,0.0,Withdrawn,2020-11-27 23:08:36,2023-07-30 04:56:23
10933,368226,88.7,2.0,Accepted,2020-11-27 23:54:21,2021-11-02 13:15:48
50157,7263,59.4,0.0,Accepted,2020-11-28 00:19:17,2021-02-27 04:22:45
38479,66986,13.4,0.0,Accepted,2020-11-28 00:32:58,2023-11-30 23:46:00
35996,217897,87.7,0.0,Accepted,2020-11-28 01:29:27,2020-06-15 08:20:05
6779,374289,61.5,0.0,Withdrawn,2020-11-28 02:40:12,2022-07-08 05:06:17
19563,132881,25.2,1.0,Accepted,2020-11-28 02:50:50,2024-05-21 22:30:27
22598,33119,7.8,1.0,Accepted,2020-11-28 03:39:19,2025-08-04 06:38:41
22948,372491,67.0,0.0,Accepted,2020-11-28 05:55:39,2021-07-01 19:21:54
29782,243904,65.7,0.0,Accepted,2020-11-28 08:57:46,2022-04-02 13:59:36
4634,234083,22.9,0.0,Declined,2020-11-28 09:14:29,2025-04-17 07:33:02
36675,346265,12.7,0.5,Accepted,2020-11-28 09:36:23,2021-01-05 10:55:33
294,42075,6.6,0.5,Accepted,2020-11-28 10:22:28,2020-02-01 22:23:58
55666,48554,23.6,0.0,Accepted,2020-11-28 10:49:59,2024-05-01 13:50:35
57823,218618,58.1,0.0,Accepted,2020-11-28 11:10:44,2021-06-16 19:41:18
17995,286352,80.2,0.0,Accepted,2020-11-28 11:53:25,2019-03-04 17:01:21
30102,377973,29.1,0.0,Accepted,2020-11-28 12:13:28,2022-10-19 09:50:04
12719,333145,31.7,0.5,Declined,2020-11-28 12:27:21,2023-09-01 22:46:52
5162,106307,44.3,0.0,Accepted,2020-11-28 13:34:35,2025-12-19 20:46:39
24536,358189,82.3,0.0,Withdrawn,2020-11-28 13:52:57,2019-08-26 12:34:53
7480,109080,37.3,0.0,Accepted,2020-11-28 15:45:28,2019-05-21 10:42:41
58646,7550,41.4,0.0,Declined,2020-11-28 16:23:53,2026-01-13 18:59:46
22146,250662,63.7,0.0,Declined,2020-11-28 17:14:03,2022-09-03 20:43:47
50406,235836,22.3,0.0,Withdrawn,2020-11-28 17:27:58,2021-12-22 06:57:38
32609,90009,44.5,0.0,Accepted,2020-11-28 18:57:27,2021-05-11 15:14:38
40737,215852,21.7,0.5,Expired,2020-11-28 20:41:49,2020-11-13 06:15:01
8181,383929,78.8,2.0,Accepted,2020-11-28 21:25:06,2020-12-19 23:25:16
3028,167214,78.2,0.0,Accepted,2020-11-28 22:06:08,2020-02-21 05:00:59
55919,103041,53.9,0.0,Declined,2020-11-28 22:32:04,2024-11-10 18:33:06
30267,358463,12.1,0.0,Declined,2020-11-28 23:24:06,2019-08-23 15:25:01
8262,369914,48.5,0.0,Accepted,2020-11-28 23:35:15,2021-11-18 07:46:18
26890,60984,64.4,0.5,Expired,2020-11-29 01:16:02,2023-07-18 20:59:29
27192,225499,84.1,0.0,Accepted,2020-11-29 01:37:49,2020-02-14 10:49:08
45006,65575,6.3,0.0,Accepted,2020-11-29 03:09:18,2019-10-14 07:35:30
53235,313167,34.2,0.0,Accepted,2020-11-29 04:47:15,2024-05-02 20:39:31
26405,146012,88.5,0.5,Accepted,2020-11-29 05:10:59,2021-05-03 11:31:47
38529,101064,54.9,0.0,Declined,2020-11-29 07:23:47,2025-08-20 02:29:01
47209,363668,8.3,0.0,Accepted,2020-11-29 07:44:07,2024-06-15 03:05:10
20920,130592,57.8,0.0,Accepted,2020-11-29 07:56:48,2019-08-12 09:03:22
54651,155634,31.9,0.5,Accepted,2020-11-29 08:25:13,2019-07-18 20:44:27
20058,243228,12.3,0.0,Accepted,2020-11-29 11:17:55,2024-10-17 11:42:55
13891,275380,82.1,0.0,Accepted,2020-11-29 13:11:22,2019-09-20 14:44:10
29060,379431,28.6,0.0,Accepted,2020-11-29 14:13:02,2021-05-05 03:47:53
44939,232937,16.1,1.0,Declined,2020-11-29 14:54:28,2025-08-21 01:13:12
8517,374901,75.9,0.5,Accepted,2020-11-29 18:19:20,2025-10-06 03:09:28
16318,185579,36.4,0.5,Accepted,2020-11-29 19:46:10,2019-08-20 03:32:53
7640,346737,80.1,0.5,Accepted,2020-11-29 22:33:25,2022-07-16 17:29:29
30771,94474,9.1,0.0,Accepted,2020-11-29 22:37:07,2024-05-10 09:47:46
45369,293861,58.7,1.5,Declined,2020-11-30 00:07:15,2024-05-19 15:22:02
28223,384084,59.6,0.0,Accepted,2020-11-30 00:55:45,2023-08-20 14:21:44
51979,152051,6.4,0.0,Accepted,2020-11-30 01:18:20,2021-12-16 14:05:42
35039,136138,67.0,0.0,Declined,2020-11-30 05:19:45,2023-06-06 18:28:06
44877,345085,28.3,0.5,Accepted,2020-11-30 07:58:50,2026-01-17 06:32:43
12072,303691,58.8,2.0,Accepted,2020-11-30 10:31:42,2021-09-04 03:50:40
14394,278957,12.5,1.0,Withdrawn,2020-11-30 13:43:08,2024-05-09 03:22:28
20670,142420,32.9,0.0,Accepted,2020-11-30 14:51:10,2024-07-18 17:56:24
20632,129709,51.0,0.5,Accepted,2020-11-30 14:59:06,2021-10-08 08:22:04
1102,240754,26.4,0.0,Accepted,2020-11-30 15:32:49,2020-11-22 20:17:41
49815,132899,74.6,0.0,Accepted,2020-11-30 15:43:25,2022-06-12 07:31:22
59896,200116,35.6,0.0,Accepted,2020-11-30 18:36:39,2020-08-14 11:15:05
39859,173729,71.8,0.0,Accepted,2020-11-30 20:10:17,2019-05-11 13:13:08
22640,347832,16.3,1.5,Accepted,2020-11-30 20:21:36,2024-10-20 22:05:44
21235,109208,15.9,0.5,Declined,2020-11-30 20:22:05,2022-04-20 20:42:24
9795,109864,81.4,0.0,Declined,2020-11-30 21:02:08,2019-03-14 10:39:38
12042,308949,52.9,1.0,Withdrawn,2020-11-30 22:04:21,2021-10-29 02:30:15
33616,73793,42.3,0.0,Accepted,2020-11-30 23:21:38,2022-03-04 20:50:58
33768,22408,56.8,0.5,Accepted,2020-12-01 00:47:00,2020-11-23 10:26:45
9124,13401,14.8,1.0,Declined,2020-12-01 02:19:01,2025-04-01 05:59:45
49001,20046,74.2,1.5,Accepted,2020-12-01 03:03:20,2021-03-29 07:00:28
34662,149949,43.1,0.0,Accepted,2020-12-01 05:25:54,2022-01-08 01:47:01
28597,276371,79.3,0.0,Accepted,2020-12-01 05:42:20,2024-12-25 17:55:27
28572,189143,14.0,0.0,Declined,2020-12-01 07:01:45,2021-05-11 01:46:39
31028,120556,14.6,0.5,Accepted,2020-12-01 07:39:16,2023-09-06 06:58:19
24094,189984,31.0,0.0,Accepted,2020-12-01 08:09:12,2024-11-03 23:54:36
2156,230309,69.8,0.0,Accepted,2020-12-01 08:49:49,2023-01-26 18:09:27
3235,261486,50.3,1.0,Accepted,2020-12-01 09:07:45,2024-07-24 11:43:39
